Subawardee UEI,Program,Subawardee Vendor Name,Primary NAICS-6,NAICS-6 Description
HLVBPCA2LH41,DDG,ROLLS-ROYCE MARINE NORTH AMERICA INC.,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
J1T1FEN3PWX6,DDG,GENERAL ELECTRIC COMPANY,336412,Aircraft Engine and Engine Parts Manufacturing
J3AFGKXWYK73,DDG,York International Corporation,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
SLD5KEGGLLZ3,DDG,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
FZPYZ11SFNA6,DDG,TIMKEN GEARS & SERVICES INC.,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
HNAECT5M9TM4,DDG,"SOCAIL, LDA",,"n/a (foreign, no SAM record)"
PQGNEEY9W5M3,DDG,NORTHROP GRUMMAN SYSTEMS CORPORATION,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
GXPHJRVG9MR7,DDG,DRS NAVAL POWER SYSTEMS INC,335311,"Power, Distribution, and Specialty Transformer Manufacturing"
ZW3UMG9YVNA9,DDG,L-3 COMMUNICATIONS WESTWOOD CORPORATION,335313,Switchgear and Switchboard Apparatus Manufacturing
QGB4RDYJNJT9,DDG,ELLWOOD NATIONAL FORGE COMPANY,332111,Iron and Steel Forging
VJMTKNLENX24,DDG,ENGINEERED COIL COMPANY,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
Z89SS59265U9,DDG,ESPEY MFG. & ELECTRONICS CORP.,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
YELYMYLF82L9,DDG,"LAKE SHORE SYSTEMS, INC.",336611,Ship Building and Repairing
CFXRGJSB9UB6,DDG,"SPD ELECTRICAL SYSTEMS, INC",335313,Switchgear and Switchboard Apparatus Manufacturing
SSD8KRDXKG46,DDG,"HILLER COMPANIES, INC., THE",238210,Electrical Contractors and Other Wiring Installation Contractors
WUDSRNBSYC17,DDG,"ERIE FORGE AND STEEL, INC.",336611,Ship Building and Repairing
HLVNZXU8EAM1,DDG,POWER PARAGON INC,335311,"Power, Distribution, and Specialty Transformer Manufacturing"
JRUCKDSNXKD5,DDG,"ENTWISTLE COMPANY, THE",333998,All Other Miscellaneous General Purpose Machinery Manufacturing
QKJUKKE5WPA8,DDG,GULF COPPER & MANUFACTURING CORPORATION,336611,Ship Building and Repairing
LM35HWEVUPH3,DDG,"ADI TECHNOLOGIES, INC.",541613,Marketing Consulting Services
HLE1E2KALJA5,DDG,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",335311,"Power, Distribution, and Specialty Transformer Manufacturing"
M4ELQDG7JLM5,DDG,"BUFFALO PUMPS, INC.",333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
KCYPSYNH1M94,DDG,US JOINER LLC,336611,Ship Building and Repairing
XYNDM1Y7XGG7,DDG,AMERICAN METAL BEARING COMPANY,332991,Ball and Roller Bearing Manufacturing
N5KMLMXEPFM5,DDG,PARKER HANNIFIN CORPORATION,333310,Commercial and Service Industry Machinery Manufacturing
J645RTMFWMW1,DDG,"MAXIM EVAPORATORS OF AMERICA, LLC",339999,All Other Miscellaneous Manufacturing
WSK3WRSGKAU1,DDG,ALFA LAVAL INC.,332410,Power Boiler and Heat Exchanger Manufacturing
JA2KCX21NL48,DDG,"WARTSILA DEFENSE, INC.",336611,Ship Building and Repairing
FCK2D4PSV1L2,DDG,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
JW6PXX1WALN4,DDG,HOWDEN NORTH AMERICA INC,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
V1MQFNQB56Z5,DDG,RIX INDUSTRIES,333912,Air and Gas Compressor Manufacturing
F42BKS7EHCL8,DDG,EMS DEVELOPMENT CORPORATION,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing"
FGNQE3RF1FK5,DDG,"MORPAC INDUSTRIES, INC.",332911,Industrial Valve Manufacturing
MC77SUMRLXY5,DDG,"MILWAUKEE VALVE COMPANY, INC.",332911,Industrial Valve Manufacturing
QNF5KM7YJSN7,DDG,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",336611,Ship Building and Repairing
LR2HQKYJLDZ7,DDG,ESI ACQUISITION CORP.,423830,Industrial Machinery and Equipment Merchant Wholesalers
KNEFNMWXBK39,DDG,JO-KELL INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
JEP5GQGFPUL9,DDG,PORTLAND VALVE LLC,332911,Industrial Valve Manufacturing
Q35JL9GFCAK3,DDG,"MAROTTA CONTROLS, INC.",332912,Fluid Power Valve and Hose Fitting Manufacturing
G78MQ69BN636,DDG,AIRCRAFT APPLIANCES AND EQUIPMENT LIMITED,332420,Metal Tank (Heavy Gauge) Manufacturing
MEMSWT1LFU18,DDG,JERED LLC,332312,Fabricated Structural Metal Manufacturing
SKKACASET588,DDG,DYNALEC CORPORATION,334290,Other Communications Equipment Manufacturing
U23DM4ULNLS3,DDG,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,336611,Ship Building and Repairing
HLFDNJU7KXJ1,DDG,BOGUE SYSTEMS INC.,335311,"Power, Distribution, and Specialty Transformer Manufacturing"
HUK5MJK4MH39,DDG,"LESLIE CONTROLS, INC.",332911,Industrial Valve Manufacturing
MKXMUFJJYLY5,DDG,WARD LEONARD CT LLC,335312,Motor and Generator Manufacturing
HYGLK2BNFKB3,DDG,MTU AMERICA INC.,333618,Other Engine Equipment Manufacturing
LCZDJ6YPNYG6,DDG,MARTIN ENERGY SERVICES LLC,424710,Petroleum Bulk Stations and Terminals
ELC5EVMWFVM8,DDG,"LAKE SHORE SYSTEMS, INC.",336611,Ship Building and Repairing
V8HGGNTGDH59,DDG,PEERLESS MFG CO,332312,Fabricated Structural Metal Manufacturing
LGL1LNBH8KM5,DDG,"GRISWOLD INDUSTRIES, CO.",332911,Industrial Valve Manufacturing
DWUHNL9BC3U7,DDG,"HOWELL LABORATORIES, INC.",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
QNEXJLA47BM4,DDG,"JAMESTOWN METAL MARINE SALES, INC.",336611,Ship Building and Repairing
KLDTZDR12ZB7,DDG,JUNIPER ELBOW CO. INC.,332322,Sheet Metal Work Manufacturing
H4ZMPGLLZ8D9,DDG,ARTCRAFT FABRICATORS INC,332710,Machine Shops
ENNXJDZUYCK3,DDG,MARMON AEROSPACE & DEFENSE LLC,335929,Other Communication and Energy Wire Manufacturing
KYURG7LRSC89,DDG,CIRCOR NAVAL SOLUTIONS LLC,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
FLMQAKFEMG64,DDG,INDEECO LLC,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
DQ35GXAUTW61,DDG,INDUSTRIAL CORROSION CONTROL INC,238320,Painting and Wall Covering Contractors
N6P1AGPMV456,DDG,EVAC NORTH AMERICA INC.,333310,Commercial and Service Industry Machinery Manufacturing
ZA1KMNAJMVT3,DDG,SURFACE TECHNOLOGIES CORPORATION,336611,Ship Building and Repairing
TSCZLHCGNQ53,DDG,FACET (OKLAHOMA) LLC,333998,All Other Miscellaneous General Purpose Machinery Manufacturing
QYKAR7MJJXL7,DDG,"MEGGITT SAFETY SYSTEMS, INC.",336412,Aircraft Engine and Engine Parts Manufacturing
EV4ZGUNNKMJ6,DDG,"PACIFIC SHIP REPAIR & FABRICATION, INC.",336611,Ship Building and Repairing
RMLGMBGNPCC8,DDG,"KINGSBURY, INC.",333613,Mechanical Power Transmission Equipment Manufacturing
M4ANYAZ8Q6H8,DDG,GEMS SENSORS INC.,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
EVZMB1757DW5,DDG,"STEELFAB, INC.",332312,Fabricated Structural Metal Manufacturing
HWLGUR28KMS6,DDG,APPLETON MARINE INC,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
PJRYS7EFXQD9,DDG,"B.N.L. INDUSTRIES, INC.",332911,Industrial Valve Manufacturing
C7QHHMJEALN1,DDG,"MONROE CABLE COMPANY, INC., THE",331420,"Copper Rolling, Drawing, Extruding, and Alloying"
H1PAVTLJBJ88,DDG,TYCO FIRE PRODUCTS LP,339999,All Other Miscellaneous Manufacturing
D2J1SSHB5EB7,DDG,THE HELLAN STRAINER CO,336612,Boat Building
LFVJABJDQVZ9,DDG,"W. & O. SUPPLY, INC.",423840,Industrial Supplies Merchant Wholesalers
FLQJXSFMNQP6,DDG,"LISTER CHAIN AND FORGE, INC.",332111,Iron and Steel Forging
MDH6KH9D4SG7,DDG,"ASCO POWER TECHNOLOGIES, L.P.",335313,Switchgear and Switchboard Apparatus Manufacturing
EDNNTCM7SUS8,DDG,"IMIA, LLC",336611,Ship Building and Repairing
MMDRDDVELDX8,DDG,DANTE VALVE COMPANY,332911,Industrial Valve Manufacturing
ZLM5NQE8LSR8,DDG,"IMECO, INC.",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
D44RA79E3K57,DDG,PRECISION PRODUCTS INC,332710,Machine Shops
KDFTJG6RK5A8,DDG,"AIRBUS DEFENSE AND SPACE, INC.",336411,Aircraft Manufacturing
JU2ME5ZK8VL3,DDG,"MMC METROLOGY LAB, INC",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
WMXDDH6HJNA5,DDG,HUNTINGTON INGALLS INCORPORATED,336611,Ship Building and Repairing
XJTAAHL58NB6,DDG,"EASTERN SHIPBUILDING GROUP, INC.",336611,Ship Building and Repairing
E3YNKWRANZ18,DDG,"AQUA-CHEM, INC.",332410,Power Boiler and Heat Exchanger Manufacturing
PNLJW4UFU1A8,DDG,"MARK C. POPE ASSOCIATES, INC.",335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
JRHJJRY6DWK3,DDG,"CORNELL-CARR CO., INC.",332321,Metal Window and Door Manufacturing
GCUTMML7MHH3,DDG,South Florida Van Lines Inc,,n/a (no SAM record)
S1LJCH88WHT5,DDG,W.R. DAVIS ENGINEERING LIMITED,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
NN7PCHZFNZP8,DDG,GOODWIN STEEL CASTINGS LIMITED,331513,Steel Foundries (except Investment)
L2EDH4DX27J5,DDG,"WILLIAM E WILLIAMS, VALVE CORP",332911,Industrial Valve Manufacturing
H2VUYH8JMBY9,DDG,CURTISS-WRIGHT FLOW CONTROL SERVICE CORPORATION,333995,Fluid Power Cylinder and Actuator Manufacturing
Z9P3GJBTJUT5,DDG,"METALS USA PLATES AND SHAPES, INC.",332313,Plate Work Manufacturing
FFZLXPAQCMD8,DDG,WHITING DOOR MANUFACTURING CORP.,332321,Metal Window and Door Manufacturing
C1B6X8AADFB1,DDG,"COMSACO, INC.",335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
LGVPVLMRHH51,DDG,"W. & O. SUPPLY, INC.",423840,Industrial Supplies Merchant Wholesalers
F3XKPA82MHQ5,DDG,"NAG, LLC",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
NYGUEDY27AM8,DDG,CURTISS-WRIGHT FLOW CONTROL CORPORATION,332911,Industrial Valve Manufacturing
KQDAHF4VF266,DDG,"BEN M. RADCLIFF CONTRACTOR, INC.",236220,Commercial and Institutional Building Construction
QVTKQ7LJE196,DDG,M. T. DAVIDSON COMPANY,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
D3QEMKB2X4N5,DDG,LEXAIR INC,332912,Fluid Power Valve and Hose Fitting Manufacturing
NBM4G4SAFQM3,DDG,"QUALITY PERFORMANCE, INC.",334419,Other Electronic Component Manufacturing
UK6NAHCH8459,DDG,"CAROLINA POWER SYSTEMS OF SUMTER, INC.",335313,Switchgear and Switchboard Apparatus Manufacturing
RJGEKQDTZKT8,DDG,"ELECTRIC HEATER COMPANY, THE",333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
Y9LLF354DH36,DDG,"BIRD-JOHNSON PROPELLER COMPANY, LLC",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
NQKEVF8KEMP1,DDG,PIVOTAL POWER INC,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
T4RCBDVMPVM4,DDG,"MEGGITT DEFENSE SYSTEMS, INC.",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
ZJYJB7MBFE56,DDG,CRANE PUMPS & SYSTEMS PFT CORP,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
G7SQBKZNPRN4,DDG,"ACCU-FAB AND CONSTRUCTION, INC.",332312,Fabricated Structural Metal Manufacturing
YHGHMGTME7A5,DDG,HOWDEN AMERICAN FAN COMPANY,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
GKPGD2F1LKL5,DDG,"ELLWOOD GROUP, INC.",332111,Iron and Steel Forging
C6C8KS7Y1K76,DDG,MIDE TECHNOLOGY CORPORATION,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
FYS6F3284LN3,DDG,VELAN VALVE CORP.,,n/a (no SAM record)
S3GFGJ1QGAE6,DDG,"M.S.M. INDUSTRIES, INC.",326291,Rubber Product Manufacturing for Mechanical Use
HMBSX7Z72UK4,DDG,"WESTLAND TECHNOLOGIES, INC.",326291,Rubber Product Manufacturing for Mechanical Use
ZU51LS7JZ8L5,DDG,"FCX SYSTEMS, INC.",335311,"Power, Distribution, and Specialty Transformer Manufacturing"
JR3NDKLB4BH9,DDG,PACIFIC MARINE SYSTEMS CORP,,n/a (no SAM record)
VGCPT3NSM831,DDG,HII FLEET SUPPORT GROUP LLC,541330,Engineering Services
LCYTE2L5JEP4,DDG,NAVAL ENGINEERING SUPPORT INC.,336611,Ship Building and Repairing
K84MXRVQ8BW5,DDG,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",336611,Ship Building and Repairing
UK8DL82MHJG5,DDG,PROPULSION CONTROLS ENGINEERING,336611,Ship Building and Repairing
K3URF4HUNQS5,DDG,"GLOBAL, INCORPORATED",332912,Fluid Power Valve and Hose Fitting Manufacturing
JNC1BUEVV3B9,DDG,"JGILS, LLC",425120,Wholesale Trade Agents and Brokers
QEP4TKLKQDV3,DDG,"U.S. PIONEER, L.L.C.",334419,Other Electronic Component Manufacturing
KH1SMVPKSHY4,DDG,GREAT LAKES SOUND & VIBRATION INC,541330,Engineering Services
P2LKC7KAFFR2,DDG,"FAIRMOUNT AUTOMATION, INC.",335314,Relay and Industrial Control Manufacturing
YMKJUADMJN79,DDG,TRI-TEC MANUFACTURING LLC,332911,Industrial Valve Manufacturing
VDGQNU1VJC64,DDG,XCHANGER MANUFACTURING CORPORATION,332410,Power Boiler and Heat Exchanger Manufacturing
V32LJNFLKBT7,DDG,RFD BEAUFORT INC.,,"n/a (SAM record, no NAICS)"
EZVMH8VEGL34,DDG,"BAUER COMPRESSORS, INC.",333912,Air and Gas Compressor Manufacturing
U864F3HRME53,DDG,GE ENERGY POWER CONVERSION USA INC.,541330,Engineering Services
EANJVKFHMSZ8,DDG,"GULF FASTENER, INC.",423710,Hardware Merchant Wholesalers
J8ATNVMEGLK1,DDG,"CHAND, L.L.C.",423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers
M467BSNHK9J8,DDG,KATO ENGINEERING INC.,335312,Motor and Generator Manufacturing
VJHFDLA3NLG8,DDG,BRADKEN INC,331513,Steel Foundries (except Investment)
ZMBFGXHLGLM3,DDG,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,336611,Ship Building and Repairing
JGNYLKEPEBL4,DDG,"PEMCO-NAVAL ENGINEERING WORKS, INC.",332312,Fabricated Structural Metal Manufacturing
RLXQHCXFT513,DDG,CUNICO CORPORATION,332996,Fabricated Pipe and Pipe Fitting Manufacturing
DV6YQV71ME11,DDG,Mar-Vac Products Inc,,n/a (no SAM record)
DW33W8L3N1P8,DDG,"PHOENIX GROUP OF VIRGINIA, INC.",541330,Engineering Services
UTWXQFNH47D5,DDG,"MEGGITT (NORTH HOLLYWOOD), INC.",,n/a (no SAM record)
CXZ9PUEZ5SQ7,DDG,BLACK & DECKER (U.S.) INC.,337127,Institutional Furniture Manufacturing
CJF6S4UR1LM8,DDG,EVOQUA WATER TECHNOLOGIES LLC,221310,Water Supply and Irrigation Systems
KH92FV2FJC26,DDG,"THRUSTMASTER OF TEXAS, INC.",333120,Construction Machinery Manufacturing
M8ZHL8ZXGQP5,DDG,"CHROMALOX, INC.",333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
CAKCE9S4WL78,DDG,"AZTEC GLOBAL SOLUTIONS, INC.",423690,Other Electronic Parts and Equipment Merchant Wholesalers
DJG7NEG7QRK5,DDG,"HUNT VALVE COMPANY, INC.",332911,Industrial Valve Manufacturing
G15JF2TNVBL6,DDG,SIGNET MARITIME CORPORATION,336611,Ship Building and Repairing
P4XPJNTCHB68,DDG,SCHOELLHORN - ALBRECHT MACHINE CO INC,331513,Steel Foundries (except Investment)
YD6LTFVUZNG1,DDG,RAYTHEON COMPANY,541512,Computer Systems Design Services
KB45YQR3KSL5,DDG,"MISSISSIPPI SECURITY POLICE, INC.",561612,Security Guards and Patrol Services
FJMAMQK89ZB8,DDG,"CAMERON TECHNOLOGIES US, INC.",,n/a (no SAM record)
JK4WJKLD44G9,DDG,"METALTEK INTERNATIONAL, INC.",331529,Other Nonferrous Metal Foundries (except Die-Casting)
G9N1X873CYJ6,DDG,THE TIMKEN COMPANY,332991,Ball and Roller Bearing Manufacturing
KHK8QYLFGLU1,DDG,Rolls-Royce Corporation,541330,Engineering Services
VXJMLWN9XU18,DDG,"BRADKEN - ATLAS, LLC",,n/a (no SAM record)
N7NUHPAKNME8,DDG,"CUBIC DEFENSE APPLICATIONS, INC.",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
WWMME88ERQG5,DDG,"BESTWELD, INC.",332996,Fabricated Pipe and Pipe Fitting Manufacturing
FUNJJEK23XN5,DDG,"TCH DISTRIBUTORS, LLC",423840,Industrial Supplies Merchant Wholesalers
DQLZFV6PFCB9,DDG,"TATE ANDALE, LLC",332911,Industrial Valve Manufacturing
XFM4VGW1NBE4,DDG,"L.C.DOANE COMPANY,THE",335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing"
MSYWUDGYPKF5,DDG,"CP INDUSTRIES HOLDINGS, INC.",332420,Metal Tank (Heavy Gauge) Manufacturing
JSAXGRLNEJ63,DDG,COLONNA'S SHIP YARD INCORPORATED,336611,Ship Building and Repairing
PW9GWUTL4KV5,DDG,"Us, Inc.",336611,Ship Building and Repairing
F98TZC6J5XV1,DDG,ARC TECHNOLOGIES LLC,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
LG8PRS9MR697,DDG,SFC Valve Corporation,332912,Fluid Power Valve and Hose Fitting Manufacturing
U3MMZ4SBMJJ3,DDG,"FINCANTIERI MARINE SYSTEMS NORTH AMERICA, INC.",811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
C6KWNDH3EEB5,DDG,"CARDINAL ENGINEERING, LLC",541330,Engineering Services
LRYRHNM7EHJ8,DDG,"GAYLORD INDUSTRIES, INC.",332322,Sheet Metal Work Manufacturing
J7JJKMJGC7K1,DDG,"NAC GROUP, INC.",423690,Other Electronic Parts and Equipment Merchant Wholesalers
ZFN2JJXBLZT3,DDG,LOCKHEED MARTIN CORPORATION,336411,Aircraft Manufacturing
ZVKEBJ4HQHB8,DDG,HEILIND MIL-AERO LLC,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
D9T3VK42BLV7,DDG,"MILWAUKEE COMPOSITES, INC.",326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
HNJDANSKDZK9,DDG,"SPECTRONICS, INC.",,"n/a (SAM record, no NAICS)"
MHR1KKAZ1NH5,DDG,"EDRO CORPORATION, THE",333310,Commercial and Service Industry Machinery Manufacturing
S4ZAF64LJ1G3,DDG,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
FWF8QBPCGLG3,DDG,GENERAL TOOL COMPANY,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
HLW2GH7TF2M4,DDG,INDAL TECHNOLOGIES INC,332312,Fabricated Structural Metal Manufacturing
W2H3SYSJNLK5,DDG,Arastaff,,n/a (no SAM record)
TT9AGM31ZHM5,DDG,"BURK-KLEINPETER, INC.",541330,Engineering Services
T2VFE1NGR3G5,DDG,"DRS TRAINING & CONTROL SYSTEMS, LLC",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
LN9YKAX66918,DDG,"KULITE SEMICONDUCTOR PRODUCTS, INC",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
C1NAJQ34VWM5,DDG,CAMERON ENERGY SERVICES CORP.,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
JK16ZQ9FRJ51,DDG,TAVERNIER DIDIER,,"n/a (foreign, no SAM record)"
CBMZJ3Z5SC89,DDG,GOODRICH CORPORATION,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
C7QXDAE2EUN1,DDG,"GENERAL MARINE PRODUCTS, INC.",336611,Ship Building and Repairing
DKJ1R5ABCN48,DDG,SERCO INC.,541990,"All Other Professional, Scientific, and Technical Services"
NL7RNBHWHJQ1,DDG,DRS TECHNOLOGIES CANADA LTD,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
W2GBUE64GMZ6,DDG,"DERBYSHIRE MARINE PRODUCTS, LLC",332912,Fluid Power Valve and Hose Fitting Manufacturing
JKPCAKFW8X93,DDG,AMERICAST TECHNOLOGIES INC,,"n/a (SAM record, no NAICS)"
WPP2ABN6UCF5,DDG,"L3 TECHNOLOGIES, INC.",334290,Other Communications Equipment Manufacturing
NJBMT6E7P7B4,DDG,INTERNATIONAL WELDING & FABRICATION INC.,332312,Fabricated Structural Metal Manufacturing
T99DCLB5NRH7,DDG,"OCENCO, INCORPORATED",332911,Industrial Valve Manufacturing
PDZUR2FMYD89,DDG,"RANGER ENVIRONMENTAL SERVICES, LLC",562910,Remediation Services
MYJHF1S2HGV5,DDG,"EPSILON SYSTEMS SOLUTIONS, INC.",336611,Ship Building and Repairing
KK9FFUUML8N1,DDG,ABC APPLICATORS INC,238320,Painting and Wall Covering Contractors
REXPSJ7NAHU8,DDG,DERBYSHIRE MACHINE & TOOL CO,332919,Other Metal Valve and Pipe Fitting Manufacturing
LQP7LJVDX6M6,DDG,"WESCO DISTRIBUTION, INC.",423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
WAK3LFCLKJR4,DDG,BELL STEEL COMPANY,332312,Fabricated Structural Metal Manufacturing
QV38GMJUBJQ3,DDG,L3HARRIS MARITIME SERVICES INC,336611,Ship Building and Repairing
TMDVSPNEFR69,DDG,"Ives Equipment, LLC",423840,Industrial Supplies Merchant Wholesalers
N9DVRB18H324,DDG,ELLWOOD CITY FORGE COMPANY,332111,Iron and Steel Forging
GKN9NW23L2L9,DDG,"HYSPAN PRECISION PRODUCTS, INC.",332919,Other Metal Valve and Pipe Fitting Manufacturing
KTMAJCY6JXM3,DDG,"LEIDOS, INC.",541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
EP6JXEP15RF3,DDG,"GENUINE CABLE GROUP, LLC",423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
E5NZAXG4MNB7,DDG,MURRAY BENJAMIN ELECTRIC CO LLC,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
CJ8CQLEM2RW3,DDG,"SYSCO USA II, LLC",424410,General Line Grocery Merchant Wholesalers
V16LFA3JDR14,DDG,Limitorque Corporation,,n/a (no SAM record)
DH7CZ5SHWTN7,DDG,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
SLTUM1DV4433,DDG,"PARASENSE, INC",334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use"
XK8VBJ94L4E9,DDG,"AEROSPACE SUPPLY, INC",332912,Fluid Power Valve and Hose Fitting Manufacturing
C4C1WKKFJ8H5,DDG,ENERGY RENTAL SOLUTIONS LLC,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
VD5WUGZUCJ44,DDG,"Triple Son Wholesale Timber, Inc.",,n/a (no SAM record)
JFEWJZWTH4W4,DDG,The Tool House Inc,423830,Industrial Machinery and Equipment Merchant Wholesalers
FRJQGQHDX4J3,DDG,"L3 TECHNOLOGIES, INC.",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
JU7ZGUDEJA79,DDG,RAILWAY SPECIALTIES CORPORATION,332322,Sheet Metal Work Manufacturing
F1UZPBD1VBH9,DDG,"LYME COMPUTER SYSTEMS, INC.",541519,Other Computer Related Services
H11HD5VHGHN3,DDG,Lockheed Martin Corporation,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
WVW5FMYALEL6,DDG,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",335313,Switchgear and Switchboard Apparatus Manufacturing
N5RJW5NX32Y1,DDG,W R SYSTEMS LTD.,541330,Engineering Services
NGE4ALP2M661,DDG,"WEAVER SUPPLY COMPANY, LLC",423840,Industrial Supplies Merchant Wholesalers
RYRLL49HWN65,DDG,BAKER SHEET METAL CORPORATION,332322,Sheet Metal Work Manufacturing
UWH5HRSJ5ES7,DDG,AUTOMATIC COATING LIMITED,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
TKE2CB4A5YW4,DDG,HONEYWELL INTERNATIONAL INC.,334519,Other Measuring and Controlling Device Manufacturing
MKGCWL2DHBT4,DDG,MARINE TECH WIRE & CABLE INC,335929,Other Communication and Energy Wire Manufacturing
XK68QNYRQCH8,DDG,"AMERICAN BOA, INCORPORATED",332919,Other Metal Valve and Pipe Fitting Manufacturing
M6ZTA4NZGLQ5,DDG,"ANDERSON METAL INDUSTRIES, INC.",332710,Machine Shops
RGFBAKWWL465,DDG,MARITIME APPLIED PHYSICS CORPORATION,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
CW48SQ7KJX68,DDG,"CRAFT MACHINE WORKS, INC.",336611,Ship Building and Repairing
XGUEGCF761T9,DDG,THE LOUISIANA ASSOCIATION FOR THE BLIND,327910,Abrasive Product Manufacturing
LX5BF78ZTHW4,DDG,"HDT EXPEDITIONARY SYSTEMS, INC.",,n/a (no SAM record)
GJ9JBJ7B7FB5,DDG,G.S. BLODGETT CORPORATION,333994,Industrial Process Furnace and Oven Manufacturing
EEJPJ342F3P1,DDG,"TABET MANUFACTURING COMPANY, INC.",332322,Sheet Metal Work Manufacturing
CPSRQJC6C379,DDG,"SECURE COMPONENTS, LLC",423690,Other Electronic Parts and Equipment Merchant Wholesalers
