program,family,piid,work_type,wave_seq,vendor_uei,vendor_name,naics4,capability,wave_vendor_dollars_m,wave_vendor_dollars_positive_m,wave_vendor_share,records,first_date_in_wave,last_date_in_wave,entrant_flag
virginia,Submarines,N0002417C2100,hvac,8,W8PTMRME1496,LEONARDO SPA,3364,Aircraft Manufacturing,0.025,0.025,0.0067,1,2022-02-09,2022-02-09,no
virginia,Submarines,N0002417C2100,hvac,9,QLUGMNNMV4L8,"DONALDSON COMPANY, INC.",3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.219,0.219,0.5836,2,2022-10-14,2022-10-14,yes
virginia,Submarines,N0002417C2100,hvac,9,RJGEKQDTZKT8,ELECTRIC HEATER CO,3334,Heating Equipment (except Warm Air Furnaces) Manufacturing,0.099,0.099,0.2652,1,2022-10-31,2022-10-31,yes
virginia,Submarines,N0002417C2100,hvac,9,W8PTMRME1496,LEONARDO SPA,3364,Aircraft Manufacturing,0.057,0.057,0.1512,1,2022-10-28,2022-10-28,no
virginia,Submarines,N0002417C2100,hvac,10,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",3334,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,14.427,22.227,0.8419,3,2023-04-17,2023-06-30,no
virginia,Submarines,N0002417C2100,hvac,10,UHXFGP3DCRK7,HANSOME ENERGY SYSTEMS INC,,,2.135,2.135,0.1246,1,2023-03-17,2023-03-17,no
virginia,Submarines,N0002417C2100,hvac,10,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.574,0.574,0.0335,2,2023-02-14,2023-04-17,no
virginia,Submarines,N0002417C2100,hvac,11,UHXFGP3DCRK7,HANSOME ENERGY SYSTEMS INC,,,2.8,2.8,0.8866,1,2023-09-29,2023-09-29,no
virginia,Submarines,N0002417C2100,hvac,11,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.358,0.358,0.1134,1,2023-10-19,2023-10-19,no
virginia,Submarines,N0002417C2100,machining,1,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",3327,Machine Shops,0.269,0.269,0.4112,2,2017-05-31,2017-06-05,yes
virginia,Submarines,N0002417C2100,machining,1,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",3327,Machine Shops,0.216,0.216,0.33,3,2017-05-31,2017-06-02,yes
virginia,Submarines,N0002417C2100,machining,1,FFXKK2MMEM97,"DYNAMIC PRECISION GROUP, INC.",3327,Machine Shops,0.169,0.169,0.2589,1,2017-05-26,2017-05-26,yes
virginia,Submarines,N0002417C2100,machining,2,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",3327,Machine Shops,12.829,12.829,0.2705,62,2018-01-26,2020-04-27,no
virginia,Submarines,N0002417C2100,machining,2,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",,,10.312,10.312,0.2174,6,2018-04-19,2020-02-24,yes
virginia,Submarines,N0002417C2100,machining,2,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",3327,Machine Shops,10.037,10.078,0.2116,65,2018-01-25,2020-05-20,no
virginia,Submarines,N0002417C2100,machining,2,ETWEE7EYY9G5,COGITIC CORPORATION,3327,Machine Shops,3.192,3.192,0.0673,12,2018-03-26,2020-05-04,yes
virginia,Submarines,N0002417C2100,machining,2,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",3327,Machine Shops,3.069,3.069,0.0647,38,2018-07-19,2020-05-14,yes
virginia,Submarines,N0002417C2100,machining,2,H4FZBFXLJ636,"TIMKEN COMPANY, THE",3336,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",2.469,2.469,0.0521,5,2018-10-19,2019-11-18,yes
virginia,Submarines,N0002417C2100,machining,2,E2P8AAJA2LK5,"MICRO PRECISION, LLC",3327,Precision Turned Product Manufacturing,1.758,1.758,0.0371,35,2018-07-06,2020-02-20,yes
virginia,Submarines,N0002417C2100,machining,2,FFXKK2MMEM97,"DYNAMIC PRECISION GROUP, INC.",3327,Machine Shops,1.244,1.244,0.0262,5,2020-01-10,2020-04-22,no
virginia,Submarines,N0002417C2100,machining,2,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,3327,Machine Shops,1.224,1.224,0.0258,25,2019-03-05,2020-05-22,yes
virginia,Submarines,N0002417C2100,machining,2,DDQCLD6FEJJ6,WILLIAMS INDUSTRIAL SERVICES GROUP INC.,3327,Precision Turned Product Manufacturing,0.914,0.926,0.0193,11,2019-01-09,2019-12-02,yes
virginia,Submarines,N0002417C2100,machining,2,FWF8QBPCGLG3,GENERAL TOOL COMPANY,3364,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,0.322,0.322,0.0068,3,2019-08-19,2020-04-13,yes
virginia,Submarines,N0002417C2100,machining,2,MT6DZPQUP663,ADOLF WURTH GMBH & CO KG,3327,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0.062,0.062,0.0013,1,2019-07-25,2019-07-25,yes
virginia,Submarines,N0002417C2100,machining,3,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",3327,Machine Shops,17.167,17.349,0.2814,125,2021-02-19,2025-01-14,no
virginia,Submarines,N0002417C2100,machining,3,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",3327,Machine Shops,9.403,9.892,0.1541,97,2020-10-22,2025-01-03,no
virginia,Submarines,N0002417C2100,machining,3,VXHFDAKS2LZ6,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,3336,Turbine and Turbine Generator Set Units Manufacturing,5.285,5.285,0.0866,2,2023-04-11,2025-01-09,yes
virginia,Submarines,N0002417C2100,machining,3,FWF8QBPCGLG3,GENERAL TOOL COMPANY,3364,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,4.348,4.348,0.0713,15,2020-10-16,2023-10-27,no
virginia,Submarines,N0002417C2100,machining,3,F76KN7T9YP64,WAUKESHA BEARINGS CORPORATION,3336,Mechanical Power Transmission Equipment Manufacturing,4.125,4.125,0.0676,3,2023-03-10,2024-10-09,yes
virginia,Submarines,N0002417C2100,machining,3,QB7EKDNK2E83,SHELBY SUPPLY CO LLC,3327,Machine Shops,3.694,3.736,0.0606,35,2020-10-20,2024-11-08,yes
virginia,Submarines,N0002417C2100,machining,3,FFXKK2MMEM97,"DYNAMIC PRECISION GROUP, INC.",3327,Machine Shops,2.731,2.751,0.0448,15,2020-10-08,2023-12-18,no
virginia,Submarines,N0002417C2100,machining,3,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",3327,Machine Shops,2.671,2.721,0.0438,43,2020-08-21,2025-01-15,no
virginia,Submarines,N0002417C2100,machining,3,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,3327,Machine Shops,2.585,2.622,0.0424,55,2020-10-08,2024-11-08,no
virginia,Submarines,N0002417C2100,machining,3,E2P8AAJA2LK5,"MICRO PRECISION, LLC",3327,Precision Turned Product Manufacturing,2.023,2.03,0.0332,24,2021-03-29,2025-01-17,no
virginia,Submarines,N0002417C2100,machining,3,F17YKE4BDQS4,"TM INDUSTRIES, LLC",3327,Machine Shops,1.926,1.934,0.0316,18,2022-04-05,2024-11-13,yes
virginia,Submarines,N0002417C2100,machining,3,USRQZ9JUAF88,COGITIC CORPORATION,3327,Machine Shops,1.371,1.371,0.0225,8,2022-03-23,2024-08-23,yes
virginia,Submarines,N0002417C2100,machining,3,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",3327,Precision Turned Product Manufacturing,1.304,1.305,0.0214,15,2021-10-18,2024-09-27,yes
virginia,Submarines,N0002417C2100,machining,3,G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,3327,Machine Shops,1.007,1.072,0.0165,22,2022-05-06,2025-01-16,yes
virginia,Submarines,N0002417C2100,machining,3,SN8JQ8XJ55N9,"LOVEJOY, LLC",3336,Mechanical Power Transmission Equipment Manufacturing,0.275,0.275,0.0045,3,2023-04-26,2024-04-15,yes
virginia,Submarines,N0002417C2100,machining,3,XMRBFR868NS3,"WURTH REVCAR FASTENERS, INC.",3327,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0.226,0.226,0.0037,2,2024-11-15,2024-11-15,yes
virginia,Submarines,N0002417C2100,machining,3,XBY5FEGMU441,THE TIMKEN COMPANY,3336,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",0.216,0.216,0.0035,2,2023-04-26,2024-04-15,yes
virginia,Submarines,N0002417C2100,machining,3,JFHLZNJLWAN5,"DYNAMIC PRECISION GROUP, INC.",3327,Machine Shops,0.214,0.214,0.0035,3,2021-05-24,2021-12-17,yes
virginia,Submarines,N0002417C2100,machining,3,MT6DZPQUP663,ADOLF WURTH GMBH & CO KG,3327,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0.138,0.138,0.0023,3,2021-08-26,2021-10-28,no
virginia,Submarines,N0002417C2100,machining,3,DDQCLD6FEJJ6,WILLIAMS INDUSTRIAL SERVICES GROUP INC.,3327,Precision Turned Product Manufacturing,0.102,0.107,0.0017,6,2020-10-22,2022-01-27,no
virginia,Submarines,N0002417C2100,machining,3,HNAKLNNSE339,"HOWELL LABORATORIES, INC.",3327,Machine Shops,0.099,0.099,0.0016,1,2023-01-25,2023-01-25,yes
virginia,Submarines,N0002417C2100,machining,3,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",,,0.047,0.047,0.0008,1,2021-08-27,2021-08-27,no
virginia,Submarines,N0002417C2100,machining,3,JA2KCX21NL48,"DEFENSE MARITIME SOLUTIONS, INC.",,,0.044,0.045,0.0007,3,2022-03-15,2024-05-24,yes
virginia,Submarines,N0002417C2100,piping,1,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,3329,Industrial Valve Manufacturing,27.028,28.996,0.6847,12,2016-12-09,2017-01-25,yes
virginia,Submarines,N0002417C2100,piping,1,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",3329,Industrial Valve Manufacturing,10.584,10.584,0.2681,4,2016-12-06,2017-01-27,yes
virginia,Submarines,N0002417C2100,piping,1,L8T4R3N7ACL6,COLFAX CORPORATION,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,1.564,1.564,0.0396,6,2017-01-27,2017-02-17,yes
virginia,Submarines,N0002417C2100,piping,1,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",,,0.169,0.169,0.0043,2,2017-01-27,2017-01-27,yes
virginia,Submarines,N0002417C2100,piping,1,W3KUJLTCRLV1,AMMCON CORP.,3329,Other Metal Valve and Pipe Fitting Manufacturing,0.08,0.08,0.002,1,2017-02-17,2017-02-17,yes
virginia,Submarines,N0002417C2100,piping,1,L4ZMKLM4MPL3,MOOG INC.,3339,Fluid Power Cylinder and Actuator Manufacturing,0.047,0.047,0.0012,1,2017-01-27,2017-01-27,yes
virginia,Submarines,N0002417C2100,piping,1,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.005,0.005,0.0001,1,2016-10-26,2016-10-26,yes
virginia,Submarines,N0002417C2100,piping,2,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,3329,Industrial Valve Manufacturing,133.595,135.349,0.2204,93,2017-06-05,2022-02-16,no
virginia,Submarines,N0002417C2100,piping,2,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",3329,Industrial Valve Manufacturing,70.681,70.681,0.1166,75,2017-05-31,2022-02-18,no
virginia,Submarines,N0002417C2100,piping,2,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,3252,Synthetic Rubber Manufacturing,56.966,56.992,0.094,30,2017-08-21,2025-01-24,yes
virginia,Submarines,N0002417C2100,piping,2,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",50.427,50.436,0.0832,33,2022-03-28,2023-07-21,yes
virginia,Submarines,N0002417C2100,piping,2,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",3329,Other Metal Valve and Pipe Fitting Manufacturing,26.063,26.293,0.043,157,2018-05-14,2024-11-22,yes
virginia,Submarines,N0002417C2100,piping,2,V1MQFNQB56Z5,RIX INDUSTRIES,3339,Air and Gas Compressor Manufacturing,22.674,22.674,0.0374,9,2018-01-10,2024-11-19,yes
virginia,Submarines,N0002417C2100,piping,2,L4ZMKLM4MPL3,MOOG INC.,3339,Fluid Power Cylinder and Actuator Manufacturing,22.656,22.656,0.0374,18,2018-03-13,2021-10-13,no
virginia,Submarines,N0002417C2100,piping,2,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",,,19.293,19.839,0.0318,63,2017-07-31,2024-11-06,no
virginia,Submarines,N0002417C2100,piping,2,N79NY6FRL2F3,CUSTOM ALLOY CORPORATION,3329,Fabricated Pipe and Pipe Fitting Manufacturing,17.208,17.309,0.0284,67,2017-06-23,2024-12-17,yes
virginia,Submarines,N0002417C2100,piping,2,VDSCUPC2H3K7,CITADEL CAPITAL CORPORATION,3329,Fabricated Pipe and Pipe Fitting Manufacturing,14.729,15.164,0.0243,23,2018-04-10,2022-02-25,yes
virginia,Submarines,N0002417C2100,piping,2,J9V9SJL4CW97,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,,14.511,15.117,0.0239,37,2022-04-25,2024-11-18,yes
virginia,Submarines,N0002417C2100,piping,2,JEP5GQGFPUL9,PORTLAND VALVE LLC,3329,Industrial Valve Manufacturing,10.603,10.623,0.0175,18,2022-09-27,2024-11-22,yes
virginia,Submarines,N0002417C2100,piping,2,FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",3399,All Other Miscellaneous Manufacturing,10.526,10.526,0.0174,47,2018-03-07,2025-01-24,yes
virginia,Submarines,N0002417C2100,piping,2,W3KUJLTCRLV1,AMMCON CORP.,3329,Other Metal Valve and Pipe Fitting Manufacturing,9.926,10.168,0.0164,151,2018-06-06,2022-10-27,no
virginia,Submarines,N0002417C2100,piping,2,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,5511,"Corporate, Subsidiary, and Regional Managing Offices",9.58,9.58,0.0158,4,2018-01-23,2023-11-08,yes
virginia,Submarines,N0002417C2100,piping,2,L8T4R3N7ACL6,COLFAX CORPORATION,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,8.854,8.854,0.0146,8,2017-05-31,2023-07-31,no
virginia,Submarines,N0002417C2100,piping,2,WJ45NXW2TVD7,MOOG INC.,3339,Fluid Power Cylinder and Actuator Manufacturing,8.281,8.46,0.0137,11,2021-11-22,2024-09-05,yes
virginia,Submarines,N0002417C2100,piping,2,GU5YDKH7GPF1,CIRCOR NAVAL SOLUTIONS LLC,,,7.955,7.955,0.0131,15,2021-06-24,2025-01-22,yes
