program,vendor_uei,vendor_name,work_type,cut_profile,first_award,last_award,n_records,le_fy12,fy2013,fy2014,fy2015,fy2016,fy2017,fy2018,fy2019,fy2020,fy2021,fy2022,fy2023,fy2024,fy2025,fy2026,total
virginia,Z8WNV7KTX267,"BURNS & MCDONNELL, INC.",unbucketed,Virginia-only,2016-11-21,2018-07-23,6,0.0,0.0,0.0,0.0,0.0,0.782,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.112
virginia,ZXNYWJ1KLDL9,"SYMETRICS INDUSTRIES, LLC",unbucketed,Virginia-only,2018-03-16,2024-04-15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.617,0.0,0.0,0.0,0.0,0.0,1.485,0.0,0.0,2.102
virginia,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,electrical,both,2017-05-26,2025-06-30,15,0.0,0.0,0.0,0.0,0.0,0.162,0.361,0.027,0.0,0.151,0.962,0.414,-0.025,0.035,0.0,2.087
virginia,HJG5ZSLCMTJ9,MSA SAFETY INCORPORATED,unbucketed,both,2016-02-18,2019-11-22,9,0.0,0.0,0.0,0.0,0.687,0.0,0.0,1.332,0.064,0.0,0.0,0.0,0.0,0.0,0.0,2.083
virginia,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",electrical,both,2022-09-21,2025-01-22,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,1.154,0.0,0.917,0.0,2.068
virginia,T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,unbucketed,both,2022-06-29,2023-05-24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.17,0.0,0.0,0.0,2.045
virginia,MKDGDE6K34N5,"D. W. CLARK, INC",castings,both,2020-10-30,2025-07-30,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.288,0.074,0.149,1.301,0.0,2.024
virginia,F17YKE4BDQS4,"TM INDUSTRIES, LLC",machining,both,2022-04-05,2024-11-13,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.902,0.419,0.419,0.0,2.016
virginia,Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",unbucketed,both,2022-06-14,2024-10-24,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.803,0.0,0.071,0.135,0.0,2.009
virginia,U2PTLL8PXDE3,"ABLE MACHINE TOOL SALES, INC.",unbucketed,Virginia-only,2017-09-08,2018-10-29,4,0.0,0.0,0.0,0.0,0.0,0.333,0.0,1.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.974
virginia,CR99X5Q2KQS1,"L.B.I., INC.",structural,both,2017-03-13,2023-08-28,16,0.0,0.0,0.0,0.0,0.0,0.352,0.0,0.188,0.061,0.001,0.363,0.999,0.0,0.0,0.0,1.964
virginia,QLTXH525A671,"RAPID PREP, LLC",unbucketed,both,2016-11-28,2024-08-20,44,0.0,0.0,0.0,0.0,0.0,0.302,0.298,0.62,0.0,0.101,0.031,0.088,0.455,0.0,0.0,1.894
virginia,XLKTN1TLGB75,ELMA ELECTRONIC AG,unbucketed,both,2017-03-07,2023-09-28,17,0.0,0.0,0.0,0.0,0.0,0.373,0.685,0.196,0.235,0.118,0.211,0.035,0.0,0.0,0.0,1.853
virginia,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,unbucketed,both,2016-08-02,2024-10-25,36,0.0,0.0,0.0,0.0,0.031,0.114,0.392,0.19,0.071,0.0,0.088,0.702,0.138,0.124,0.0,1.852
virginia,RBJHSL4MK9M8,CHEMTURA CORPORATION,unbucketed,Virginia-only,2017-01-20,2020-12-04,4,0.0,0.0,0.0,0.0,0.0,1.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.771
virginia,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",piping,both,2018-10-19,2024-11-18,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521,0.295,0.0,0.08,0.208,0.356,0.289,0.0,1.749
virginia,LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",structural,both,2018-02-26,2023-01-05,7,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.998,0.0,0.0,0.0,0.149,0.0,0.0,0.0,1.747
virginia,SE6NBH1ZRQN5,VETERANS' GROUP LLC,unbucketed,Virginia-only,2018-05-24,2021-11-24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.903,0.275,0.275,0.253,0.0,0.0,0.0,0.0,1.739
virginia,XTYYPELG5MQ7,"PENNSYLVANIA MACHINE WORKS, LLC",piping,both,2022-05-16,2025-07-28,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.147,0.423,1.018,0.0,1.716
virginia,NPDPXRZGXXL3,"LYN-LAD GROUP, LTD.",piping,both,2016-12-21,2023-10-17,11,0.0,0.0,0.0,0.0,0.0,0.625,0.411,0.0,0.0,0.037,0.0,0.0,0.625,0.0,0.0,1.699
virginia,KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,unbucketed,both,2017-04-10,2022-02-17,11,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.976,0.14,0.0,0.349,0.0,0.0,0.0,0.0,1.691
virginia,UTMCRDABQS33,"REINAUER TRANSPORTATION COMPANIES, LLC",unbucketed,Virginia-only,2021-03-31,2021-08-19,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.677,0.0,0.0,0.0,0.0,0.0,1.677
virginia,ZVFUENFF77T1,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",coatings,both,2022-11-28,2024-06-28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.489,1.167,0.0,0.0,1.655
virginia,LZP6L339NKZ9,MARINE POLYMERS INC,unbucketed,Virginia-only,2016-07-25,2023-06-30,9,0.0,0.0,0.0,0.0,0.131,0.431,0.503,0.0,0.0,0.33,0.0,0.246,0.0,0.0,0.0,1.641
virginia,CMANNFGEFNP6,WARD LEONARD CT LLC,electrical,Virginia-only,2017-03-03,2019-11-14,17,0.0,0.0,0.0,0.0,0.0,0.543,0.314,0.687,0.091,0.0,0.0,0.0,0.0,0.0,0.0,1.634
virginia,JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,unbucketed,both,2017-01-13,2024-04-15,20,0.0,0.0,0.0,0.0,0.0,0.233,0.756,0.049,0.147,0.0,0.0,0.256,0.193,0.0,0.0,1.634
virginia,EVP4KM37YU23,CLEVELAND-CLIFFS INC.,structural,both,2020-04-14,2022-01-27,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.023,0.281,0.0,0.0,0.0,0.0,1.614
virginia,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",unbucketed,both,2018-01-26,2023-10-26,11,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.425,0.707,0.215,0.035,0.0,0.032,0.0,0.0,1.594
virginia,PNE9R5EJMWK8,"L3 TECHNOLOGIES, INC.",electrical,both,2023-07-14,2023-10-13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.489,0.097,0.0,0.0,1.586
virginia,V627Y8NS1JM1,"MILCOTS, LLC",unbucketed,both,2017-04-21,2024-04-19,9,0.0,0.0,0.0,0.0,0.0,0.028,0.132,0.717,0.037,0.0,0.0,0.0,0.665,0.0,0.0,1.579
virginia,RW4NDPS7PYF1,"RPS HOLDINGS, INC.",unbucketed,Virginia-only,2016-04-22,2019-05-24,6,0.0,0.0,0.0,0.0,1.326,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.576
virginia,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,unbucketed,both,2019-06-17,2024-09-19,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896,0.3,0.039,0.0,0.213,0.087,0.0,0.0,1.536
virginia,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",coatings,both,2019-02-25,2025-06-23,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614,0.233,0.0,0.0,0.305,0.0,0.378,0.0,1.529
virginia,SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,unbucketed,both,2017-08-02,2021-04-29,11,0.0,0.0,0.0,0.0,0.0,0.052,0.979,0.087,0.33,0.059,0.0,0.0,0.0,0.0,0.0,1.507
virginia,Y9KMLM1AFU63,ROTRON INCORPORATED,unbucketed,Virginia-only,2023-07-28,2025-05-07,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886,0.0,0.613,0.0,1.499
virginia,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,unbucketed,both,2020-03-26,2025-07-14,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.029,0.213,0.0,0.0,1.224,0.0,1.467
virginia,C1CCV2BRQJ26,MARINE EQUIPMENT AND ENGINEERING SOLUTIONS LLC,unbucketed,Virginia-only,2017-06-23,2019-04-02,8,0.0,0.0,0.0,0.0,0.0,0.145,0.078,1.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.466
virginia,J8EPCEKBCWN6,LANXESS CORPORATION,unbucketed,Virginia-only,2022-05-04,2024-09-26,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.0,1.007,0.0,0.0,1.454
virginia,UZMKDFWHKTC9,"MARO DISPLAY, INC.",unbucketed,Virginia-only,2016-05-19,2018-02-05,11,0.0,0.0,0.0,0.0,0.61,0.857,-0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.453
virginia,KTSAL8YX2QQ5,AMERICAN STEEL AND ALUMINUM LLC,structural,both,2022-09-30,2024-10-24,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.128,0.302,0.001,0.0,1.444
virginia,PM5WJ7WYPX53,AGGREKO PLC,unbucketed,Virginia-only,2016-01-28,2021-01-18,25,0.0,0.0,0.0,0.0,0.0,0.115,0.397,0.917,0.0,0.007,0.0,0.0,0.0,0.0,0.0,1.436
virginia,XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",unbucketed,both,2016-09-08,2021-02-23,18,0.0,0.0,0.0,0.0,0.026,0.58,0.437,0.318,0.056,-0.002,0.0,0.0,0.0,0.0,0.0,1.414
virginia,MS4MJ49T13Q8,QINETIQ HOLDINGS LIMITED,electrical,Virginia-only,2017-07-07,2017-07-07,1,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
virginia,HSV2N9ACRTJ6,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,piping,both,2022-05-16,2024-11-13,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.729,0.288,0.338,0.0,1.378
virginia,USRQZ9JUAF88,COGITIC CORPORATION,machining,both,2022-03-23,2024-08-23,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,1.137,0.082,0.0,0.0,1.371
virginia,N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",piping,both,2022-04-25,2023-10-23,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.632,0.631,0.0,0.0,1.356
virginia,GYMLL74UL5Q8,"HYDRASEARCH COMPANY, LLC",piping,both,2022-12-21,2024-11-21,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.38,0.823,0.0,1.334
virginia,NFADFBRR9XM6,"SOURCE CODE MIDCO, LLC",unbucketed,both,2021-07-23,2021-09-30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.323,0.0,0.0,0.0,0.0,0.0,1.323
virginia,XYCDRJ4BBZ34,"KME AMERICA MARINE TUBE & FITTING, LLC",piping,both,2022-03-31,2023-09-27,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,1.228,0.0,0.0,0.0,1.315
virginia,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",unbucketed,both,2017-07-17,2024-09-06,23,0.0,0.0,0.0,0.0,0.0,0.256,0.496,0.037,0.072,0.048,0.18,0.07,0.155,0.0,0.0,1.315
virginia,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",machining,both,2021-10-18,2024-09-27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534,0.238,0.532,0.0,0.0,1.304
virginia,HC6YKKPYB658,"AGGREKO, LLC",unbucketed,both,2021-06-04,2025-01-24,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.187,0.436,0.669,0.0,1.292
virginia,WFM2KCAVDX59,REXNORD CORPORATION,unbucketed,Virginia-only,2016-11-03,2020-02-11,4,0.0,0.0,0.0,0.0,0.0,0.07,0.033,1.144,0.034,0.0,0.0,0.0,0.0,0.0,0.0,1.281
virginia,L4QQJ4BH2726,SOUTHWIRE COMPANY,unbucketed,Virginia-only,2016-10-18,2022-01-18,6,0.0,0.0,0.0,0.0,0.0,0.682,0.004,0.0,0.0,0.0,0.556,0.0,0.0,0.0,0.0,1.241
virginia,N9UNRN3F79J1,"LESLIE CONTROLS, INC.",piping,both,2023-04-18,2023-04-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,1.23
virginia,X8JFENV4HTS5,SSS MANAGEMENT CORP,unbucketed,Virginia-only,2016-07-05,2019-12-11,11,0.0,0.0,0.0,0.0,0.235,0.279,0.211,0.382,0.113,0.0,0.0,0.0,0.0,0.0,0.0,1.22
virginia,TCCLSQU7ZMW5,ITT INC.,unbucketed,both,2018-04-16,2022-02-11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.125,0.065,0.858,0.0,0.0,0.0,0.0,1.214
virginia,TUJCSP9NJ6V5,"BRANTNER AND ASSOCIATES, INC.",electrical,both,2023-03-10,2023-10-26,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554,0.618,0.0,0.0,1.172
virginia,KNAGZL3AKW44,"110 TECHNOLOGY, LLC",unbucketed,Virginia-only,2016-09-28,2016-12-05,4,0.0,0.0,0.0,0.0,0.935,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172
virginia,CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",unbucketed,both,2018-06-22,2024-11-20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,-0.008,0.8,0.0,0.303,0.0,1.17
virginia,G9PZGNJ37323,LINEAR MOTION LLC,unbucketed,both,2022-05-23,2025-07-15,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.811,0.072,0.061,0.22,0.0,1.165
virginia,H4K1A9NVAB68,CRYSTAL INSTRUMENTS CORPORATION,unbucketed,both,2017-11-27,2023-04-20,5,0.0,0.0,0.0,0.0,0.0,0.0,0.527,0.0,0.366,0.0,0.0,0.267,0.0,0.0,0.0,1.16
virginia,QRS8UUK41BA4,METREX VALVE CORP.,unbucketed,Virginia-only,2017-08-25,2019-10-18,7,0.0,0.0,0.0,0.0,0.0,0.161,0.456,0.0,0.529,0.0,0.0,0.0,0.0,0.0,0.0,1.146
virginia,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",unbucketed,both,2023-02-21,2024-08-20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.86,0.0,0.0,1.132
virginia,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,piping,both,2018-06-19,2022-02-17,47,0.0,0.0,0.0,0.0,0.0,0.0,0.141,1.062,0.586,-0.786,0.102,0.0,0.0,0.0,0.0,1.104
virginia,DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",structural,both,2021-12-16,2024-12-11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.937,0.0,-0.138,0.0,1.096
virginia,PA1YD43KKTW3,INA-HOLDING SCHAEFFLER GMBH & CO. KG,unbucketed,Virginia-only,2017-01-31,2018-07-11,5,0.0,0.0,0.0,0.0,0.0,0.163,0.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089
virginia,PWK4GDMMEAQ8,AMETEK SCP INC,unbucketed,both,2021-12-21,2024-09-03,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.351,0.632,0.0,0.0,1.082
virginia,UR64LG5YKUE8,LYNN LADDER AND SCAFFOLDING CO INC,piping,both,2023-01-26,2023-12-21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969,0.105,0.0,0.0,1.074
virginia,TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,unbucketed,both,2018-10-16,2024-04-15,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.139,0.221,0.238,0.0,0.379,0.0,0.0,1.073
virginia,HYE2RPK5SHM4,OAKWOOD INDUSTRIES INC,unbucketed,Virginia-only,2025-03-11,2025-03-11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073,0.0,1.073
virginia,CKBGA756V5H9,MITCHELL MACHINE INCORPORATED,unbucketed,Virginia-only,2018-06-18,2019-05-06,8,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.044
virginia,DDQCLD6FEJJ6,WILLIAMS INDUSTRIAL SERVICES GROUP INC.,machining,both,2018-10-09,2022-01-27,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921,0.021,0.031,0.07,0.0,0.0,0.0,0.0,1.043
virginia,E3NCN9MXJAL5,US JOINER HOLDING COMPANY,unbucketed,both,2017-08-01,2020-01-14,3,0.0,0.0,0.0,0.0,0.0,0.365,0.0,0.0,0.677,0.0,0.0,0.0,0.0,0.0,0.0,1.042
virginia,PM3QRNLPA8K5,"RILEY POWER GROUP, LLC",unbucketed,both,2017-03-28,2017-03-28,1,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04
virginia,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,piping,both,2020-04-02,2024-10-16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.129,0.119,0.6,0.094,0.045,0.0,1.029
virginia,XXADYWMX8FE7,RYERSON HOLDING CORPORATION,unbucketed,Virginia-only,2019-04-08,2019-04-23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016
virginia,RG3VUTDYFNF8,FLUIDYNE CORP,unbucketed,both,2018-03-09,2025-01-17,14,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.086,0.611,0.0,0.0,0.093,0.086,0.052,0.0,1.014
virginia,G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,machining,both,2022-05-06,2025-01-16,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.796,0.072,0.091,0.0,1.007
virginia,EBJCZNYDQDH8,PRYSMIAN SPA,unbucketed,both,2019-04-17,2019-04-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
virginia,FQJTKZNF6GY5,THE HILLER COMPANIES LLC,piping,Virginia-only,2023-02-17,2024-11-15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.729,0.0,0.969
virginia,T2PGFX9RZJH9,"ASCO POWER TECHNOLOGIES, L..P.",electrical,both,2023-01-23,2025-06-11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243,0.0,0.715,0.0,0.958
virginia,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,unbucketed,both,2017-03-28,2023-10-31,7,0.0,0.0,0.0,0.0,0.0,0.275,0.531,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.956
virginia,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",unbucketed,both,2016-10-05,2023-05-24,12,0.0,0.0,0.0,0.0,0.0,0.491,0.075,0.04,0.0,0.0,0.28,0.069,0.0,0.0,0.0,0.955
virginia,N28CNQT19JY9,"USC CONSULTING GROUP, LLC",unbucketed,Virginia-only,2018-09-11,2018-09-11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938
virginia,CG86N1ZC42B8,AMMCON CORP.,unbucketed,both,2021-03-23,2025-01-17,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.004,0.046,0.453,0.337,0.0,0.913
virginia,XP9YLL3TNCB9,"S & S FOREST PRODUCTS, LLC",unbucketed,Virginia-only,2016-04-12,2021-12-23,21,0.0,0.0,0.0,0.0,0.055,0.116,0.298,0.0,0.0,0.251,0.192,0.0,0.0,0.0,0.0,0.911
virginia,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,unbucketed,Virginia-only,2017-05-11,2018-03-22,2,0.0,0.0,0.0,0.0,0.0,0.029,0.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906
virginia,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",unbucketed,both,2017-02-08,2023-04-25,13,0.0,0.0,0.0,0.0,0.0,0.191,0.043,0.185,0.04,0.0,0.0,0.441,0.0,0.0,0.0,0.901
virginia,DTZJAQF8NZA1,"L-3 COMMUNICATIONS HOLDINGS, INC.",unbucketed,both,2016-02-23,2017-06-06,6,0.0,0.0,0.0,0.0,0.644,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886
virginia,MME9X24LUXP1,"ACROMAG, INCORPORATED",unbucketed,both,2016-10-25,2023-10-18,16,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.396,0.135,0.043,0.0,0.218,-0.066,0.0,0.0,0.878
virginia,ULZEK7HDMS57,"DVCC, LLC",piping,both,2019-05-24,2021-12-10,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.469,0.085,0.039,0.0,0.0,0.0,0.0,0.873
virginia,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",piping,both,2018-11-02,2024-09-27,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.123,0.0,0.0,0.853
virginia,JU5GNH1H5FV6,DY4 INC,unbucketed,both,2022-03-18,2025-07-30,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.038,0.231,0.489,0.0,0.849
virginia,NKNLZEBJBM67,TRANSDIGM INC,piping,both,2022-02-07,2024-09-18,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028,0.367,0.505,0.0,0.0,0.844
virginia,UUWJVAA5CK71,INSULATED WIRE INC.,unbucketed,Virginia-only,2016-07-11,2024-04-15,8,0.0,0.0,0.0,0.0,0.225,0.0,0.185,0.07,0.177,0.0,0.086,0.06,0.031,0.0,0.0,0.834
virginia,CE4UBZFNCKU9,MOHAWK NORTHEAST INC,unbucketed,Virginia-only,2019-06-19,2023-12-19,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.717,0.036,0.0,0.0,0.833
virginia,VUNMXC2JLBY3,CLEVELAND-CLIFFS PLATE LLC,structural,both,2022-03-30,2023-06-14,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.793,0.0,0.0,0.0,0.822
virginia,CT5WNUADNZ44,AMPHENOL CORPORATION,electrical,both,2023-06-21,2023-06-21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816,0.0,0.0,0.0,0.816
virginia,JJMSRWKWWQ87,NIBCO INC.,piping,both,2019-10-11,2019-11-25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815,0.0,0.0,0.0,0.0,0.0,0.0,0.815
virginia,TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",unbucketed,both,2019-02-20,2025-04-17,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.441,0.101,0.052,0.082,-0.033,0.057,0.0,0.812
virginia,VUA5GYK66K98,CHAPCO INC,unbucketed,Virginia-only,2023-02-16,2024-04-23,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.492,0.0,0.0,0.811
virginia,LL3PZJHUKZV3,AMERICAN STEEL AND ALUMINUM LLC,structural,both,2023-05-10,2023-10-25,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.417,0.0,0.0,0.807
virginia,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,unbucketed,both,2017-03-24,2020-01-10,5,0.0,0.0,0.0,0.0,0.0,0.453,0.0,0.0,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.787
virginia,VERVZNQLJQM6,ABRASIVE FINISHING INDUSTRIES LLC,unbucketed,Virginia-only,2023-04-28,2024-11-21,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.409,0.088,0.0,0.78
virginia,QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,unbucketed,Virginia-only,2017-05-10,2018-01-09,10,0.0,0.0,0.0,0.0,0.0,0.478,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.773
virginia,PUFMZLZJ2BY2,MATTHEW WARREN INC,unbucketed,both,2021-11-24,2024-06-28,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.391,0.151,0.0,0.0,0.77
virginia,EVZMB1757DW5,"STEELFAB, INC.",structural,both,2017-07-03,2017-07-03,1,0.0,0.0,0.0,0.0,0.0,0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.764
virginia,SCEEGJW7XZE5,KAMAN CORPORATION,unbucketed,both,2016-09-12,2024-10-11,36,0.0,0.0,0.0,0.0,1.427,0.096,0.169,-1.337,0.158,0.049,0.0,0.061,0.105,0.036,0.0,0.763
virginia,GVWENMHJ4Y87,"ALLEGIS GROUP, INC.",unbucketed,both,2017-02-21,2019-09-04,13,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
virginia,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",unbucketed,both,2018-09-14,2018-09-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753
virginia,TJCDPVN6RNP7,DELL TECHNOLOGIES INC.,unbucketed,both,2022-01-20,2022-01-27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745,0.0,0.0,0.0,0.0,0.745
