program,work_type,vendor_uei,vendor_name,basis,n_awards_fy22_25,dollars_fy22_25_$M,n_awards_all,dollars_all_$M,first_award_date,first_award_fy,last_award_date,is_new_entrant_fy22_25,also_active_other_program,median_interaward_days,max_gap_days,exited_flag,n_piids,piids
submarines,structural,KZA5CX3J8KE8,"IMIA, LLC",naics4,2,0.906,2,0.906,2024-06-10,2024,2024-09-06,True,True,88,88,False,2,N0002417C2100;N0002417C2117
submarines,structural,G8VYMKM2VG59,NORTH AMERICAN CONTROLS INC,naics4,1,0.774,2,1.306,2021-06-25,2021,2022-12-15,False,False,538,538,True,1,N0002417C2117
submarines,structural,XBVZKN1HH445,"OCEANEERING INTERNATIONAL, INC.",registry,5,0.511,18,4.059,2017-01-09,2017,2022-03-21,False,False,64.0,550,True,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,structural,GMNNMEA95K18,"NOVARIA HOLDINGS, LLC",naics4,2,0.22,2,0.22,2022-02-07,2022,2022-02-24,True,False,17,17,True,1,N0002417C2117
submarines,structural,X3DBJSMT83N5,CLEVELAND-CLIFFS STEEL LLC,registry,4,0.057,4,0.057,2022-02-23,2022,2023-08-10,True,False,57,461,True,2,N0002417C2100;N0002417C2117
submarines,structural,Y7N4SPXNK115,CLEVELAND-CLIFFS INC.,registry,1,0.039,1,0.039,2021-11-17,2022,2021-11-17,True,False,,,False,1,N0002417C2100
submarines,structural,FP3BYCCPHDN3,"LUMEN TECHNOLOGIES, INC.",naics4,1,0.017,2,0.089,2020-09-10,2020,2023-05-26,False,True,988,988,True,2,N0002417C2100;N0002417C2117
submarines,structural,UMMDFSB4ARJ7,TECHPRECISION CORPORATION,naics4,0,0.0,52,7.615,2016-08-18,2016,2021-09-07,False,False,28,416,False,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,structural,EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",naics4,0,0.0,13,2.339,2016-09-13,2016,2021-06-30,False,True,208.5,829,False,4,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100
submarines,structural,MJJNGNB5E3Q4,EKC INTERNATIONAL FZE,registry,0,0.0,1,10.001,2016-04-28,2016,2016-04-28,False,False,,,False,1,N0002413C2128
submarines,structural,W67WSNENMZF7,ARCELORMITTAL SA,registry,0,0.0,10,6.338,2016-11-14,2017,2020-04-28,False,False,133.0,476,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,structural,J6DMEL935CD1,XYLEM INC.,naics4,0,0.0,1,0.517,2019-06-14,2019,2019-06-14,False,True,,,False,1,N0002417C2100
submarines,structural,MSYWUDGYPKF5,EVEREST KANTO CYLINDER LIMITED,registry,2,-0.224,2,-0.224,2021-10-18,2022,2021-11-16,True,False,29,29,True,1,N0002417C2117
submarines,structural,Y6X3BDLEPNJ6,"W INTERNATIONAL SC, LLC",registry,5,-3.473,33,74.5,2019-07-10,2019,2022-02-09,False,False,22,281,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",naics4,30,9.7,62,22.04,2018-07-02,2018,2025-01-15,False,True,26.5,207,False,3,N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,WPP2ABN6UCF5,"L3HARRIS TECHNOLOGIES, INC.",residual,2,8.614,2,8.614,2021-11-05,2022,2021-12-03,True,False,28,28,True,1,N0002417C2100
submarines,unbucketed,FH39KDCYBK21,"HTP MEDS, LLC",residual,5,4.302,10,4.526,2018-08-17,2018,2022-02-25,False,False,73.5,661,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,PNE9R5EJMWK8,"L3 TECHNOLOGIES, INC.",vendor-override,15,4.274,15,4.274,2023-07-14,2023,2023-10-24,True,True,10.0,34,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,EYMMLMHBMSL5,"SGL AUTOMATION, LLC",residual,3,3.543,3,3.543,2023-06-20,2023,2023-07-06,True,False,16,16,True,1,N0002417C2117
submarines,unbucketed,FLU4K8MGMZX7,"HITACHI, LTD.",naics4,11,3.319,38,18.026,2016-03-22,2016,2025-05-14,False,True,87,577,False,5,N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,residual,13,3.25,13,3.25,2021-12-01,2022,2025-01-09,True,False,65,265,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,JCXDK86FK3L5,FEDERAL METAL CO,residual,2,3.236,2,3.236,2025-04-16,2025,2025-04-25,True,False,9,9,False,1,N0002421C4111
submarines,unbucketed,GFCUEMH2CGN1,RIVERHEAD BUILDING SUPPLY CORP.,residual,28,2.993,32,3.227,2021-04-29,2021,2024-10-18,False,False,42.5,220,False,2,N0002416C2111;N0002417C2100
submarines,unbucketed,QT9LCNSYE637,MATERION CORPORATION,residual,16,2.865,27,3.859,2018-04-03,2018,2025-07-29,False,False,174,778,False,4,N0002412C2115;N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",residual,17,2.694,36,4.426,2016-09-22,2016,2024-11-01,False,False,103,465,False,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,PWK4GDMMEAQ8,AMETEK SCP INC,residual,19,2.571,19,2.571,2021-12-20,2022,2024-09-03,True,False,37,240,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,D6GJGD1KMH25,"ANIXTER, INC",residual,11,2.461,11,2.461,2024-04-26,2024,2025-08-13,True,False,111,191,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,W1LDBNHD4EM7,SCHLUMBERGER N.V.,residual,9,2.426,48,8.608,2016-05-11,2016,2024-08-30,False,True,55.0,303,False,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,residual,21,2.425,34,9.687,2016-05-09,2016,2024-10-08,False,False,63,988,False,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,TCCLSQU7ZMW5,ITT INC.,residual,3,2.28,10,6.962,2018-04-16,2018,2023-09-29,False,False,246.0,595,True,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",residual,9,2.279,9,2.279,2022-04-01,2022,2024-10-24,True,False,63.0,492,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,residual,13,2.237,17,2.267,2020-03-26,2020,2025-07-14,False,True,182,328,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",residual,2,2.183,16,9.817,2017-06-12,2017,2024-07-30,False,False,148.0,1086,False,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,XPJVJCWTHYV6,ESCO GROUP INC,residual,3,2.147,4,2.159,2016-05-16,2016,2023-09-27,False,False,230,2397,True,2,N0002416C2111;N0002417C2100
submarines,unbucketed,CG86N1ZC42B8,AMMCON CORP.,residual,35,2.116,37,2.196,2021-03-23,2021,2025-01-23,False,False,16.0,293,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,MSFLXVQVJMG4,"PEERLESS INSTRUMENT CO., INC.",residual,19,2.057,20,2.067,2021-08-30,2021,2024-11-21,False,False,62.5,330,False,1,N0002417C2117
submarines,unbucketed,U73RYB2RKTW4,RWH CONSULTING GROUP INC,residual,11,2.025,13,2.417,2021-09-14,2021,2024-06-14,False,False,109,257,False,1,N0002417C2117
submarines,unbucketed,WNDYZX3ALFB1,"COMARK, LLC",residual,6,2.007,28,4.456,2017-09-19,2017,2024-07-31,False,False,41.0,616,False,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,J3C4WKJZZKN5,"LANDSTAR SYSTEM, INC.",residual,1,2.0,4,8.14,2021-03-24,2021,2023-03-10,False,False,34,659,True,1,N0002417C2117
submarines,unbucketed,UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",residual,2,1.921,2,1.921,2023-12-18,2024,2025-01-20,True,False,399,399,False,1,N0002417C2117
submarines,unbucketed,QYLMXH4B2KX8,"BECHTEL NATIONAL, INC.",residual,3,1.878,3,1.878,2023-01-13,2023,2023-04-21,True,False,49.0,53,True,1,N0002417C2117
submarines,unbucketed,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",residual,18,1.856,63,4.407,2016-09-19,2016,2025-05-23,False,True,65.5,400,False,5,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,R2D6XY1EM6J8,"SENSARAS, LLC",residual,7,1.816,17,2.929,2016-04-25,2016,2023-07-28,False,False,53,1092,True,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,VNC1NE44BXJ6,"TOTAL WELDING SUPPLY, INC.",residual,4,1.692,4,1.692,2022-06-30,2022,2024-09-26,True,False,175,544,False,1,N0002417C2117
submarines,unbucketed,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,registry,13,1.671,24,3.689,2017-08-14,2017,2024-09-19,False,True,105,430,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",residual,12,1.65,13,1.725,2018-06-22,2018,2024-11-20,False,False,146,1302,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,F2KSX22KK1E4,BLOOMY CONTROLS INC,residual,3,1.649,9,2.727,2018-04-06,2018,2023-05-19,False,False,134,1652,True,1,N0002417C2117
submarines,unbucketed,C3B4GMUXK277,BOWMAR LLC,residual,5,1.628,8,-0.696,2016-12-12,2017,2024-11-21,False,False,474,2006,False,3,N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",residual,7,1.605,7,1.605,2022-03-21,2022,2024-08-20,True,True,69,399,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,residual,26,1.574,45,2.573,2016-08-02,2016,2024-11-20,False,False,37.0,676,False,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,WA6MBG28BUQ5,"PPG INDUSTRIES, INC.",residual,17,1.552,41,3.94,2016-02-22,2016,2025-01-17,False,True,40.0,539,False,5,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117;N0002421C4106
submarines,unbucketed,PUFMZLZJ2BY2,MATTHEW WARREN INC,residual,12,1.508,12,1.508,2021-11-24,2022,2024-11-07,True,False,132,266,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,Y9KMLM1AFU63,ROTRON INCORPORATED,residual,2,1.499,2,1.499,2023-07-28,2023,2025-05-07,True,False,649,649,False,2,N0002417C2100;N0002424C2110
submarines,unbucketed,ZXNYWJ1KLDL9,"SYMETRICS INDUSTRIES, LLC",residual,1,1.485,2,2.102,2018-03-16,2018,2024-04-15,False,False,2222,2222,True,2,N0002412C2115;N0002417C2100
submarines,unbucketed,Q53BLDNWRKA8,"TAD PGS, INC.",residual,16,1.476,16,1.476,2021-12-10,2022,2024-02-20,True,False,28.5,265,True,1,N0002417C2117
submarines,unbucketed,J8EPCEKBCWN6,LANXESS CORPORATION,residual,5,1.454,5,1.454,2022-05-04,2022,2024-09-26,True,False,139.5,540,False,1,N0002417C2100
submarines,unbucketed,JU5GNH1H5FV6,DY4 INC,residual,7,1.408,7,1.408,2022-03-18,2022,2025-07-30,True,False,332.5,509,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,M1GWN16X9VN3,ADECCO GROUP AG,residual,7,1.378,16,2.874,2019-12-10,2020,2022-02-25,False,False,48,402,True,1,N0002417C2117
submarines,unbucketed,PLYSMJBAYE42,PUROLATOR FACET INC.,residual,3,1.354,3,1.354,2022-11-23,2023,2024-10-01,True,True,339.0,586,False,1,N0002417C2117
submarines,unbucketed,N5KEKMFCWUR1,AMETEK INC.,residual,7,1.346,25,4.312,2017-02-22,2017,2024-07-24,False,False,95.0,533,False,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,HC6YKKPYB658,"AGGREKO, LLC",residual,18,1.333,19,1.333,2021-06-04,2021,2025-01-24,False,False,48,510,False,3,N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,J7RQVJ723JM3,MADISON COMPANY,residual,7,1.303,14,1.848,2017-03-13,2017,2025-01-03,False,False,196,588,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,FFXKK2MMEM97,"DYNAMIC PRECISION GROUP, INC.",residual,11,1.29,48,8.612,2016-07-18,2016,2023-12-18,False,False,50,480,True,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,DNY9WHR3SKK6,CLARK-RELIANCE LLC,residual,13,1.268,14,1.338,2021-09-02,2021,2025-07-25,False,False,93,363,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,G9PZGNJ37323,LINEAR MOTION LLC,residual,8,1.267,8,1.267,2022-05-23,2022,2025-07-15,True,False,112.0,595,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,XRCGNXUSUE58,TRIDENT TECHNICAL COLLEGE,residual,2,1.189,2,1.189,2022-06-14,2022,2022-07-29,True,False,45,45,True,1,N0002417C2117
submarines,unbucketed,C1H7UWEXRVN7,HOTTINGER BRUEL & KJAER INC.,residual,2,1.074,2,1.074,2023-06-27,2023,2024-10-18,True,False,479,479,False,1,N0002417C2117
submarines,unbucketed,HYE2RPK5SHM4,OAKWOOD INDUSTRIES INC,residual,1,1.073,1,1.073,2025-03-11,2025,2025-03-11,True,False,,,False,1,N0002421C4111
submarines,unbucketed,JGSNSER23GR6,DELL FEDERAL SYSTEMS L.P,residual,7,1.003,7,1.003,2023-03-28,2023,2024-09-27,True,False,51.0,290,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,QF82VVEDYFC3,"PUROLATOR FACET, INC.",residual,1,0.997,2,1.172,2020-04-27,2020,2022-02-16,False,False,660,660,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,UNG7G6S4JRA6,"5TH AXIS, LLC",residual,25,0.981,38,2.918,2017-03-16,2017,2024-12-04,False,False,52,516,False,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,residual,8,0.952,25,3.96,2016-10-06,2017,2024-09-23,False,True,91.0,876,False,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",residual,12,0.938,35,2.083,2017-07-17,2017,2024-09-25,False,False,54.0,372,False,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,LW88Z8MMJHT3,"INSIGHT GLOBAL, LLC",residual,9,0.915,10,0.795,2021-08-24,2021,2024-10-21,False,False,142,311,False,1,N0002417C2117
submarines,unbucketed,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",residual,5,0.886,8,1.041,2016-04-21,2016,2024-04-15,False,True,260.5,1741,True,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,QLTXH525A671,"RAPID PREP, LLC",residual,16,0.873,50,2.235,2016-11-28,2017,2024-08-20,False,False,95.0,609,False,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,V627Y8NS1JM1,"MILCOTS, LLC",residual,5,0.869,19,2.978,2017-04-21,2017,2024-10-24,False,False,169,482,False,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,NT2BUC9EN2N1,"HEXAGON MANUFACTURING INTELLIGENCE, INC.",residual,1,0.829,1,0.829,2024-07-11,2024,2024-07-11,True,False,,,False,1,N0002417C2117
submarines,unbucketed,VUA5GYK66K98,CHAPCO INC,vendor-override,7,0.811,7,0.811,2023-02-16,2023,2024-04-23,True,False,46,296,True,1,N0002417C2100
submarines,unbucketed,TJCDPVN6RNP7,DELL TECHNOLOGIES INC.,residual,3,0.805,4,0.868,2021-07-20,2021,2022-01-27,False,False,85,99,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,VERVZNQLJQM6,ABRASIVE FINISHING INDUSTRIES LLC,residual,9,0.78,9,0.78,2023-04-28,2023,2024-11-21,True,False,86.0,189,False,1,N0002417C2100
submarines,unbucketed,KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,residual,2,0.775,13,2.191,2017-04-10,2017,2023-09-29,False,True,131,707,True,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,CE4UBZFNCKU9,MOHAWK NORTHEAST INC,residual,5,0.753,6,0.833,2019-06-19,2019,2023-12-19,False,False,191.5,1230,True,2,N0002416C2111;N0002417C2100
submarines,unbucketed,J632BG3ZB8L9,"TTM TECHNOLOGIES, INC.",residual,3,0.704,3,0.704,2022-10-06,2023,2024-04-15,True,False,278.5,336,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,EKY1E33VMH27,"UNITED RENTALS (NORTH AMERICA), INC.",residual,4,0.702,4,0.702,2023-04-28,2023,2024-11-20,True,False,286.0,418,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,residual,13,0.696,31,1.268,2018-06-04,2018,2024-07-15,False,False,36.5,740,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,ZJYJB7MBFE56,CRANE PUMPS & SYSTEMS PFT CORP,residual,3,0.694,3,0.694,2021-11-24,2022,2024-09-16,True,True,513.5,545,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,LZUPA35L1689,"INSIGHT GLOBAL, LLC",residual,3,0.65,10,-3.492,2021-01-14,2021,2022-04-01,False,False,100.0,187,True,1,N0002417C2117
submarines,unbucketed,EUY1C3NM2WN3,MASON ELECTRIC CO.,naics4,4,0.632,4,0.632,2022-03-18,2022,2024-04-15,True,False,379.5,397,True,1,N0002417C2100
submarines,unbucketed,TNLQJ5ULW665,HYDAC TECHNOLOGY CORP,residual,1,0.627,5,0.89,2017-07-31,2017,2022-03-16,False,False,371,1276,True,2,N0002413C2128;N0002417C2117
submarines,unbucketed,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",residual,5,0.624,16,0.935,2017-07-26,2017,2024-05-30,False,True,252,477,False,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,EUB6UJ91Y997,"SENESCO MARINE, LLC",residual,4,0.612,4,0.612,2023-02-17,2023,2023-07-10,True,False,71.5,74,True,1,N0002417C2100
submarines,unbucketed,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",residual,8,0.594,17,1.054,2017-02-08,2017,2023-04-25,False,True,85,812,True,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,XBHNYVTCDQH8,"UNIFIED2 GLOBAL PACKAGING GROUP, LLC",residual,3,0.581,5,2.589,2021-06-01,2021,2024-10-24,False,False,244.0,647,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",residual,6,0.58,28,4.969,2016-05-03,2016,2024-08-16,False,False,78.5,907,False,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,NFDVRDBAFR87,"B.W. ELLIOTT MANUFACTURING CO., LLC",residual,10,0.574,10,0.574,2022-05-17,2022,2024-11-13,True,False,89.0,552,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,L4QQJ4BH2726,SOUTHWIRE COMPANY,residual,1,0.556,6,1.241,2016-10-18,2017,2022-01-18,False,False,362,1315,True,2,N0002412C2115;N0002417C2100
submarines,unbucketed,W547TUQXJ8Y4,CARVER PUMP COMPANY,residual,1,0.552,1,0.552,2024-09-19,2024,2024-09-19,True,True,,,False,1,N0002417C2117
submarines,unbucketed,EJT5ERY72NJ3,WELLS PROFESSIONAL CONSULTING SERVICES LLC,residual,4,0.549,4,0.549,2024-07-05,2024,2024-10-08,True,False,47.5,91,False,1,N0002417C2117
submarines,unbucketed,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,residual,2,0.542,2,0.542,2023-02-22,2023,2024-09-03,True,True,559,559,False,1,N0002417C2117
submarines,unbucketed,V6FJCB53JDK7,"RURAL ROUTE 2, LLC",residual,7,0.539,7,0.539,2022-05-27,2022,2025-07-14,True,False,224.0,357,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",residual,11,0.527,17,1.134,2016-10-05,2017,2023-12-07,False,False,135,889,True,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",residual,6,0.52,19,2.595,2018-01-26,2018,2023-10-26,False,False,78,575,True,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,GNH1FJWKY3G3,"WEST PHILA. BRONZE CO., INC",residual,14,0.518,19,0.732,2016-08-24,2016,2025-01-23,False,False,126,882,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,HB74FFGNFK17,THE DYSON CORPORATION,residual,8,0.516,16,2.511,2016-02-03,2016,2025-06-23,False,False,180,996,False,4,N0002412C2115;N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,FJAVFFKN2LE3,"WATTEREDGE, LLC",residual,5,0.504,5,0.504,2023-06-21,2023,2025-08-13,True,False,179.5,331,False,2,N0002417C2100;N0002424C2110
submarines,unbucketed,VE8ASCGN1188,"S & S FOREST PRODUCTS, LLC",residual,9,0.496,10,0.602,2021-02-10,2021,2025-01-13,False,False,118,442,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,EFVKMVKJ7WA4,FIBA TECHNOLOGIES INC,residual,1,0.492,1,0.492,2024-10-08,2025,2024-10-08,True,False,,,False,1,N0002417C2117
submarines,unbucketed,PGWNKJF89FV5,ELMA ELECTRONIC INCORPORATED,residual,13,0.488,13,0.488,2021-10-28,2022,2023-12-04,True,False,52.0,220,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,GMVJD1H9JQX8,"MICROFLEX, INC.",residual,4,0.481,4,0.481,2021-10-25,2022,2023-04-24,True,True,273.0,375,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,MC9KZKMUD8F8,"AGGREKO, LLC",residual,5,0.467,5,0.467,2021-12-17,2022,2023-11-16,True,False,55.5,574,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,M618ETNNYA77,DROITCOUR CO,residual,7,0.467,8,0.57,2019-10-11,2020,2024-11-22,False,False,90.5,1188,False,1,N0002417C2117
submarines,unbucketed,T3DYDNW4KVC7,"KAUFMAN COMPANY, INC.",residual,4,0.462,4,0.462,2023-01-27,2023,2023-09-29,True,False,106,126,True,1,N0002417C2117
submarines,unbucketed,EU8ESM53JNE7,LANXESS CORPORATION,residual,1,0.459,1,0.459,2023-09-27,2023,2023-09-27,True,False,,,False,1,N0002417C2100
submarines,unbucketed,JVPJXP6A4DF8,"ATRENNE COMPUTING SOLUTIONS, LLC",residual,1,0.451,2,0.477,2019-08-19,2019,2023-06-20,False,False,1401,1401,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,residual,2,0.449,24,1.864,2017-01-13,2017,2024-04-15,False,False,35,1122,True,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,LWF3CB1HFZF3,I S C O CORPORATION,residual,11,0.445,13,0.523,2017-10-23,2018,2025-01-02,False,False,118,1498,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,residual,8,0.437,15,1.683,2016-05-03,2016,2024-11-22,False,False,73,1671,False,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,P14GLCQZZYN3,"TDS AUTOMATION, INC.",residual,1,0.43,1,0.43,2024-10-08,2025,2024-10-08,True,False,,,False,1,N0002417C2117
submarines,unbucketed,MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",residual,4,0.409,4,0.409,2023-02-22,2023,2023-09-27,True,False,75,126,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,C1B6X8AADFB1,"COMSACO, INC.",residual,9,0.405,26,5.54,2017-06-28,2017,2025-01-24,False,True,149.0,622,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,WCE1F3V37MM9,SPIRAX SARCO INC,residual,2,0.393,2,0.393,2022-03-17,2022,2024-04-25,True,False,770,770,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,U517SU1EZGK9,"CHALMERS & KUBECK, INC.",residual,9,0.377,13,0.633,2017-11-20,2018,2023-08-29,False,False,78,801,True,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,EB3GK67LJFR1,SCHWEITZER ENGINEERING LABORATORIES INC,residual,2,0.371,3,0.67,2021-01-19,2021,2023-06-15,False,False,438.5,633,True,1,N0002417C2117
submarines,unbucketed,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",residual,7,0.36,20,0.963,2017-01-11,2017,2025-08-07,False,False,140,512,False,4,N0002412C2115;N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,XNFVD42NAB73,TRIAS CONSTRUCTION LLC,residual,2,0.358,2,0.358,2023-06-21,2023,2023-09-22,True,False,93,93,True,1,N0002417C2117
submarines,unbucketed,K572F32CSLG5,MANPOWER INC.,residual,2,0.355,2,0.355,2023-05-15,2023,2023-11-09,True,False,178,178,True,1,N0002417C2117
submarines,unbucketed,ZBZVJGNBJ677,AMERICAN HYDRO LLC,residual,2,0.351,2,0.351,2023-04-28,2023,2023-05-19,True,False,21,21,True,1,N0002417C2100
submarines,unbucketed,CP1HCZ82DJL7,NC PRECISION LLC,residual,8,0.35,8,0.35,2023-09-29,2023,2025-06-18,True,False,43.5,273,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,E5XTWRMQAZN1,APPLIED PRODUCTS INC,residual,1,0.35,1,0.35,2023-08-04,2023,2023-08-04,True,False,,,False,1,N0002417C2100
submarines,unbucketed,XLKTN1TLGB75,ELMA ELECTRONIC AG,residual,6,0.348,38,6.09,2016-10-14,2017,2023-09-28,False,False,46,539,True,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,MPCXJJQJAL83,TE CONNECTIVITY LTD.,residual,2,0.346,107,-3.925,2016-02-22,2016,2022-02-18,False,False,12,277,True,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,ENB9DTFH6MP8,ALTA EQUIPMENT GROUP INC.,residual,1,0.334,2,0.416,2021-07-20,2021,2022-02-22,False,False,217,217,True,1,N0002417C2117
