program,vendor_uei,vendor_name,work_type,biw_dollars_fy22_25_$M,biw_n_awards_fy22_25,biw_first_award,ingalls_dollars_fy22_25_$M,ingalls_n_awards_fy22_25,ingalls_first_award,virginia_dollars_fy22_25_$M,virginia_n_awards_fy22_25,virginia_first_award,columbia_dollars_fy22_25_$M,columbia_n_awards_fy22_25,columbia_first_award,cut_profile
submarines,CWU4C613AB25,THE AIRFLO INSTRUMENT COMPANY,unbucketed,,,,,,,0.196,2,2022-02-02,0.0,0,,Virginia-only
submarines,F6JXYKQB4QL6,H.C. STARCK,unbucketed,,,,,,,0.196,1,2023-12-01,0.0,0,,Virginia-only
submarines,F37ARTBC9UU6,SUPERBOLT INC,unbucketed,,,,,,,0.0,0,,0.195,1,2022-11-23,Columbia-only
submarines,JJMSRWKWWQ87,NIBCO INC.,piping,,,,,,,0.0,0,2019-10-11,0.194,2,2018-11-28,Columbia-only
submarines,MME9X24LUXP1,"ACROMAG, INCORPORATED",unbucketed,,,,,,,0.152,2,2016-10-25,0.04,1,2017-05-18,both
submarines,XP9YLL3TNCB9,"S & S FOREST PRODUCTS, LLC",unbucketed,,,,,,,0.192,3,2016-04-12,0.0,0,,Virginia-only
submarines,QPFMBXNMQM85,"AEROTEK AFFILIATED SERVICES, INC.",unbucketed,,,,,,,0.0,0,,0.191,1,2023-04-25,Columbia-only
submarines,UPMWNA8Y25L1,"GEODETIC SERVICES, INC",unbucketed,,,,,,,0.059,1,2016-02-15,0.128,1,2016-02-22,both
submarines,TSJLBQWEYD73,CUSTOM MAGNETICS OF CALIFORNIA INC,unbucketed,,,,,,,0.0,0,,0.185,1,2021-05-28,Columbia-only
submarines,NYWQLNAXE9G4,"ISLAND HOSE & SEALS, INC.",unbucketed,,,,,,,0.183,1,2019-06-07,0.0,0,,Virginia-only
submarines,Z7K8HUMNCZ22,TRIPLE CROWN CONSULTING LLC,unbucketed,,,,,,,0.0,0,,0.183,2,2023-02-09,Columbia-only
submarines,V91WXBJ7WKL1,"W. & O. SUPPLY, INC.",piping,,,,,,,0.0,0,,0.182,2,2023-12-08,Columbia-only
submarines,FKEYGBAYJLH3,"MERCURY SYSTEMS, INC.",unbucketed,,,,,,,0.181,1,2022-03-23,0.0,0,,Virginia-only
submarines,DB33FU6GGYE7,BLACK KNIGHT ENTERPRISES LLC,unbucketed,,,,,,,0.18,3,2023-03-29,0.0,0,,Virginia-only
submarines,UJJWGFAEB7S8,JANUS ENGINEERING AMERICAS CORPORATION,unbucketed,,,,,,,0.179,1,2023-12-06,0.0,0,,Virginia-only
submarines,UUWJVAA5CK71,INSULATED WIRE INC.,unbucketed,,,,,,,0.177,3,2016-07-11,0.0,0,,Virginia-only
submarines,HFK9V1G2B513,"MOTOROLA SOLUTIONS, INC.",unbucketed,,,,,,,0.175,1,2022-03-29,0.0,0,,Virginia-only
submarines,PDBCMAYNN1V8,"CUSTOM QUALITY SCAFFOLDING, INC.",unbucketed,,,,,,,0.064,1,2022-03-30,0.11,4,2023-06-22,both
submarines,YK46GJRH4W87,"CONCURRENT REAL-TIME, INC.",unbucketed,,,,,,,0.0,0,,0.166,3,2021-12-09,Columbia-only
submarines,JL9NMM3YALQ5,"TAD PGS, INC.",unbucketed,,,,,,,0.0,0,,0.165,1,2023-02-03,Columbia-only
submarines,HW3GLNH2M767,INTEGRATED SECURITY & COMMUNICATIONS OF NEW JERSEY LLC,unbucketed,,,,,,,0.0,0,,0.164,1,2024-04-18,Columbia-only
submarines,RLYHS582JDW8,SCHLUMBERGER TECHNOLOGY CORPORATION,unbucketed,,,,,,,0.049,1,2021-12-08,0.112,1,2017-04-10,both
submarines,Y32LYMHRGTL8,APPLIED PRODUCTS INC,unbucketed,,,,,,,0.161,2,2023-02-21,0.0,0,,Virginia-only
submarines,KBBCEKMXULK7,MEASUREMENT SYSTEMS INC,unbucketed,,,,,,,0.0,0,,0.158,2,2023-01-16,Columbia-only
submarines,EZGFXRCDNAZ1,GENERAL STANDARDS CORP,unbucketed,,,,,,,0.0,0,,0.152,1,2024-09-04,Columbia-only
submarines,FACXKY7FULJ4,"PRECISION FABRICATING & CLEANING COMPANY, INC.",unbucketed,,,,,,,0.0,0,,0.15,1,2022-04-27,Columbia-only
submarines,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,unbucketed,,,,,,,0.086,1,2017-01-30,0.06,1,2022-04-29,both
submarines,JFHLZNJLWAN5,"DYNAMIC PRECISION GROUP, INC.",machining,,,,,,,0.143,2,2021-05-24,0.0,0,,Virginia-only
submarines,JC42EBJ5NFJ1,RAYTHEON TECHNOLOGIES CORPORATION,unbucketed,,,,,,,0.0,0,,0.143,1,2021-07-07,Columbia-only
submarines,PRKVJMMJYJM3,WILLIFORD PLASTICS INC,unbucketed,,,,,,,0.141,1,2024-10-15,0.0,0,,Virginia-only
submarines,L6V2CGVQP844,RDF CORPORATION,unbucketed,,,,,,,0.038,1,2016-08-17,0.101,1,2024-04-19,both
submarines,CY77FBY3EQM4,KEEN COMPRESSED GAS CO.,unbucketed,,,,,,,0.0,0,,0.139,2,2024-11-13,Columbia-only
submarines,GCWKULHML2S3,WÄRTSILÄ OYJ ABP,machining,,,,,,,0.138,1,2016-02-24,0.0,0,2017-01-24,Virginia-only
submarines,FFKCVFLHNTE7,WARTSILA OYJ ABP,unbucketed,,,,,,,0.138,1,2021-11-18,0.0,0,,Virginia-only
submarines,NKNJZAVJ9EK3,COGSDILL TOOL PRODUCTS INC,unbucketed,,,,,,,0.138,1,2024-04-18,0.0,0,,Virginia-only
submarines,YVBHN7GKLQ44,"GLENAIR, INC.",unbucketed,,,,,,,0.138,3,2016-12-02,0.0,0,2016-12-09,Virginia-only
submarines,MUD4KL77FK98,TURNBULL LLC,unbucketed,,,,,,,0.0,0,,0.138,2,2024-11-12,Columbia-only
submarines,KTK2F491J6A8,"SHAFT CURRENT SOLUTIONS, INC.",unbucketed,,,,,,,0.0,0,,0.137,2,2024-11-22,Columbia-only
submarines,EA52ZMBH4YG7,BEK INC,unbucketed,,,,,,,0.09,1,2025-05-27,0.044,1,2022-05-12,both
submarines,WF99GAJKQAL5,NTS LABS LLC,unbucketed,,,,,,,-0.025,1,2024-04-15,0.158,11,2021-01-27,both
submarines,W8RMNY6A3NT1,"FLUID DYNAMICS, LLC",unbucketed,,,,,,,0.133,1,2022-04-22,0.0,0,2019-02-18,Virginia-only
submarines,NBMDBMMXJLR5,"KEYSIGHT TECHNOLOGIES, INC.",unbucketed,,,,,,,0.0,0,,0.132,1,2021-11-17,Columbia-only
submarines,WW6HFEMKWPC5,FRIES SPINNING & STAMPINGS INC,unbucketed,,,,,,,0.132,4,2017-07-27,0.0,0,2017-07-27,Virginia-only
submarines,ECVNHKM2CLS9,"PICKERING INTERFACES, INC",unbucketed,,,,,,,0.0,0,,0.132,2,2022-05-05,Columbia-only
submarines,DBQGN324ULK3,"W.W. GRAINGER, INC.",unbucketed,,,,,,,0.0,0,,0.131,4,2023-01-20,Columbia-only
submarines,RYVANEDADBK3,"METALTEK INTERNATIONAL, INC.",unbucketed,,,,,,,0.0,0,,0.129,4,2023-09-27,Columbia-only
submarines,Z31MCJ7P45T1,"CORE MANUFACTURING, LLC",unbucketed,,,,,,,0.0,0,2021-04-22,0.129,3,2023-02-07,Columbia-only
submarines,DXGJDCR3TN56,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",piping,,,,,,,0.0,0,,0.128,1,2025-01-17,Columbia-only
submarines,FNQARYRJJEL5,COSPOLICH INC.,unbucketed,,,,,,,0.0,0,,0.128,2,2023-04-11,Columbia-only
submarines,JLUZRMMLKQ47,"WODIN, INC.",unbucketed,,,,,,,0.0,0,2019-10-17,0.127,1,2021-12-08,Columbia-only
submarines,K8W2J2DS9FN1,"SYNOPSYS, INC.",unbucketed,,,,,,,0.0,0,,0.124,3,2020-01-14,Columbia-only
submarines,T9U5YKZRMHH5,"MANUFACTURER'S RUBBER & SUPPLY CO, INC.",unbucketed,,,,,,,0.124,2,2022-11-23,0.0,0,,Virginia-only
submarines,KAFVDV3C5BN1,"321GANG, LLC",unbucketed,,,,,,,0.0,0,,0.122,3,2019-12-18,Columbia-only
submarines,PD3NKE727DN9,"TRI-LANE EQUIPMENT RENTALS, INC.",unbucketed,,,,,,,0.122,4,2021-11-08,0.0,0,,Virginia-only
submarines,GAJ1F3WQCWY5,THE SHERWIN-WILLIAMS COMPANY,unbucketed,,,,,,,0.122,2,2018-11-08,0.0,0,2020-04-17,Virginia-only
submarines,LR8MS4H7N2U5,AUTOMATED PRECISION INC.,unbucketed,,,,,,,0.0,0,,0.119,1,2021-12-22,Columbia-only
submarines,R7JLC1Y2PLJ1,SCHROEDER INDUSTRIES LLC,unbucketed,,,,,,,0.0,0,,0.119,1,2022-12-16,Columbia-only
submarines,LTJZX6G2X7Z1,ASPEQ HEATING GROUP LLC,unbucketed,,,,,,,0.054,1,2022-11-18,0.062,2,2024-04-12,both
submarines,EH4ZYJ5CMLP9,MAINE TECHNICAL SOURCE,unbucketed,,,,,,,0.0,0,,0.115,1,2022-03-11,Columbia-only
submarines,XWWGV5ZMALW1,CHROMALOX INC,unbucketed,,,,,,,0.114,1,2022-11-23,0.0,0,,Virginia-only
submarines,E6H2BBJ1LD19,FORD & ULRICH INC,unbucketed,,,,,,,0.0,0,,0.11,1,2022-12-09,Columbia-only
submarines,E6KQEMMCJ9B6,"ATRENNE COMPUTING SOLUTIONS, LLC",unbucketed,,,,,,,0.0,0,,0.11,1,2023-05-24,Columbia-only
submarines,MT6DZPQUP663,ADOLF WURTH GMBH & CO KG,machining,,,,,,,0.078,2,2017-01-05,0.028,1,2022-02-25,both
submarines,G8HNS2EJYJU6,"BUFFALO MACHINES, INC.",unbucketed,,,,,,,0.043,2,2016-02-10,0.061,1,2023-01-10,both
submarines,FCYFZ4P8ZGV6,"K M L ARCHITECTS, LLC",unbucketed,,,,,,,0.0,0,,0.103,2,2023-12-13,Columbia-only
submarines,GN84UHWZJMR8,"DAYTON T. BROWN, INC.",unbucketed,,,,,,,0.043,1,2018-07-31,0.057,3,2016-05-13,both
submarines,MXALQCAPGHJ8,"AMET, INC.",unbucketed,,,,,,,0.0,0,,0.1,1,2023-06-30,Columbia-only
submarines,SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,unbucketed,,,,,,,0.0,0,2017-08-02,0.097,1,2020-06-17,Columbia-only
submarines,TF2HVUYPRMV1,"CHASE SUPPLY, INC.",unbucketed,,,,,,,0.096,3,2021-12-06,0.0,0,,Virginia-only
submarines,M6CTHGC91RG4,"MARTINEZ AND TUREK, INC.",unbucketed,,,,,,,0.0,0,,0.095,1,2018-05-09,Columbia-only
submarines,KXWXRYB3FBW3,FLOWSERVE CORPORATION,piping,,,,,,,0.094,1,2021-11-30,0.0,0,,Virginia-only
submarines,KDP5XKKJCWT6,YOKOGAWA CORP OF AMERICA,unbucketed,,,,,,,0.0,0,,0.094,1,2024-09-13,Columbia-only
submarines,TCSFXP5TD5P6,"BLOWERS, LLC",unbucketed,,,,,,,0.093,1,2017-09-06,0.0,0,,Virginia-only
submarines,KPFHQNYN8R54,"PACKAGE ONE INDUSTRIES, LLC",unbucketed,,,,,,,0.093,2,2021-06-25,0.0,0,,Virginia-only
submarines,N5RJW5NX32Y1,W R SYSTEMS LTD.,unbucketed,,,,,,,0.0,0,,0.092,2,2024-03-27,Columbia-only
submarines,MAKYNVTMNZX1,TRAC REGULATORS INC,unbucketed,,,,,,,0.091,1,2019-08-26,0.0,0,,Virginia-only
submarines,JK5BGM73XQ58,FEOLE TECHNOLOGIES INC,unbucketed,,,,,,,0.0,0,,0.091,2,2021-12-09,Columbia-only
submarines,PX7XVJDX7TZ7,VICOR CORPORATION,unbucketed,,,,,,,0.0,0,,0.089,1,2017-08-29,Columbia-only
submarines,T5PEM8N1QE25,"AMRON INTERNATIONAL, INC.",unbucketed,,,,,,,0.088,1,2018-09-26,0.0,0,,Virginia-only
submarines,CMTLME2MH6F4,SPIRAX-SARCO ENGINEERING PLC,unbucketed,,,,,,,0.087,1,2021-11-29,0.0,0,,Virginia-only
submarines,LC7UN8MJYCJ7,RBC BEARINGS INCORPORATED,piping,,,,,,,0.087,2,2016-02-10,0.0,0,2016-11-04,Virginia-only
submarines,MKG5CAN2J8S7,"SAMTAN ENGINEERING, LLC",unbucketed,,,,,,,0.087,2,2022-04-11,0.0,0,,Virginia-only
submarines,J1PMKPB4HNN5,LEARN,unbucketed,,,,,,,0.0,0,,0.085,1,2024-04-16,Columbia-only
submarines,HJ7KCZ68G3N3,HAMPTON RUBBER COMPANY,unbucketed,,,,,,,0.0,0,,0.084,1,2024-09-20,Columbia-only
submarines,P3NZJN8NQSB3,FORTUNE METAL FINISHING CORPORATION,unbucketed,,,,,,,0.084,1,2021-09-24,0.0,0,,Virginia-only
submarines,HYWRB7XDFNE9,"TECHSPEC, INC.",unbucketed,,,,,,,0.084,1,2022-06-15,0.0,0,,Virginia-only
submarines,E8QBZAUN1UL3,PALMER HOLLAND INC,unbucketed,,,,,,,0.083,1,2024-07-10,0.0,0,,Virginia-only
submarines,GMBZL1B9YMW9,A W GIFFORD INC,unbucketed,,,,,,,0.082,3,2019-09-13,0.0,0,,Virginia-only
submarines,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,unbucketed,,,,,,,0.0,0,2017-03-24,0.081,1,2016-08-18,Columbia-only
submarines,GHVMX1DLDAK6,"WURTH REVCAR FASTENERS, INC.",machining,,,,,,,0.0,0,,0.081,2,2023-09-27,Columbia-only
submarines,N9K8Y7U3RGA9,CATERPILLAR INC.,electrical,,,,,,,0.0,0,2017-01-06,0.08,1,2016-07-22,Columbia-only
submarines,SVXNHLLWX953,ELLWOOD NATIONAL FORGE COMPANY,castings,,,,,,,0.08,1,2024-06-27,0.0,0,,Virginia-only
submarines,NAA7LGTT6WA4,"TRANSCAT, INC.",unbucketed,,,,,,,0.0,0,,0.08,1,2024-09-27,Columbia-only
submarines,YXMXTJMDPJR7,"FAXON ENGINEERING COMPANY, INCORPORATED THE",unbucketed,,,,,,,0.077,2,2017-06-23,0.0,0,,Virginia-only
submarines,NFEDFL5LKRN4,AMERICAN TOOLING CENTER INC,unbucketed,,,,,,,0.076,1,2025-05-29,0.0,0,,Virginia-only
submarines,KXFDQ6DUKHK9,NEW ENGLAND INSTITUTE OF TECHNOLOGY,unbucketed,,,,,,,0.0,0,,0.075,1,2025-01-16,Columbia-only
submarines,N6U1EU32U9J1,EST GROUP INC,unbucketed,,,,,,,0.075,2,2023-10-16,0.0,0,,Virginia-only
submarines,DQLZFV6PFCB9,"TATE ANDALE, LLC",unbucketed,,,,,,,0.0,0,2020-01-08,0.075,1,2024-09-12,Columbia-only
submarines,M4ANYAZ8Q6H8,"SETRA SYSTEMS, INC.",unbucketed,,,,,,,0.0,0,,0.071,2,2024-11-08,Columbia-only
submarines,DDQCLD6FEJJ6,WILLIAMS INDUSTRIAL SERVICES GROUP INC.,machining,,,,,,,0.07,3,2018-10-09,0.0,0,2019-02-14,Virginia-only
submarines,REDAH61ZHLN7,TRI TOOL INC,unbucketed,,,,,,,0.07,1,2022-05-06,0.0,0,,Virginia-only
submarines,Q3HHLUDK4ED3,ABRASIVE PRODUCTS LLC,unbucketed,,,,,,,0.07,1,2021-12-13,0.0,0,,Virginia-only
submarines,GRTDYGFYWBS8,FARO TECHNOLOGIES INC,unbucketed,,,,,,,0.0,0,2019-12-09,0.069,1,2024-09-24,Columbia-only
submarines,GMHRX5DU4LS5,"AEROGO, INC",unbucketed,,,,,,,0.0,0,,0.069,1,2023-01-06,Columbia-only
submarines,FECPDA1S8WJ1,D. W. BOYD CORPORATION,unbucketed,,,,,,,0.0,0,,0.068,1,2025-01-17,Columbia-only
submarines,Z2M4Q4H6TKM3,"DAWSON-MACDONALD CO., INC.",unbucketed,,,,,,,0.066,1,2016-04-29,0.0,0,,Virginia-only
submarines,JCY9NCTJF9J3,AIRSAN CORPORATION,unbucketed,,,,,,,0.066,4,2016-04-21,0.0,0,,Virginia-only
submarines,UZ6EFJJNEFT3,EACO CORPORATION,unbucketed,,,,,,,0.065,1,2025-04-22,0.0,0,,Virginia-only
submarines,U8SAS3VH6J38,AK INDUSTRIAL SERVICES LLC,unbucketed,,,,,,,0.064,2,2018-03-05,0.0,0,,Virginia-only
submarines,CPNJM695NH15,"CDP FASTENER GROUP, INC.",unbucketed,,,,,,,0.0,0,,0.062,1,2022-05-24,Columbia-only
submarines,EK4EVQQNEFC6,HEXAGON METROLOGY AB,unbucketed,,,,,,,0.0,0,,0.059,1,2022-01-18,Columbia-only
submarines,JTNDE6EBHL41,TRIDENT TECHNICAL COLLEGE,unbucketed,,,,,,,0.0,0,,0.058,1,2023-05-31,Columbia-only
submarines,X3DBJSMT83N5,CLEVELAND-CLIFFS STEEL LLC,structural,,,,,,,0.007,2,2022-02-23,0.05,2,2023-05-30,both
submarines,V3GKQC7LZE37,FRED L HAWKINS CO INC,unbucketed,,,,,,,0.0,0,,0.055,2,2023-05-09,Columbia-only
submarines,P3S2F1HKFDM4,VECTOR STIFTUNG,unbucketed,,,,,,,0.0,0,2016-11-29,0.055,1,2020-01-16,Columbia-only
submarines,WX7ED2HWHJ17,"E7 SOLUTIONS, LLC",unbucketed,,,,,,,0.0,0,,0.054,1,2024-11-19,Columbia-only
submarines,KBKCVLC65QL5,"KOIKE ARONSON, INC.",piping,,,,,,,0.0,0,,0.054,3,2023-02-03,Columbia-only
submarines,YQXBZHMXEVE5,THE MATHWORKS INC,unbucketed,,,,,,,0.0,0,,0.054,1,2016-03-02,Columbia-only
submarines,KUCZSM9XDBS5,"GLOBAL SUPPLY, INC.",unbucketed,,,,,,,0.052,1,2024-02-19,0.0,0,,Virginia-only
submarines,PXB2X38X4V11,CONVERGINT TECHNOLOGIES LLC,unbucketed,,,,,,,0.0,0,,0.051,1,2023-06-22,Columbia-only
submarines,VK36BNH241M8,"H. O. PENN MACHINERY COMPANY, INC.",unbucketed,,,,,,,0.05,1,2024-09-19,0.0,0,,Virginia-only
submarines,JMFNDVNJ67A3,CM-MATRIX CORPORATION,unbucketed,,,,,,,0.05,1,2017-10-11,0.0,0,2016-10-06,Virginia-only
submarines,JP2VAK8RGNQ5,JONATHAN ENGINEERED SOLUTIONS CORP.,unbucketed,,,,,,,0.05,1,2023-04-06,0.0,0,,Virginia-only
submarines,LRYRHNM7EHJ8,ITW FOOD EQUIPMENT GROUP LLC,unbucketed,,,,,,,0.0,0,,0.048,1,2023-09-27,Columbia-only
submarines,C59LDR2KN4U6,"FIN-TECH, INC.",unbucketed,,,,,,,0.048,2,2016-05-03,0.0,0,,Virginia-only
submarines,U6JRN865H4E3,TTI INC.,unbucketed,,,,,,,0.046,1,2023-09-27,0.0,0,,Virginia-only
submarines,JA2KCX21NL48,WARTSILA DEFENSE INC,machining,,,,,,,0.044,3,2022-03-15,0.0,0,,Virginia-only
submarines,JKZNKGGWYZ87,CURTISS-WRIGHT CORPORATION,electrical,,,,,,,0.0,0,,0.044,1,2021-10-15,Columbia-only
submarines,GGKLKCCKVZ16,STEELCASE INC.,unbucketed,,,,,,,0.0,0,,0.044,3,2023-02-13,Columbia-only
submarines,ME2HWYNQNHH5,"WIND RIVER SYSTEMS, INC.",unbucketed,,,,,,,0.043,1,2024-04-15,0.0,0,,Virginia-only
submarines,XQ2FNSEVHWL1,GOODWIN-BRADLEY PATTERN CO INC,unbucketed,,,,,,,0.043,4,2023-09-06,0.0,0,,Virginia-only
submarines,PWLMEWS7MKM9,INDUSTRIAL TOOLING & SUPPLY LLC,unbucketed,,,,,,,0.043,1,2025-03-21,0.0,0,,Virginia-only
submarines,T4MGJ9BU63J6,"MUNICIPAL EMERGENCY SERVICES, INC.",unbucketed,,,,,,,0.0,0,,0.042,1,2024-07-24,Columbia-only
submarines,DKWCJWBNHCL3,NCP COATINGS INC,unbucketed,,,,,,,0.042,1,2023-03-28,0.0,0,2018-01-12,Virginia-only
submarines,NZNKGYLA9NT3,DRAFTCO INCORPORATED,unbucketed,,,,,,,0.0,0,,0.042,1,2024-05-29,Columbia-only
submarines,UN3TBWQUCQN4,DELTA-ELECTRO POWER INC.,unbucketed,,,,,,,0.0,0,2016-05-11,0.042,1,2017-11-13,Columbia-only
submarines,ZFN1PBJXNUA3,"CONX INNOVATIONS, LLC",unbucketed,,,,,,,0.0,0,,0.041,2,2023-10-20,Columbia-only
submarines,QT8MN8A81NB7,NGB CORP,unbucketed,,,,,,,0.0,0,,0.04,1,2022-11-09,Columbia-only
submarines,C2HBVLFX4AH7,"ARLAND TOOL & MFG, INC.",unbucketed,,,,,,,-0.005,1,2019-11-01,0.044,1,2022-03-18,both
submarines,Y7N4SPXNK115,CLEVELAND-CLIFFS INC.,structural,,,,,,,0.039,1,2021-11-17,0.0,0,,Virginia-only
submarines,W6SWKAS2DBE5,SHILOH INDUSTRIES INC,unbucketed,,,,,,,0.039,1,2023-06-28,0.0,0,,Virginia-only
submarines,TNSXP14JPJS3,EPSILON SYSTEMS SOLUTIONS INC,unbucketed,,,,,,,0.0,0,,0.038,1,2023-01-11,Columbia-only
submarines,PG7AZJQMRL27,"ASCO POWER TECHNOLOGIES, L.P.",electrical,,,,,,,0.0,0,,0.038,1,2023-04-18,Columbia-only
submarines,NK1RB5VKXES9,DETROIT SWITCH INC,unbucketed,,,,,,,0.038,1,2024-06-14,0.0,0,,Virginia-only
submarines,YNHKC9SDFWB3,"INSIGHT ENTERPRISES, INC.",unbucketed,,,,,,,0.0,0,,0.038,1,2021-07-29,Columbia-only
submarines,WYLZYTJ1SSJ3,OPERATING & MAINTENANCE SPECIALTIES INC,unbucketed,,,,,,,0.037,1,2023-10-06,0.0,0,,Virginia-only
submarines,C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",unbucketed,,,,,,,0.0,0,2019-09-05,0.036,3,2016-02-24,Columbia-only
submarines,RLNZFHWTLKH6,CARR COMPANY LIMITED,unbucketed,,,,,,,0.036,1,2024-07-31,0.0,0,,Virginia-only
submarines,XWTZJC873626,KADANT UNAFLEX LLC,unbucketed,,,,,,,0.0,0,,0.036,1,2022-12-15,Columbia-only
submarines,XW6ZAJKNHM65,VERSAMIL INC,unbucketed,,,,,,,0.035,1,2020-10-01,0.0,0,,Virginia-only
submarines,RBANKF6MUJS9,"EFG HOLDINGS, INC.",unbucketed,,,,,,,0.0,0,2018-07-11,0.035,1,2022-02-10,Columbia-only
submarines,LYKSDHA54JA4,"MILDEF, INC.",unbucketed,,,,,,,0.0,0,,0.034,1,2024-07-24,Columbia-only
submarines,LKVHTENM62A5,SUPREME CORP,unbucketed,,,,,,,0.0,0,,0.034,2,2021-02-19,Columbia-only
submarines,W9MTG3DEVQN5,VULCAN ELECTRIC COMPANY,unbucketed,,,,,,,0.034,1,2019-09-17,0.0,0,,Virginia-only
submarines,TGUHUW52MLE3,FFI HOLDINGS III CORP,unbucketed,,,,,,,0.033,1,2021-10-28,0.0,0,,Virginia-only
submarines,KMDLJAJQ4UM1,TE CONNECTIVITY LTD.,electrical,,,,,,,0.0,0,,0.033,1,2021-12-14,Columbia-only
submarines,HKB9G8NZ5P66,"TEAM INDUSTRIES, INC.",unbucketed,,,,,,,0.0,0,,0.032,1,2020-10-23,Columbia-only
submarines,T6HMTJ6CTRF5,PTC INC.,unbucketed,,,,,,,0.0,0,,0.032,1,2024-06-25,Columbia-only
submarines,PRNKGJL4NQH1,OMEGA ENGINEERING INC,unbucketed,,,,,,,0.0,0,,0.032,1,2023-07-14,Columbia-only
submarines,X65QG1LNA3J3,"UNITED TITANIUM, INC.",unbucketed,,,,,,,0.032,1,2021-12-01,0.0,0,,Virginia-only
submarines,V7GQF5M7C667,"SOUTHERN GEAR & MACHINE, INC.",unbucketed,,,,,,,0.0,0,2017-02-09,0.032,1,2023-09-29,Columbia-only
submarines,PNHTDAAYRXL3,SPACECRAFT COMPONENTS CORP,unbucketed,,,,,,,0.0,0,2018-03-19,0.032,1,2024-04-24,Columbia-only
submarines,DZ8RD2EBBMK5,GENUINE PARTS COMPANY,unbucketed,,,,,,,0.032,1,2017-03-30,0.0,0,2016-02-05,Virginia-only
submarines,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,unbucketed,,,,,,,0.031,1,2016-02-03,0.0,0,2016-08-01,Virginia-only
submarines,MDH6KH9D4SG7,SCHNEIDER ELECTRIC SE,electrical,,,,,,,0.0,0,,0.031,1,2021-12-14,Columbia-only
submarines,UPJ1ASYAGWH4,ALERT TUBING FABRICATORS INC.,unbucketed,,,,,,,0.03,1,2021-01-12,0.0,0,,Virginia-only
submarines,JKK6MTNJSLH6,"EMC SHOP, LLC, THE",unbucketed,,,,,,,0.0,0,,0.03,1,2022-05-02,Columbia-only
submarines,GKN9NW23L2L9,"HYSPAN PRECISION PRODUCTS, INC.",unbucketed,,,,,,,0.028,1,2024-05-22,0.0,0,,Virginia-only
submarines,KNW6WWRKELJ3,CONCURRENT TECHNOLOGIES CORP,unbucketed,,,,,,,0.0,0,,0.02,1,2024-05-07,Columbia-only
submarines,G5W8NZNYN1P6,BRISTOL HARBOR GROUP,unbucketed,,,,,,,0.0,0,,0.02,1,2019-06-04,Columbia-only
submarines,URUVKGK3FTV1,WILLIAMS SCOTSMAN INC,unbucketed,,,,,,,0.0,0,,0.018,1,2022-05-23,Columbia-only
submarines,FP3BYCCPHDN3,"LUMEN TECHNOLOGIES, INC.",structural,,,,,,,0.0,0,2020-09-10,0.017,1,2023-05-26,Columbia-only
submarines,VMN5C8N5JXD7,WILMOT MODULAR STRUCTURES INC,unbucketed,,,,,,,0.0,0,,0.017,2,2024-03-25,Columbia-only
submarines,RDRYVJJX3NA5,"ELECTRO STANDARDS LABORATORY, INC.",unbucketed,,,,,,,0.0,0,,0.013,1,2018-04-03,Columbia-only
submarines,LCV2N9FVV739,NORTHROP GRUMMAN CORPORATION,electrical,,,,,,,0.0,0,,0.012,1,2021-09-24,Columbia-only
submarines,NYGUEDY27AM8,CURTISS-WRIGHT CORPORATION,piping,,,,,,,-0.068,5,2021-10-07,0.08,1,2021-12-09,both
submarines,WQ8LDD3N2K24,BRADDOCK HEAT TREATING CO.,unbucketed,,,,,,,0.011,5,2024-09-18,0.0,0,,Virginia-only
submarines,PXBUGNWVPJ46,"HELIX ACQUISITION HOLDINGS, INC.",unbucketed,,,,,,,0.011,1,2019-04-04,0.0,0,,Virginia-only
submarines,UKXMHUWSFLW7,"G.W. LISK COMPANY, INC.",unbucketed,,,,,,,0.001,1,2022-08-31,0.009,1,2016-03-15,both
submarines,EYSFY8B947C6,COMNET COMMINCATIONS LLC,unbucketed,,,,,,,0.0,0,,0.007,3,2024-05-08,Columbia-only
submarines,MGFUP827VKV2,"ROSS MACHINERY SALES, INC",unbucketed,,,,,,,0.0,0,2020-11-17,0.004,1,2022-11-10,Columbia-only
submarines,PQNBC8KG93R3,AMPHENOL CORPORATION,electrical,,,,,,,0.003,1,2020-03-09,0.0,0,2020-01-28,Virginia-only
submarines,CRG3ND68KH28,"MCGILL HOSE & COUPLING, INC.",unbucketed,,,,,,,0.002,1,2024-03-20,0.0,0,,Virginia-only
submarines,GE3JLF1PZBM8,RETLIF INCORPORATED,unbucketed,,,,,,,0.0,0,,0.001,1,2019-03-08,Columbia-only
submarines,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",unbucketed,,,,,,,0.0,0,2017-02-01,0.0,1,2021-10-08,Columbia-only
submarines,FAZSFFE6CST9,PROGENY SYSTEMS LLC,unbucketed,,,,,,,0.0,1,2023-06-02,0.0,0,,Virginia-only
