program,piid,work_type,vendor_uei,vendor_name,n_records,dollars
ddg,N0002418C2307,machining,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,14,214.021
ddg,N0002418C2307,machining,JA2KCX21NL48,"DEFENSE MARITIME SOLUTIONS, INC.",10,0.967
ddg,N0002418C2307,machining,RMLGMBGNPCC8,"KINGSBURY, INC.",9,5.061
ddg,N0002418C2307,machining,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",7,1.851
ddg,N0002418C2307,machining,F32RBQ3CHAG9,ROLLS-ROYCE HOLDINGS PLC,5,3.455
ddg,N0002418C2307,machining,XYNDM1Y7XGG7,AMERICAN METAL BEARING CO,2,0.119
ddg,N0002418C2307,machining,FWF8QBPCGLG3,GENERAL TOOL COMPANY,1,0.145
ddg,N0002418C2307,machining,J1T1FEN3PWX6,GENERAL ELECTRIC COMPANY,1,0.236
ddg,N0002418C2307,coatings,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,19,7.215
ddg,N0002418C2307,coatings,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,16,0.654
ddg,N0002418C2307,coatings,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,9,1.446
ddg,N0002418C2307,coatings,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",7,0.948
ddg,N0002418C2307,coatings,EGAVSJTA2D81,RAYTHEON COMPANY,2,0.085
ddg,N0002418C2307,castings,P4XPJNTCHB68,SCHOELLHORN - ALBRECHT MACHINE CO INC,15,1.195
ddg,N0002418C2307,castings,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",13,46.858
ddg,N0002418C2307,castings,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",10,0.93
ddg,N0002418C2307,castings,GZKZJF8DBJJ2,"LISTER CHAIN AND FORGE, INC.",7,3.644
ddg,N0002418C2307,castings,SVXNHLLWX953,ELLWOOD NATIONAL FORGE COMPANY,3,0.413
ddg,N0002418C2307,castings,FLQJXSFMNQP6,LISTER CHAIN & FORGE INC,1,0.626
ddg,N0002418C2307,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,1,0.041
ddg,N0002418C2307,castings,N9DVRB18H324,ELLWOOD CITY FORGE COMPANY,1,0.35
ddg,N0002418C2307,castings,YN8EW4XM28Z1,"WASHINGTON CHAIN & SUPPLY, INC.",1,0.428
ddg,N0002413C2307,unbucketed,DWUHNL9BC3U7,"HOWELL LABORATORIES, INC.",23,7.648
ddg,N0002413C2307,unbucketed,DXR3SWEY1895,OLDENBURG GROUP INCORPORATED,23,4.757
ddg,N0002413C2307,unbucketed,GGSLGRB5KXM6,PON HOLDINGS B.V.,22,5.385
ddg,N0002413C2307,unbucketed,UZKRMH51VMJ5,"PAR SYSTEMS, INC.",22,17.147
ddg,N0002413C2307,unbucketed,FLU4K8MGMZX7,"HITACHI, LTD.",19,2.202
ddg,N0002413C2307,unbucketed,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,19,4.631
ddg,N0002413C2307,unbucketed,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,18,2.042
ddg,N0002413C2307,unbucketed,JNC1BUEVV3B9,"JGILS, LLC",18,1.71
ddg,N0002413C2307,unbucketed,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",17,1.968
ddg,N0002413C2307,unbucketed,MQDVMWB54XH4,"BOLLINGER SHIPYARDS, INC",15,1.179
ddg,N0002413C2307,unbucketed,W2GBUE64GMZ6,"DERBYSHIRE MARINE PRODUCTS, LLC",15,0.724
ddg,N0002413C2307,unbucketed,DV6YQV71ME11,MAR-VAC PRODUCTS INC,14,0.779
ddg,N0002413C2307,unbucketed,K8E4CQYCRJ25,ADVANCED STRUCTURES CORPORATION,14,2.169
ddg,N0002413C2307,unbucketed,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,14,4.888
ddg,N0002413C2307,unbucketed,K3URF4HUNQS5,"GLOBAL, INCORPORATED",13,1.411
ddg,N0002413C2307,unbucketed,W8PTMRME1496,LEONARDO SPA,13,0.69
ddg,N0002413C2307,unbucketed,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",11,0.634
ddg,N0002413C2307,unbucketed,NBM4G4SAFQM3,"QUALITY PERFORMANCE, INC.",11,1.116
ddg,N0002413C2307,unbucketed,QATEDMDR46E4,FORTIVE CORPORATION,11,1.497
ddg,N0002413C2307,unbucketed,TKJ1TW2YRNL3,MEGGITT PLC,11,4.106
ddg,N0002413C2307,unbucketed,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",10,0.594
ddg,N0002413C2307,unbucketed,GCUTMML7MHH3,SOUTH FLORIDA VAN LINES INC,9,5.229
ddg,N0002413C2307,unbucketed,J7JGTBNSM619,MEGATOR CORPORATION,9,0.297
ddg,N0002413C2307,unbucketed,WUDSRNBSYC17,"ERIE FORGE AND STEEL, INC.",9,35.598
ddg,N0002413C2307,unbucketed,G15JF2TNVBL6,SIGNET MARITIME CORPORATION,8,1.151
ddg,N0002413C2307,unbucketed,F3XKPA82MHQ5,"NAG, LLC",7,1.597
ddg,N0002413C2307,unbucketed,FC3YWXFNT7U6,SERCO GROUP PLC,7,0.775
ddg,N0002413C2307,unbucketed,HNJDANSKDZK9,"SPECTRONICS, INC.",7,0.292
ddg,N0002413C2307,unbucketed,KKRXVDJZQ5V5,KEYSTONE FIRE PROTECTION CO.,7,0.372
ddg,N0002413C2307,unbucketed,KN4DLHTLNCS8,"J.F. LEHMAN & COMPANY, INC.",7,3.442
ddg,N0002413C2307,unbucketed,ML28DU1R7P77,MAUI ACQUISITION CORP.,7,0.338
ddg,N0002413C2307,unbucketed,NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",7,0.269
ddg,N0002413C2307,unbucketed,NPKVXNRA1XT3,PARASENSE LIMITED,7,0.301
ddg,N0002413C2307,unbucketed,W1NCJ8ATWDN7,EVOQUA WATER TECHNOLOGIES CORP.,7,0.741
ddg,N0002413C2307,unbucketed,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",7,0.552
ddg,N0002413C2307,unbucketed,DW33W8L3N1P8,"PHOENIX GROUP OF VIRGINIA, INC.",6,1.226
ddg,N0002413C2307,unbucketed,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",6,0.219
ddg,N0002413C2307,unbucketed,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",6,0.382
ddg,N0002413C2307,unbucketed,PB11V1KH3KV4,SOUTHWEST RESEARCH INSTITUTE,6,0.204
ddg,N0002413C2307,unbucketed,PDZUR2FMYD89,"RANGER ENVIRONMENTAL SERVICES, LLC",6,0.398
ddg,N0002413C2307,unbucketed,GU9WXNREUPZ1,FORENTA L.P.,5,0.13
ddg,N0002413C2307,unbucketed,H12BMH6V6495,"PIMA VALVE, INC.",5,0.14
ddg,N0002413C2307,unbucketed,K1M4HECUHKR4,AEA EUROPE FUND L.P.,5,0.418
ddg,N0002413C2307,unbucketed,LSGYNGHKB863,DEBAN ENTERPRISES INC,5,0.223
ddg,N0002413C2307,unbucketed,M6ZTA4NZGLQ5,"ANDERSON METAL INDUSTRIES, INC.",5,0.173
ddg,N0002413C2307,unbucketed,N5RJW5NX32Y1,W R SYSTEMS LTD.,5,0.54
ddg,N0002413C2307,unbucketed,NK1RB5VKXES9,"DETROIT SWITCH, INC.",5,0.143
ddg,N0002413C2307,unbucketed,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,5,0.37
ddg,N0002413C2307,unbucketed,V16LFA3JDR14,LIMITORQUE CORPORATION,5,0.397
ddg,N0002413C2307,unbucketed,W1LDBNHD4EM7,SCHLUMBERGER N.V.,5,0.95
ddg,N0002413C2307,unbucketed,X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, INC.",5,0.141
ddg,N0002413C2307,unbucketed,XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,5,0.325
ddg,N0002413C2307,unbucketed,XJMEFDTH72U5,"HDT GLOBAL, INC.",5,0.304
ddg,N0002413C2307,unbucketed,DTXMJMGMQ655,SPARTON CORPORATION,4,0.202
ddg,N0002413C2307,unbucketed,FD69PPCVM2B8,PASCAGOULA LAUNCH SERVICE INC,4,0.117
ddg,N0002413C2307,unbucketed,FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",4,0.109
ddg,N0002413C2307,unbucketed,GNFJGT9MKJW5,"CONNECTICUT VALLEY INDUSTRIES, LLC",4,0.45
ddg,N0002413C2307,unbucketed,HT2SC8NC87E1,ANIXTER INTERNATIONAL INC.,4,0.272
ddg,N0002413C2307,unbucketed,JJRDPJY9GQA8,FLETCHER CONSTRUCTION CO INC,4,0.106
ddg,N0002413C2307,unbucketed,KB45YQR3KSL5,"MISSISSIPPI SECURITY POLICE, INC.",4,1.477
ddg,N0002413C2307,unbucketed,NB2HLRTJJJQ7,WATTS WATER TECHNOLOGIES INC,4,0.11
ddg,N0002413C2307,unbucketed,R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",4,0.186
ddg,N0002413C2307,unbucketed,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",4,0.978
ddg,N0002413C2307,unbucketed,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,4,0.328
ddg,N0002413C2307,unbucketed,S1TGQ9L36486,"TOOL-SMITH COMPANY, INCORPORATED",4,0.182
ddg,N0002413C2307,unbucketed,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",4,0.121
ddg,N0002413C2307,unbucketed,XECCFU26TTP9,"MONITEQ, INC.",4,0.175
ddg,N0002413C2307,unbucketed,XGKMK9LBC344,PREMIER FARNELL LIMITED,4,0.204
ddg,N0002413C2307,unbucketed,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",4,0.462
ddg,N0002413C2307,unbucketed,ZVCNH5GL1Z83,CORE ACTIVE FIXED INCOME,4,0.268
ddg,N0002413C2307,unbucketed,D28HQ4AA2ZL8,"EFFORT FOUNDRY, INC.",3,0.13
ddg,N0002413C2307,unbucketed,DYJZZ9DANLM3,RALPH & DOROTHY MOORE,3,0.089
ddg,N0002413C2307,unbucketed,E5J1EAQ21JR9,SURVITEC GROUP (CAYMAN ISLANDS) LIMITED,3,0.525
ddg,N0002413C2307,unbucketed,EEJPJ342F3P1,"TABET MANUFACTURING COMPANY, INC.",3,0.201
ddg,N0002413C2307,unbucketed,F98TZC6J5XV1,"ARC TECHNOLOGIES, INC.",3,0.286
ddg,N0002413C2307,unbucketed,FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",3,0.093
ddg,N0002413C2307,unbucketed,FVFNV3NERP36,"POWERSTAR, INC.",3,0.226
ddg,N0002413C2307,unbucketed,HTHZV61C5DV8,SYSCO CORPORATION,3,0.335
ddg,N0002413C2307,unbucketed,JFEWJZWTH4W4,THE TOOL HOUSE INC,3,0.346
ddg,N0002413C2307,unbucketed,JL4THZCMNKR7,JACKSON PLATING CO.,3,0.146
ddg,N0002413C2307,unbucketed,KAJ2U4MCB329,"CHELSEA CLOCK, LLC, THE",3,0.084
ddg,N0002413C2307,unbucketed,M647MA6E64V1,DEWEY ELECTRONICS CORPORATION,3,0.076
ddg,N0002413C2307,unbucketed,NU2UC8MX6NK1,"BOEING COMPANY, THE",3,0.2
ddg,N0002413C2307,unbucketed,P3ZZEMCBYSK7,"KESTREL AIRCRAFT COMPANY, INC.",3,0.158
ddg,N0002413C2307,unbucketed,PGNTKH2XZAN5,"DEFENSE TECHNOLOGIES, INC.",3,0.2
ddg,N0002413C2307,unbucketed,Q4LMAMECTR44,"CONNECTOR SPECIALISTS, INC.",3,0.135
ddg,N0002413C2307,unbucketed,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",3,0.634
ddg,N0002413C2307,unbucketed,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",3,0.114
ddg,N0002413C2307,unbucketed,DZ4JXAPAU222,"UNITED RENTALS, INC.",2,0.074
ddg,N0002413C2307,unbucketed,E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,2,0.128
ddg,N0002413C2307,unbucketed,EANJVKFHMSZ8,"GULF FASTENER, INC.",2,0.061
ddg,N0002413C2307,unbucketed,FNQARYRJJEL5,"COSPOLICH, INC.",2,0.061
ddg,N0002413C2307,unbucketed,GGERZB4A1FB3,WBPARTS INC,2,0.0
ddg,N0002413C2307,unbucketed,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,2,0.055
ddg,N0002413C2307,unbucketed,HYN4GBTR6TF3,GULF COAST MARINE SUPPLY CO,2,0.068
ddg,N0002413C2307,unbucketed,J6DMEL935CD1,XYLEM INC.,2,0.055
ddg,N0002413C2307,unbucketed,JDDMPNDNQ3L5,USBID INCORPORATED,2,0.057
ddg,N0002413C2307,unbucketed,K783PK4DZEE3,"ADVANTEC MANUFACTURING USA, INC.",2,0.124
ddg,N0002413C2307,unbucketed,K7L6DELLDU47,"GULF SALES AND SUPPLY, INCORPORATED",2,0.067
ddg,N0002413C2307,unbucketed,KB8ALFD8K1X8,HIGGINS MARINE SERVICES INC,2,0.06
ddg,N0002413C2307,unbucketed,KFP8JR5HL191,ARA SERVICES LLC.,2,0.084
ddg,N0002413C2307,unbucketed,LCTCMUR9KYB6,"CAJUN PROCESS SOLUTIONS, LLC",2,0.073
ddg,N0002413C2307,unbucketed,PTVDFVF3JNX6,SILICO SYSTEMS LLC,2,-0.012
ddg,N0002413C2307,unbucketed,QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",2,0.088
ddg,N0002413C2307,unbucketed,RU3QHCAJP492,"HOFFER FLOW CONTROLS, INC.",2,0.055
ddg,N0002413C2307,unbucketed,SDD9PKYQAXZ7,TORK SYSTEMS INC,2,0.104
ddg,N0002413C2307,unbucketed,T99DCLB5NRH7,"OCENCO, INCORPORATED",2,0.49
ddg,N0002413C2307,unbucketed,U6F2GHCNNH47,HEXCEL CORPORATION,2,0.213
ddg,N0002413C2307,unbucketed,VD5WUGZUCJ44,"TRIPLE SON WHOLESALE TIMBER, INC.",2,0.185
ddg,N0002413C2307,unbucketed,ZZG5TB4JCKE1,"KAHN AND COMPANY, INCORPORATED",2,0.05
ddg,N0002413C2307,unbucketed,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",1,0.276
ddg,N0002413C2307,unbucketed,C1FEMK612CT4,HILL & SMITH HOLDINGS PLC,1,0.054
ddg,N0002413C2307,unbucketed,CJM6LNL2FP27,"M2 GLOBAL, INC",1,0.035
ddg,N0002413C2307,unbucketed,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",1,0.039
ddg,N0002413C2307,unbucketed,CQUHU3PC44L3,"AMERICAN MARITIME HOLDINGS, INC.",1,0.039
ddg,N0002413C2307,unbucketed,CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",1,0.501
ddg,N0002413C2307,unbucketed,DZ8RD2EBBMK5,GENUINE PARTS COMPANY,1,0.047
ddg,N0002413C2307,unbucketed,DZTKCR7BXVJ5,"LABORDE PRODUCTS, INC.",1,0.032
ddg,N0002413C2307,unbucketed,E6ACL8BWKN47,"ENERGY FOCUS, INC.",1,0.07
ddg,N0002413C2307,unbucketed,EAH2UTWCT3G6,"C.P.I. INTERNATIONAL, INC.",1,0.032
ddg,N0002413C2307,unbucketed,ED16VKVTCHC8,ECI DEFENSE GROUP INC,1,0.3
ddg,N0002413C2307,unbucketed,FECPDA1S8WJ1,D. W. BOYD CORPORATION,1,0.048
ddg,N0002413C2307,unbucketed,GN82WS7LRJ77,SPACE MACHINE & ENGINEERING CORP.,1,0.031
ddg,N0002413C2307,unbucketed,H3R3VV5YN8G4,KENWAY CORP,1,0.053
ddg,N0002413C2307,unbucketed,HEUNPCKQLMN5,KLUMB LUMBER COMPANY,1,0.027
ddg,N0002413C2307,unbucketed,HHFGANSDJXN8,"SOUTHERN RUBBER & SPECIALTIES, , INC.",1,0.026
ddg,N0002413C2307,unbucketed,HTHFAYHMJWT4,HEILIND ELECTRONICS INC,1,0.029
ddg,N0002413C2307,unbucketed,HUKGWGAFW4C7,SOUNDOWN CORPORATION,1,0.076
ddg,N0002413C2307,unbucketed,J3DRM4537TG4,SOCIETE DE NEGOCE ET DE PARTICIPATION,1,0.063
ddg,N0002413C2307,unbucketed,J5AJWFZ9H8Q6,"MCNALLY INDUSTRIES, LLC",1,0.043
ddg,N0002413C2307,unbucketed,J8ATNVMEGLK1,CHAND LLC,1,0.035
ddg,N0002413C2307,unbucketed,JAM1MGE5VDJ7,"PACIFIC WESTERN LUMBER, INC.",1,0.093
ddg,N0002413C2307,unbucketed,JB4NTVR9XMN4,XEROX CORPORATION,1,0.027
ddg,N0002413C2307,unbucketed,JGLLLKELFB57,ITT CORPORATION,1,0.05
ddg,N0002413C2307,unbucketed,K1K5EKJ2KK29,RHINESTAHL CORPORATION,1,0.039
ddg,N0002413C2307,unbucketed,KC78MF1CL9B8,KINNAMAN ELECTRIC INC,1,0.031
ddg,N0002413C2307,unbucketed,LCKATM42Y1M1,"ARGON ST, INC.",1,0.029
ddg,N0002413C2307,unbucketed,LRYRHNM7EHJ8,"GAYLORD INDUSTRIES, INC.",1,0.12
ddg,N0002413C2307,unbucketed,LYDUF2SMFNA3,"TEAM, INC.",1,0.038
ddg,N0002413C2307,unbucketed,MSSQQ551LG41,"IMPRES TECHNOLOGY SOLUTIONS, INC.",1,0.053
ddg,N0002413C2307,unbucketed,N7B7PME54JZ9,SURVITEC GROUP LIMITED,1,0.186
ddg,N0002413C2307,unbucketed,NE3DARLAMEN6,"PROCESS ENGINEERING COMPANY, INC.",1,0.049
ddg,N0002413C2307,unbucketed,NKESS3J37J77,COLUMBUS MCKINNON CORPORATION,1,0.027
ddg,N0002413C2307,unbucketed,NSFAYV7YAJB1,SPECTRIS PLC,1,0.091
ddg,N0002413C2307,unbucketed,NX47A388J7L3,LOEFFLER CORPORATION,1,0.03
ddg,N0002413C2307,unbucketed,P4NMA2SHLR53,"CORNET TECHNOLOGY, INC.",1,0.039
ddg,N0002413C2307,unbucketed,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,1,0.044
ddg,N0002413C2307,unbucketed,QUC7T822JG79,"CLEAN TOP CO., LTD.",1,0.032
ddg,N0002413C2307,unbucketed,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,1,0.158
ddg,N0002413C2307,unbucketed,RYYRAAAGPXB5,"STOCKERT, LAURA",1,0.053
ddg,N0002413C2307,unbucketed,S987C2WHMF29,PNC EQUITY PARTNERS LP,1,0.077
ddg,N0002413C2307,unbucketed,W2H3SYSJNLK5,ARASTAFF,1,0.036
ddg,N0002413C2307,unbucketed,WLEATDDTMCT3,"901 D, LLC",1,0.073
ddg,N0002413C2307,unbucketed,X51YWDJN2ED6,HORIZONS INCORPORATED,1,0.037
ddg,N0002413C2307,unbucketed,XMLNYKT139G8,CRESTWOOD TECHNOLOGY GROUP CORP.,1,0.028
ddg,N0002413C2307,unbucketed,YET2PMM1L7J4,AUTOMATED PRECISION INC.,1,0.04
ddg,N0002413C2307,unbucketed,YPQMZDVKS1K8,FLOWSERVE CORPORATION,1,0.099
ddg,N0002413C2307,unbucketed,YVDFW51N3N61,"WALDO BROTHERS, INC.",1,0.031
ddg,N0002413C2307,unbucketed,Z2N8C3NL8FW5,"JOHNSON CONTROLS, INC.",1,0.027
ddg,N0002413C2307,piping,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",58,5.432
ddg,N0002413C2307,piping,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",50,5.694
ddg,N0002413C2307,piping,JBMKQ8ZH6FN9,DOVER CORPORATION,27,5.358
ddg,N0002413C2307,piping,LNGAZMTYJPL3,THE ENTWISTLE TRUST,26,5.51
ddg,N0002413C2307,piping,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",23,3.865
ddg,N0002413C2307,piping,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",23,2.319
ddg,N0002413C2307,piping,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",21,2.263
ddg,N0002413C2307,piping,MMDRDDVELDX8,DANTE VALVE COMPANY INC,20,1.168
ddg,N0002413C2307,piping,GGSLGRB5KXM6,PON HOLDINGS B.V.,18,9.379
ddg,N0002413C2307,piping,XJXYXCZL36Z4,THE CARLYLE GROUP L P,17,4.077
ddg,N0002413C2307,piping,FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC.",15,7.454
ddg,N0002413C2307,piping,XE6GMDJNHQT7,AMPCO-PITTSBURGH CORPORATION,15,8.621
ddg,N0002413C2307,piping,V1MQFNQB56Z5,RIX INDUSTRIES,14,5.57
ddg,N0002413C2307,piping,WWMME88ERQG5,"BESTWELD, INC.",12,0.702
ddg,N0002413C2307,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",10,1.047
ddg,N0002413C2307,piping,L8T4R3N7ACL6,COLFAX CORPORATION,10,7.312
ddg,N0002413C2307,piping,EYXEF9DML9L7,LIDGERWOOD MANUFACTURING COMPANY (INC),9,1.015
ddg,N0002413C2307,piping,JYTYZUGUN6V3,"TRI-TEC MANUFACTURING, LLC",9,0.673
ddg,N0002413C2307,piping,L2EDH4DX27J5,"WILLIAM E WILLIAMS, VALVE CORP",9,1.126
ddg,N0002413C2307,piping,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,9,7.462
ddg,N0002413C2307,piping,EZVMH8VEGL34,"BAUER COMPRESSORS, INC.",7,0.892
ddg,N0002413C2307,piping,DQLZFV6PFCB9,"TATE ANDALE, LLC",6,0.342
ddg,N0002413C2307,piping,VDSCUPC2H3K7,CITADEL CAPITAL CORPORATION,6,0.456
ddg,N0002413C2307,piping,MJ8MWHZFKJT8,CLARCOR INC.,5,1.176
ddg,N0002413C2307,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,5,4.592
ddg,N0002413C2307,piping,VCFNC31LV829,CRANE CO,5,0.66
ddg,N0002413C2307,piping,H4FZBFXLJ636,"TIMKEN COMPANY, THE",4,0.583
ddg,N0002413C2307,piping,J645RTMFWMW1,"MAXIM EVAPORATORS OF AMERICA, LLC",3,2.777
ddg,N0002413C2307,piping,MX63C2VRKCJ6,HOUDSTERMAATSCHAPPIJ WILG B.V.,3,0.107
ddg,N0002413C2307,piping,RU42J22YFWW5,"STS OPERATING, INC.",3,0.093
ddg,N0002413C2307,piping,SFBKKM3ZYN48,FILTRATION GROUP CORPORATION,3,0.224
ddg,N0002413C2307,piping,YMKJUADMJN79,TRI-TEC MANUFACTURING LLC,2,0.096
ddg,N0002413C2307,piping,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,1,0.056
ddg,N0002413C2307,piping,GU5YDKH7GPF1,"LESLIE CONTROLS, INC.",1,0.24
ddg,N0002413C2307,piping,QVTKQ7LJE196,M.T. DAVIDSON COMPANY,1,0.063
ddg,N0002413C2307,piping,SSD8KRDXKG46,"THE HILLER COMPANIES, LLC",1,0.036
ddg,N0002413C2307,piping,W547TUQXJ8Y4,CARVER PUMP COMPANY,1,0.044
ddg,N0002413C2307,piping,XK8VBJ94L4E9,"AEROSPACE SUPPLY, INC",1,0.07
ddg,N0002413C2307,structural,KN4DLHTLNCS8,"J.F. LEHMAN & COMPANY, INC.",57,14.503
ddg,N0002413C2307,structural,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",37,10.15
ddg,N0002413C2307,structural,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,25,6.705
ddg,N0002413C2307,structural,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,24,4.24
ddg,N0002413C2307,structural,JGNYLKEPEBL4,"PEMCO-NAVAL ENGINEERING WORKS, INC.",18,0.803
ddg,N0002413C2307,structural,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",16,2.67
ddg,N0002413C2307,structural,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",13,1.457
ddg,N0002413C2307,structural,Q5DRWXKQP299,NAVAL ENGINEERING SUPPORT INC.,13,2.94
ddg,N0002413C2307,structural,X99SLLWX4NV1,"SUMMA HOLDINGS, INC.",12,1.753
ddg,N0002413C2307,structural,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",10,3.603
ddg,N0002413C2307,structural,PW9GWUTL4KV5,"US, INC.",9,0.444
ddg,N0002413C2307,structural,G4PWHUXGV5K5,"EPSILON SYSTEMS SOLUTIONS, INC.",7,0.416
ddg,N0002413C2307,structural,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",7,0.841
ddg,N0002413C2307,structural,C8TMP34LW2L6,EVEREST KANTO CYLINDER LIMITED,6,0.307
ddg,N0002413C2307,structural,SQRKBV7ET8S9,ALFA LAVAL AB,6,5.698
ddg,N0002413C2307,structural,VDGQNU1VJC64,XCHANGER MANUFACTURING CORPORATION,6,1.313
ddg,N0002413C2307,structural,E3YNKWRANZ18,"AQUA-CHEM, INC.",5,1.754
ddg,N0002413C2307,structural,FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,5,0.591
ddg,N0002413C2307,structural,KFP1XYK24DZ8,EPSILON C5I INC,5,0.226
ddg,N0002413C2307,structural,UGDKT5KQLFP5,CECO ENVIRONMENTAL CORP,5,3.277
ddg,N0002413C2307,structural,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",4,0.189
ddg,N0002413C2307,structural,WAK3LFCLKJR4,BELL STEEL COMPANY,4,0.245
ddg,N0002413C2307,structural,XTB5UHKL6VE8,"SEA-TECH PRODUCTS, INC.",4,0.399
ddg,N0002413C2307,structural,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,3,0.276
ddg,N0002413C2307,structural,EZN9VQG18FN1,"LAKE SHORE SYSTEMS, INC.",2,0.531
ddg,N0002413C2307,structural,MYJHF1S2HGV5,"EPSILON SYSTEMS SOLUTIONS, INC.",1,0.028
ddg,N0002413C2307,structural,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",1,0.073
ddg,N0002413C2307,electrical,SKKACASET588,DYNALEC CORPORATION,79,4.547
ddg,N0002413C2307,electrical,W8PTMRME1496,LEONARDO SPA,65,16.619
ddg,N0002413C2307,electrical,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",19,1.826
ddg,N0002413C2307,electrical,HLFDNJU7KXJ1,BOGUE SYSTEMS INC.,18,6.106
ddg,N0002413C2307,electrical,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",16,25.188
ddg,N0002413C2307,electrical,Z89SS59265U9,ESPEY MFG. & ELECTRONICS CORP.,15,6.778
ddg,N0002413C2307,electrical,UK6NAHCH8459,"CAROLINA POWER SYSTEMS OF SUMTER, INC.",10,1.637
ddg,N0002413C2307,electrical,YYVHWZMPP3F8,DRS NAVAL POWER SYSTEMS INC,9,0.443
ddg,N0002413C2307,electrical,C1B6X8AADFB1,"COMSACO, INC.",6,1.6
ddg,N0002413C2307,electrical,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,5,0.919
ddg,N0002413C2307,electrical,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",5,0.404
ddg,N0002413C2307,electrical,R51XFNJFGCP8,"PLATINUM EQUITY, LLC",4,1.965
ddg,N0002413C2307,electrical,PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",2,0.993
ddg,N0002413C2307,electrical,KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,1,0.582
