uei,name,dollars,records,programs,foreign,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
LWF3CB1HFZF3,I S C O CORPORATION,948041.18,19,ddg,,Active,Active,Subchapter S Corporation,423840,4238,13,337215;423120;423140;423490;423510;423610;423710;423720;423730;423740;423830;423840;424950,10,3456;3461;4240;5110;5120;5130;5180;5350;6105;6210,,,05RK9,N,For Profit Organization;Business or Organization;Subchapter S Corporation
JCDGLS37EF65,"NATIONAL PARTITIONS, INC.",941820.45,3,ddg,,Inactive,Inactive,Manufacturer of Goods,332311,3323,4,321992;332311;332312;337215,4,5410;5445;5450;5670,,,6S175,N,For Profit Organization;Business or Organization;Manufacturer of Goods
N28CNQT19JY9,"USC CONSULTING GROUP, LLC",938400.0,1,ddg,,Inactive,Inactive,,541614,5416,1,541614,1,R799,,,320T7,N,For Profit Organization;Business or Organization
HNJDANSKDZK9,"SPECTRONICS, INC.",935412.45,23,ddg,,?,,,,,0,,0,,,,,,
DEGHQRGPKTQ8,PARKER-HANNIFIN CORPORATION,935238.56,3,ddg,,Inactive,Inactive,Manufacturer of Goods,333999,3339,1,333999,0,,PARKER-HANNIFIN CORPORATION,,05779,N,For Profit Organization;Business or Organization;Manufacturer of Goods
V25NZRTBX3R3,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",906062.0,2,ddg,,NO_RECORD,,,,,0,,0,,,,,,
W547TUQXJ8Y4,CARVER PUMP COMPANY,901811.58,10,ddg,,Active,Active,Manufacturer of Goods,333914,3339,3,333914;333996;336611,1,4320,,,10941,N,For Profit Organization;Business or Organization;Manufacturer of Goods
C18KXNHETC95,KITCO FIBER OPTICS INC,900037.58,10,ddg,,Active,Active,Manufacturer of Goods,334417,3344,15,238210;327910;332216;333310;334290;334417;334515;335921;336611;423840;541330;541519;611420;611519;611699,7,6015;6020;6070;6080;6099;H260;U099,"MARMON WIRE & CABLE, INC.",BERKSHIRE HATHAWAY INC.,08RC6,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EKY1E33VMH27,"UNITED RENTALS (NORTH AMERICA), INC.",892310.71,9,ddg,,Inactive,Inactive,,532490,5324,3,532120;532412;532490,0,,,,1KK86,N,For Profit Organization;Business or Organization
GXK6HT9PN3P9,KAMATICS CORPORATION,885610.0,39,ddg,,Active,Active,Manufacturer of Goods,332721,3327,5,332710;332721;332991;336412;336413,0,,"KAMAN AEROSPACE GROUP, INC.",KAMAN CORPORATION,50632,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FNBNKXCC3QD8,SUPERBOLT INC.,883167.0,7,ddg,,Active,Active,Manufacturer of Goods,332722,3327,2,332710;332722,4,5306;5307;5310;5325,NORD LOCK INC,INVESTMENT AB LATOUR,0S9Z9,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
CERUMMHMPXZ9,"CONAM INSPECTION AND ENGINEERING SERVICES, INC.",877933.42,5,ddg,,Active,Active,Manufacturer of Goods,541380,5413,1,541380,0,,MISTRAS GROUP INC,,4NXS0,N,For Profit Organization;Business or Organization;Manufacturer of Goods
S4ZAF64LJ1G3,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",877000.08,4,ddg,,Active,Active,,334220,3342,20,111110;334111;334210;334220;334290;334419;334511;334515;335999;336419;513210;517410;541330;541511;541512;541513;541519;541618;541715;611430,0,,GENERAL DYNAMICS GOVERNMENT SYSTEMS CORPORATION,GENERAL DYNAMICS CORPORATION,04655,N,For Profit Organization;Business or Organization
SN8JQ8XJ55N9,"LOVEJOY, LLC",872627.31,11,ddg,,Active,Active,Manufacturer of Goods,333613,3336,1,333613,0,,THE TIMKEN COMPANY,,83529,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
S9FENR91JGV9,THE CARONDELET FOUNDRY CORPORATION,868352.0,4,ddg,,Active,Active,Manufacturer of Goods,331513,3315,1,331513,0,,"METALTEK INTERNATIONAL, INC.",,4Y861,N,For Profit Organization;Business or Organization;Manufacturer of Goods
HLW2GH7TF2M4,INDAL TECHNOLOGIES INC.,863891.21,2,ddg,Y,Active,Active,Manufacturer of Goods,332312,3323,5,332312;332313;334511;336413;336611,0,,"CURTISS-WRIGHT CONTROLS, INC.",CURTISS-WRIGHT CORPORATION,36334,N,For Profit Organization;Business or Organization;Manufacturer of Goods
XRN4L5GSHNJ5,MASON ELECTRIC COMPANY,857769.0,7,ddg,,Active,Active,Manufacturer of Goods,336413,3364,2,334511;336413,4,1680;5930;6150;6625,TRANSDIGM INC,TRANSDIGM GROUP INC,81579,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FDMCABKJFNE8,"MINE SAFETY APPLIANCES COMPANY, LLC",856082.6,3,ddg,,Inactive,Inactive,Manufacturer of Goods,339113,3391,11,315220;315240;333912;333999;334511;334512;334513;339113;339920;423490;561210,3,4240;6665;8415,,,8F723,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
UES5F4AAZJK5,"DONALDSON COMPANY, INC.",853928.47,15,ddg,,Active,Active,Manufacturer of Goods,333413,3334,14,332912;332999;333413;333618;333995;336390;336411;336412;336413;336611;336612;336992;336999;339999,0,,,,18265,N,For Profit Organization;Business or Organization;Manufacturer of Goods
W2H3SYSJNLK5,Arastaff,845608.05,10,ddg,,NO_RECORD,,,,,0,,0,,,,,,
SJDXENRDPKE8,SOPHEON CORPORATION,844952.0,5,ddg,,Inactive,Inactive,,513210,5132,1,513210,0,,,,106G0,N,For Profit Organization;Business or Organization
TT9AGM31ZHM5,"BURK-KLEINPETER, INC.",835891.42,3,ddg,,Active,Active,Subchapter S Corporation,541330,5413,1,541330,0,,,,0GL22,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Subchapter S Corporation
SFD8QNU62LD3,INSULATED WIRE INC.,833983.82,8,ddg,,Active,Active,Manufacturer of Goods,335929,3359,1,335929,0,,INSULATED WIRE INC.,,0HRT9,N,For Profit Organization;Business or Organization;Small Business Joint Venture;Manufacturer of Goods
LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",820968.0,17,ddg,,Active,Active,Subchapter S Corporation,336413,3364,1,336413,0,,,,34345,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
JK16ZQ9FRJ51,TAVERNIER DIDIER,819738.0,8,ddg,Y,NO_RECORD,,,,,0,,0,,,,,,
W7QMJRYTHHM4,"TECHSPEC, INC.",819675.68,9,ddg,,Active,Active,Manufacturer of Goods,331491,3314,2,331491;332811,1,9530,"STS METALS, INC.",TINICUM LP,0AGJ8,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
RC7JGU7RMQT4,ECH ARCHITECTURE PS,816977.89,8,ddg,,Active,Active,Subchapter S Corporation,541310,5413,4,541310;541330;541340;541350,8,C1AZ;C1EC;C1EZ;C1FB;C1FZ;C1JZ;C1QA;C213,,,050Q5,N,For Profit Organization;Business or Organization;Subchapter S Corporation
C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",813840.0,5,ddg,,Active,Active,Manufacturer of Goods,336611,3366,4,335314;335999;336611;336612,0,,,,0JU31,N,For Profit Organization;Business or Organization;Manufacturer of Goods
DKJ1R5ABCN48,SERCO INC.,813130.06,8,ddg,,Active,Active,Foreign Owned,541990,5419,84,236220;238210;325520;332510;332710;332994;334111;334210;334220;334290;334419;334511;334515;335999;336413;336419;336611;336612;488111;488190;488310;488999;493110;513210;517410;517810;524114;524292;541110;541219;541330;541380;541420;541511;541512;541513;541519;541611;541612;541614;541618;541690;541713;541715;541720;541910;541990;561110;561210;561311;561320;561410;561422;561499;561611;561621;561990;611420;611430;611512;611519;611699;611710;621340;621410;621420;621999;624190;624230;624310;624410;713930;713940;811111;811210;812191;812210;813110;813311;813410;922140;923110;923120;923130,0,,"SERCO NORTH AMERICA (HOLDINGS), INC",SERCO GROUP PLC,022Q2,N,Foreign Owned;For Profit Organization;Business or Organization
VUA5GYK66K98,CHAPCO INC,811133.02,7,ddg,,Active,Active,Manufacturer of Goods,332322,3323,1,332322,0,,,,8S006,N,For Profit Organization;Business or Organization;Manufacturer of Goods
L4ZMKLM4MPL3,MOOG INC.,796152.0,2,ddg,,Active,Active,Manufacturer of Goods,336413,3364,11,332912;332993;333995;335312;335999;336412;336413;336999;423830;541330;541715,0,,,,94697,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CMTLME2MH6F4,SPIRAX SARCO INC,795932.0,6,ddg,,Active,Active,Manufacturer of Goods,541330,5413,9,236220;238220;332410;332911;332919;333415;334513;541330;811310,9,4420;H144;H244;H344;H944;J044;K044;L044;N044,,,53059,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NL7RNBHWHJQ1,DRS TECHNOLOGIES CANADA LTD,794192.57,15,ddg,Y,Active,Active,Manufacturer of Goods,334220,3342,2,334220;339999,0,,"LEONARDO DRS, INC.",LEONARDO S.P.A.,38200,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
W2GBUE64GMZ6,"DERBYSHIRE MARINE PRODUCTS, LLC",792744.34,16,ddg,,Active,Active,Manufacturer of Goods,332912,3329,3,332911;332912;332919,2,4730;4820,,,0ASY6,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
R82KDN15JP13,"DYNETICS TECHNICAL SOLUTIONS, INC.",792598.0,4,ddg,,Active,Active,Manufacturer of Goods,541715,5417,20,332994;332999;336411;336412;336413;336414;336415;336419;336611;512191;541330;541430;541490;541511;541512;541513;541519;541611;541715;541990,0,,"DYNETICS, INC.","LEIDOS HOLDINGS, INC.",5RWT5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
MEQJENNPRLG9,"MASS CRANE & HOIST SERVICES, INC",788720.0,2,ddg,,Active,Active,Manufacturer of Goods,333923,3339,1,333923,0,,,,1TJK2,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,781231.41,7,ddg,,Active,Active,Manufacturer of Goods,334118,3341,1,334118,0,,EMERSON ELECTRIC CO,,64667,N,For Profit Organization;Business or Organization;Manufacturer of Goods
Y3LKL3D6FNK9,VIABLE POWER CONVERSION TECHNOLOGIES INC,781228.64,2,ddg,Y,Active,Active,Manufacturer of Goods,335999,3359,3,334418;335999;811210,1,5998,,,3AJ03,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NJBMT6E7P7B4,INTERNATIONAL WELDING & FABRICATION INC,778400.0,2,ddg,,Active,Active,Manufacturer of Goods,332312,3323,11,236210;236220;238120;331210;331221;332311;332312;332313;332323;332420;332996,0,,,,4PVU9,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods
C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",777914.75,14,ddg,,Active,Active,,,,0,,0,,,,1U002,N,"Minority-Owned Business;For Profit Organization;Business or Organization;Individual or concern, other than one of the preceding"
QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,772861.52,10,ddg,,Active,Active,Manufacturer of Goods,541715,5417,14,334118;334220;334290;334511;335999;336419;541330;541511;541512;541513;541519;541690;541715;561210,0,,TRIDENT INVESTMENT HOLDINGS LLC,TAI TAM LLC,1FD95,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
XA3VAXMUA9A8,"EAGLE INDUSTRIES, INC.",761386.18,4,ddg,,Active,Active,Manufacturer of Goods,238210,2382,12,221114;221122;236210;238210;238290;238990;335313;335314;541330;541420;541511;811310,3,6110;Y1PZ;Z2EZ,,,3DXG3,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GNH1FJWKY3G3,WEST PHILA BRONZE CO INC,759395.5,20,ddg,,Active,Active,Manufacturer of Goods,331529,3315,1,331529,0,,,,3RHQ2,N,For Profit Organization;Business or Organization;Manufacturer of Goods
H12BMH6V6495,"PIMA VALVE, LLC",752889.72,8,ddg,,NO_RECORD,,,,,0,,0,,,,,,
HRJNGAUKL2Q2,"HI-TEST LABORATORIES, INC.",747400.0,9,ddg,,Active,Active,,541330,5413,4,541330;541380;541690;541715,0,,,,7P882,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization
MAKYNVTMNZX1,"TRAC REGULATOR CO., INC.",745510.0,7,ddg,,Active,Active,Manufacturer of Goods,332911,3329,3,332911;332912;332919,0,,,,55378,N,For Profit Organization;Business or Organization;Manufacturer of Goods
T99DCLB5NRH7,"OCENCO, INCORPORATED",736400.0,3,ddg,,Active,Active,Manufacturer of Goods,332911,3329,6,332911;334513;335132;336413;339113;922160,3,4210;4220;4240,,,03WY2,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GWKMNJ89SCC5,MATERION BRUSH INC.,733550.88,10,ddg,,Active,Active,Manufacturer of Goods,331491,3314,1,331491,0,,MATERION CORPORATION,,05451,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NN4BTBUN58J5,"STRATUS TECHNOLOGIES, INC.",729603.1,15,ddg,,Inactive,Inactive,,423840,4238,2,212322;423840,0,,,,564J8,N,For Profit Organization;Business or Organization
PDZUR2FMYD89,RANGER ENVIRONMENTAL SERVICES LLC,727624.45,9,ddg,,Active,Active,Limited Liability Company,562910,5629,4,237110;561790;562119;562910,0,,,,7S5F1,N,Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Limited Liability Company
E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,718605.86,8,ddg,,Active,Active,Manufacturer of Goods,333413,3334,1,333413,0,,,,95802,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JEDSVNSMLTN4,"OXFORD GLOBAL RESOURCES, LLC",717600.0,1,ddg,,Active,Active,,561320,5613,6,541330;541511;541512;541513;561311;561320,0,,"OXFORD GLOBAL RESOURCES, INC.",,7X681,N,For Profit Organization;Business or Organization
ML82LTYEBMQ5,ADVANCED OFFICE SYSTEMS INC,714963.0,10,ddg,,Active,Active,,541519,5415,1,541519,1,7B22,,,56JB1,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization
XLLQN8Q4P7M1,"WANNER ENGINEERING, INC.",714400.0,2,ddg,,Active,Active,Manufacturer of Goods,333914,3339,1,333914,0,,,,59776,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods
ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",710862.15,7,ddg,,Active,Active,Manufacturer of Goods,332999,3329,27,332114;332312;332313;332420;332710;332721;332911;332994;332999;333120;333131;333132;333514;333515;333517;333519;333611;333612;333613;333996;334511;334513;336211;336411;336413;336414;336992,0,,"KEEL PLATFORM, LLC","ARLINGTON CAPITAL PARTNERS VI, L.P.",6PH79,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
KK9FFUUML8N1,ABC APPLICATORS INC,710791.54,3,ddg,,Active,Active,,238320,2383,1,238320,0,,MUEHLHAN SURFACE PROTECTION INC.,,4EDA4,N,For Profit Organization;Business or Organization
J632BG3ZB8L9,"TTM TECHNOLOGIES, INC.",704067.04,3,ddg,,Active,Active,Manufacturer of Goods,334412,3344,1,334412,0,,"TTM TECHNOLOGIES, INC.",,5L706,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GKN9NW23L2L9,"HYSPAN PRECISION PRODUCTS, INC.",702632.0,11,ddg,,Active,Active,Subchapter S Corporation,332919,3329,4,331222;332919;332999;333613,0,,,,30009,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
SLTUM1DV4433,"PARASENSE, INC",700400.8,13,ddg,,Inactive,Inactive,,334512,3345,9,334511;334512;334513;334515;334519;335314;423690;541618;811310,13,4120;4330;4940;5110;5935;5945;5963;5998;6130;6625;6665;6830;8120,"PARASENSE DELAWARE, INC.",MSA SAFETY INCORPORATED,09WX1,N,For Profit Organization;Business or Organization
WEK3JBN7G6L7,ADMIRAL FILTER COMPANY LLC,699790.8,6,ddg,,Active,Active,Manufacturer of Goods,333998,3339,1,333998,0,,,,25204,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods
HK1VJ4NJ6QN7,Lovejoy Curtis LLC,696459.2,16,ddg,,NO_RECORD,,,,,0,,0,,,,,,
RDRYVJJX3NA5,"ELECTRO STANDARDS LABORATORY, INC.",696115.18,7,ddg,,Active,Active,Manufacturer of Goods,541330,5413,13,237310;238210;334210;334418;334419;334513;334515;541330;541512;541690;541715;541990;561621,0,,,,1H323,N,For Profit Organization;Labor Surplus Area Firm;Business or Organization;Manufacturer of Goods
LQP7LJVDX6M6,"WESCO DISTRIBUTION, INC.",696099.81,9,ddg,,Active,Active,,423610,4236,2,423610;423710,0,,"WESCO INTERNATIONAL, INC",,3Y137,N,For Profit Organization;Business or Organization;DOT Certified DBE
WAK3LFCLKJR4,BELL STEEL COMPANY,689171.0,10,ddg,,Active,Active,Manufacturer of Goods,332312,3323,6,331210;331221;332312;332313;332323;332999,0,,,,2F427,N,For Profit Organization;Business or Organization;Manufacturer of Goods
N9DVRB18H324,ELLWOOD CITY FORGE COMPANY,680431.0,2,ddg,,Active,Active,Manufacturer of Goods,332111,3321,2,332111;332112,0,,"ELLWOOD GROUP, INC.",,7ZDB6,N,For Profit Organization;Business or Organization;Manufacturer of Goods
ZBAJWJYVWC49,"UNITED BUILDERS SUPPLY CO., INCORPORATED",677141.85,12,ddg,,Inactive,Inactive,Subchapter S Corporation,444190,4441,1,444190,9,5510;5520;5530;H355;J055;K055;L055;N055;W055,,,1HTK0,N,For Profit Organization;Business or Organization;Subchapter S Corporation
UZKRMH51VMJ5,"PAR SYSTEMS, LLC",671002.0,1,ddg,,Active,Active,Manufacturer of Goods,333998,3339,6,333131;333923;333993;333998;334516;541990,0,,PAR SYSTEMS GROUP LLC,"POHLAD HOLDINGS, LLC",3YUY5,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
PHZDZ8SJ5CM1,CDW GOVERNMENT LLC,670807.32,9,ddg,,Active,Active,Limited Liability Company,423430,4234,25,334111;334112;334118;334210;334220;334310;334417;334419;334515;335999;423410;423430;513210;518210;541330;541511;541512;541513;541519;541611;541614;561311;561312;561320;611420,0,,CDW LLC,CDW CORPORATION,1KH72,N,For Profit Organization;Business or Organization;Limited Liability Company
EB3GK67LJFR1,"SCHWEITZER ENGINEERING LABORATORIES, INC.",670452.0,3,ddg,,Active,Active,Subchapter S Corporation,335314,3353,9,238210;334220;334515;335311;335312;335313;335314;541330;611430,0,,,,0NMF8,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
KTMAJCY6JXM3,"LEIDOS, INC.",668772.0,6,ddg,,Active,Active,,541715,5417,55,236220;334111;334112;334118;334290;334511;334512;334516;334517;334519;336411;336413;336415;336611;336992;336999;488190;488999;493110;512110;518210;541330;541360;541370;541380;541420;541430;541511;541512;541513;541519;541611;541613;541614;541618;541620;541690;541715;541720;541810;541820;541850;541910;541922;541930;541990;561210;561422;561599;561621;561920;561990;611420;611430;611699,0,,"LEIDOS, INC.","LEIDOS HOLDINGS, INC.",5UTE0,N,For Profit Organization;Business or Organization
Z2M4Q4H6TKM3,"DAWSON-MACDONALD CO., INC.",667694.0,13,ddg,,Active,Active,Manufacturer of Goods,423840,4238,2,327910;423840,6,3426;3695;4720;4940;5350;W099,,,30344,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EAZVTUEVK9J9,AIRLINE HYDRAULICS CORP,663456.6,8,ddg,,Active,Active,Subchapter S Corporation,423830,4238,10,237990;332911;332912;333248;333995;333996;333998;423610;423830;811310,0,,,,04962,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
XK68QNYRQCH8,"AMERICAN BOA, INCORPORATED",661830.0,8,ddg,,Active,Active,Manufacturer of Goods,332919,3329,3,332312;332919;332999,0,,BOA BALG- UND KOMPENSATOREN-TECHNOLOGIE GMBH,,29573,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
EP6JXEP15RF3,"GENUINE CABLE GROUP, LLC",660281.0,4,ddg,,Active,Active,,423610,4236,2,423610;423690,0,,"AUDAX MANAGEMENT COMPANY, LLC",,0XJK1,N,For Profit Organization;Business or Organization
GLT9FNADUMA4,ALLIED WIRE AND CABLE LLC,658362.3,4,ddg,,Active,Active,Manufacturer of Goods,334290,3342,2,334290;335314,1,6145,"AUDAX MANAGEMENT COMPANY, LLC",,0X4C9,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
E5NZAXG4MNB7,MURRAY BENJAMIN ELECTRIC CO LLC,654870.65,9,ddg,,Active,Active,Limited Liability Company,423610,4236,7,331420;331491;335313;335921;335929;335931;423610,12,5925;5940;5975;5995;5999;6020;6060;6080;6110;6120;6145;6210,,,7A280,N,For Profit Organization;Business or Organization;Limited Liability Company
