rank,uei,vendor,foreign,amount_M_lifetime,records,fy_count,fys,piid_count,piids
1363,GU7YJLLL8FP7,AGC NETWORKS LIMITED,,0.0486,1,1,2020,1,N0002415C5228
1364,X2M1NTCF5763,PACE MACHINE & TOOL INC,,0.0486,1,1,2022,1,N0002420C5310
1365,N28CANF7FTV1,"FIVE OCEANS FLORIDA, INC.",,0.0485,1,1,2021,1,N0002415C5228
1366,ZEX6PFGB67N8,"R L M INDUSTRIES, INC.",,0.0476,1,1,2021,1,N0017419C0004
1367,LB6KV53CNB83,"SPECTRUM SEI MICROWAVE, INC.",,0.0474,1,1,2021,1,N0002414C5114
1368,DAVWMR1M4VP1,LEVRON ENGINEERING SERVICES LLC,,0.0474,1,1,2020,1,N0017419C0004
1369,X2B9AJRG3SA7,"SUMATECH, INC.",,0.0473,1,1,2018,1,N0002415C5332
1370,WZZJX9Y378B7,"A. J. R. INDUSTRIES, INC.",,0.0473,1,1,2016,1,N0017415C0009
1371,GD3ZJ14RSKH9,"ROLLED ALLOYS, INC.",,0.0470,1,1,2019,1,N0002415C4103
1372,YKTGMLK2CGK3,"HERBER AIRCRAFT SERVICE, INC.",,0.0468,1,1,2024,1,N0025324F0016
1373,NFTFCKNL7Z57,"COASTAL MARINE EQUIPMENT, INC.",,0.0466,1,1,2018,1,N0002414C4313
1374,L96ZCLCTV3H4,QT GROUP OYJ,,0.0466,1,1,2021,1,N0017419C0004
1375,Q2FBEBVSAUW3,A&B FOUNDRY & MACHINING LLC,,0.0466,1,1,2016,1,N0017415C0009
1376,U864F3HRME53,GE ENERGY POWER CONVERSION USA INC.,,0.0466,1,1,2024,1,N0002419C2322
1377,YGFEZY19YQR9,NORTHROP GRUMMAN SYSTEMS CORP,,0.0462,1,1,2022,1,N0002419C4452
1378,WYLEKJNDSLK6,TUBE PROCESSING CORP,,0.0461,1,1,2022,1,N0001918C1061
1379,S65WDKZ3FKY4,TRI-V TOOL & MFG. CO.,,0.0461,1,1,2021,1,N0017419C0004
1380,JSQTW5L2SSM1,LOCKHEED MARTIN CORP,,0.0461,1,1,2024,1,N0002413C2307
1381,QMXJLLJZ5QY4,"TORK SYSTEMS, INC.",,0.0461,1,1,2021,1,N0002420C4400
1382,S53PAL2HBPR3,"GEOMETRIC MARINE SERVICES, INC.",,0.0460,1,1,2022,1,N0002420C4468
1383,GVWENMHJ4Y87,"ACTALENT SERVICES, LLC",,0.0460,2,2,"2022,2023",1,N0002413C5116
1384,K4GKNFJVSB15,"MC KEOWN, ROBERT CO INC",,0.0456,1,1,2019,1,N0002414C5104
1385,CBMNSH941E15,"ADVANTEDGE TECHNOLOGY, INC.",,0.0455,2,2,"2017,2024",1,N0002415C5151
1386,HK8XKB7L7MF6,"EPSILON TECHNOLOGIES INTERNATIONAL, LLC",,0.0452,1,1,2024,1,N0002421C5393
1387,QRS8UUK41BA4,METREX VALVE CORP.,,0.0451,1,1,2021,1,N0002420C4468
1388,C7XULC6EFUF8,CONFEDERATED SALISH AND KOOTENAI TRIBES,,0.0450,1,1,2022,1,N0002422C5500
1389,UPJYZJLCZ7W7,"INTEGRATED IT SOLUTIONS, INC.",,0.0450,1,1,2020,1,N0002420C5105
1390,WUDSRNBSYC17,"ERIE FORGE AND STEEL, INC.",,0.0450,1,1,2020,1,N0002413C2307
1391,SAA4LFA95JN8,CENTURY FASTENERS CORP.,,0.0449,1,1,2024,1,N0002423C5325
1392,VBPFRHTBVET3,"PHOENIX INTERNATIONAL HOLDINGS, INC.",,0.0446,2,2,"2023,2024",1,N0002422C4485
1393,DN1AFFKXQZG4,PSSC HOLDING CO.,,0.0446,1,1,2023,1,N0002420C5105
1394,FVC6G8L6UZ95,H & C TOOL SUPPLY CORP.,,0.0444,1,1,2022,1,N0002419C2322
1395,F9C2ZVH4L9N9,REXEL,,0.0441,1,1,2017,1,N0017415C0009
1396,MX4JXKMAQ4J8,"STRATOS AEROSPACE, INC.",,0.0437,1,1,2014,1,N0002412C5311
1397,K5HLAYNX45A3,RAKON FRANCE SAS,Yes,0.0436,1,1,2023,1,N0002420C5105
1398,KATEB8XNR5P7,FUSION FABRICATING AND MANUFACTURING LLC,,0.0434,1,1,2022,1,N0002420C5380
1399,CUJ1W7C1DTJ7,"TAMPA BAY MACHINING, INC.",,0.0430,1,1,2019,1,N0002415C5228
1400,K9VMHL2MG5X7,"PH TOOL, LLC",,0.0428,1,1,2024,1,N0002420C5380
1401,MZFHJKDZWSJ8,"RUBBERCRAFT CORPORATION OF CALIFORNIA, LTD.",,0.0427,1,1,2025,1,N0002423C5325
1402,PK5TL6ZMSAQ9,SPI LLC,,0.0427,1,1,2022,1,N0002420C4468
1403,YFKZLTRQ4MT8,"STROHWIG INDUSTRIES, INC.",,0.0427,1,1,2023,1,N0017419C0004
1404,P6PCQLBY8JF3,"SIFCO APPLIED SURFACE CONCEPTS, LLC",,0.0426,1,1,2019,1,N0017415C0009
1405,PDANDQJTN3P5,TDK CORPORATION,,0.0426,1,1,2018,1,N0002414C5114
1406,FKN9XBKZSKY3,"NEVRON PLASTICS, INC.",,0.0425,1,1,2025,1,N0002422C5500
1407,RDFUGEUNVCN9,ASC ENGINEERED SOLUTIONS LLC,,0.0424,1,1,2025,1,N0002418C2307
1408,JVTFPVLLP8A1,"ELMO MOTION CONTROL, INC.",,0.0421,1,1,2022,1,N0002422C5500
1409,XQEDFD1M1FP7,EAST COAST SHIELDING LLC,,0.0419,1,1,2024,1,N0025324F0016
1410,H542NBJR8EM4,POLYGON US CORPORATION,,0.0418,1,1,2021,1,N0002420C4400
1411,DUDFWGXCJJT4,C & I TECHNOLOGIES INC,,0.0410,1,1,2021,1,N0002419C5102
1412,NM7MH5AKVNK8,"ATLAS MACHINE AND SUPPLY, INC.",,0.0410,1,1,2020,1,N0017415C0009
1413,JAQAFSELV935,SAN DIEGO BAY PILOTS ASSOCIATION,,0.0408,1,1,2021,1,N0002420C4400
1414,C6XTUACKQJJ9,THE FIRST ELECTRONICS CORPORATION,,0.0407,1,1,2024,1,N0002422C5500
1415,FU18SFKGG244,"MONTEREY ELECTRONICS, INC",,0.0406,1,1,2026,1,N0002421C5393
1416,WP2JLJEJXSN7,"CLEAN HARBORS, INC",,0.0405,3,2,"2023,2024",1,N0002422C4485
1417,GM4FL5Q7KSK5,WENZEL ASSOCIATES INC,,0.0404,1,1,2018,1,N0002414C5106
1418,WG9ALCK48K77,"MODERN MANUFACTURING & ENGINEERING, INC",,0.0404,1,1,2025,1,N0002423C5325
1419,CVVANE9FWYN6,WARBURG PINCUS LLC,,0.0400,1,1,2021,1,N0002415C5228
1420,FSSDXMXXNUJ3,RAY INVESTMENT SARL,,0.0399,1,1,2013,1,N0002413C5314
1421,F6WEPSP1D626,MITSUBISHI CHEMICAL HOLDINGS CORPORATION,,0.0399,1,1,2020,1,N0002415C4103
1422,YET2PMM1L7J4,AUTOMATED PRECISION INC.,,0.0398,1,1,2022,1,N0002413C2307
1423,DBQGN324ULK3,"W.W. GRAINGER, INC.",,0.0396,1,1,2025,1,N0002418C2307
1424,PM5WJ7WYPX53,AGGREKO PLC,,0.0395,1,1,2021,1,N0002420C4468
1425,G78AAHETQMT3,IMS ENGINEERED PRODUCTS LLC,,0.0393,1,1,2024,1,N0025324F0016
1426,YLE5AAYNVPK6,"NOBLE SUPPLY & LOGISTICS, LLC",,0.0392,1,1,2025,1,N0002413C2305
1427,K5R8DLBLXXP3,"FC INDUSTRIES, INC.",,0.0390,1,1,2021,1,N0001913C0132
1428,L9MHFGVW6SN8,"HEXAGON METROLOGY, INC.",,0.0389,1,1,2020,1,N0002419C5102
1429,F42AM8CJ9J57,CTEK TOOL & MACHINE CO INC,,0.0388,1,1,2020,1,N0001913C0132
1430,P4NMA2SHLR53,"CORNET TECHNOLOGY, INC.",,0.0387,1,1,2021,1,N0002413C2307
1431,HH9BC5LMUQ27,"OCEANETICS, INC",,0.0386,1,1,2021,1,N0002420C4468
1432,H7LXDNB9UAY8,"FIBER INSTRUMENT SALES, INC.",,0.0382,1,1,2019,1,N0002414C5104
1433,U1ZVZF7CR3J4,"TEKGARD, INC",,0.0382,1,1,2023,1,N0002420C5105
1434,FNDNN65LLG73,"INFINITE ELECTRONICS, INC.",,0.0378,1,1,2018,1,N0002414C4313
1435,ZT2XY79QF4M3,ARGO TURBOSERVE CORPORATION,,0.0376,1,1,2020,1,N0002420C4400
1436,LYDUF2SMFNA3,"TEAM, INC.",,0.0376,1,1,2018,1,N0002413C2307
1437,KCRSDR33JCD1,"TWILIGHT TECHNOLOGY, INC.",,0.0375,1,1,2021,1,N0002415C5228
1438,E89QVPKN2XH6,"SYNERGIS TECHNOLOGIES, LLC",,0.0372,1,1,2019,1,N0002414C5104
1439,NKSNLH2RMHT3,INTEL CORPORATION,,0.0371,1,1,2017,1,N0002414C5106
1440,YJNDGPUPBJH3,KRAUTH ELECTRIC CO,,0.0365,1,1,2024,1,N0017419C0004
1441,QMMDLDN2D9A1,NORTHEASTERN PRECISION PRODUCTS CORPORATION,,0.0365,1,1,2024,1,N0002423C5325
1442,DE9JM6NXYJG5,PNC INC.,,0.0364,1,1,2019,1,N0002415C5228
1443,NJ2XXKQ6M8K3,AMETEK INC,,0.0364,1,1,2024,1,N0001918C1061
1444,Q4UCFRMEJER3,CALEDONIA PIPEWORK LLC,,0.0363,1,1,2022,1,N0002422C4485
1445,DCN4LJGUGEL5,TECH DATA CORPORATION,,0.0361,1,1,2019,1,N0002415C5228
1446,VJZWX6L1RDC4,STERN INDUSTRIES INCORPORATED,,0.0360,1,1,2015,1,N0002412C5311
1447,QLMUV48L7HP4,KADANT INC.,,0.0360,1,1,2023,1,N0002418C2307
1448,KLEVDDYAD2W9,BENCHMARK CONNECTOR CORPORATION,,0.0358,1,1,2025,1,N0002417C4109
1449,C64XCLRZPGL5,JMC CAPITAL PARTNERS LLC,,0.0356,1,1,2025,1,N0002420C5605
1450,MJVSGVHNDYF6,IN-PHASE TECHNOLOGIES INCORPORATED,,0.0354,1,1,2024,1,N0002420C5519
1451,Z62MMKJ6PLN3,JERRY ROBERTS MACHINE,,0.0351,1,1,2015,1,N0002412C5311
1452,HQYRGF5TLDF5,STAMLER MACHINE CO. INC.,,0.0350,1,1,2018,1,N0002415C4103
1453,F99CKJDLYZR3,"WESCO DISTRIBUTION, INC.",,0.0350,1,1,2024,1,N0002418C2307
1454,LYKSDHA54JA4,"MILDEF, INC.",,0.0348,1,1,2024,1,N0002423C5325
1455,JE8QAT3GGJN6,LINTECH COMPONENTS CO. INC.,,0.0348,1,1,2025,1,N0002420C5380
1456,UAWTC2AU5FH5,STEIN SEAL COMPANY,,0.0348,1,1,2023,1,N0001918C1061
1457,R51XFNJFGCP8,"PLATINUM EQUITY, LLC",,0.0347,1,1,2022,1,N0002413C5116
1458,G11WN3JARNJ5,DELAIRE U.S.A. INC.,,0.0347,1,1,2021,1,N0002420C5310
1459,FDJTF3YNXNP1,HELICORP LLC.,,0.0344,1,1,2023,1,N0002419C5102
1460,CENMMCX1LSJ5,SUPERIOR TOOL & MACHINING COMPANY,,0.0338,1,1,2013,1,N0002412C5311
1461,LXC1G6NGF1W5,ELECTROCOMPONENTS PUBLIC LIMITED COMPANY,,0.0337,1,1,2018,1,N0002414C4313
1462,WHLMMHXB9C65,"ATSCOTT MFG, INC.",,0.0336,1,1,2016,1,N0017415C0009
1463,JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,,0.0336,1,1,2021,1,N0002419C5102
1464,Y2GKF345JAV9,"ASI SERVICES, INC.",,0.0334,1,1,2021,1,N0002420C4400
1465,WTQWMENK2LP6,"DIXIE TOWING, LLC",,0.0333,2,2,"2021,2023",1,N0002420C4468
1466,HZ9KWM9PKZB3,"MEGGITT (ORANGE COUNTY), INC.",,0.0332,1,1,2025,1,N0001918C1061
1467,F161APAUMLD7,"KOCH INDUSTRIES, INC.",,0.0330,1,1,2018,1,N0002415C5332
1468,LP45MHNTVWP9,SMITH BROTHERS TOOL CO,,0.0329,1,1,2025,1,N0001923C0013
1469,FQQNJ4L8W7T4,"A-1 ALLOYS, INC.",,0.0325,1,1,2022,1,N0002420C4468
1470,MH4BJN91NNS4,ACTIAN CORPORATION,,0.0325,1,1,2018,1,N0002413C5132
1471,M4GAZLHBK7W5,AEA INVESTORS LP,,0.0324,1,1,2019,1,N0017415C0009
1472,J1S8AD8GJ1D1,ASTRONAUTICS CORPORATION OF AMERICA,,0.0324,1,1,2025,1,N0001918C1061
1473,J5RDY6NHTGP4,P4 MANUFACTURING,,0.0323,1,1,2017,1,N0002413C5325
1474,SM6HAZVELE13,"GAGING.COM, LLC",,0.0322,1,1,2021,1,N0002419C5102
1475,QUC7T822JG79,"CLEAN TOP CO., LTD.",,0.0322,1,1,2020,1,N0002413C2307
1476,QV38GMJUBJQ3,L3HARRIS MARITIME SERVICES INC,,0.0322,2,1,2023,1,N0002422C4485
1477,JDUYBLVZL8Q3,"CONTROL CABLE, INC.",,0.0321,1,1,2022,1,N0002415C5228
1478,DZTKCR7BXVJ5,"LABORDE PRODUCTS, INC.",,0.0319,1,1,2022,1,N0002413C2307
1479,EKBRGQ6L48L8,"BRIARTEK, INC.",,0.0317,1,1,2019,1,N0002414C4313
1480,CX9YVQN926V5,PROGRESSIVE FASTENING INC,,0.0316,1,1,2021,1,N0002420C4400
1481,FKLTNTDC8NH5,BUNN INDUSTRIES INC,,0.0314,1,1,2024,1,N0002415C5151
1482,X3K6MA9ZLTW6,"BOEING DISTRIBUTION SERVICES X, INC.",,0.0313,1,1,2023,1,N0001918C1061
1483,ZGN6ADMRSXN5,BLILEY TECHNOLOGIES INCORPORATED,,0.0312,1,1,2023,1,N0002420C5105
1484,K8KAE356N7N5,"BAT CONSERVATION AND MANAGEMENT, INC.",,0.0312,1,1,2022,1,N0002413C2305
1485,N1SELKJY2JK6,LANDSCAPE MANAGEMENT CONSULTANTS,,0.0312,1,1,2019,1,N0002415C4103
1486,NBYQDJLUHKD1,"BE AEROSPACE, INC.",,0.0312,1,1,2014,1,N0002412C5311
1487,L9MNHKGJ3KL7,"LIBERTY ELECTRONICS, INC.",,0.0309,1,1,2020,1,N0002415C5228
1488,ZZTZBGTMGLG7,"B. G. PECK COMPANY, INC.",,0.0309,1,1,2022,1,N0002422C5500
1489,PSB4M2BMMBK1,"TSI PLASTICS, INC.",,0.0309,1,1,2020,1,N0002415C4103
1490,HZVFYESM3PZ3,"PRECISION HOSE, INC.",,0.0307,1,1,2023,1,N0002419C4452
1491,VKKVV42GH294,"EXPERIOR LABORATORIES, INC.",,0.0307,1,1,2019,1,N0002414C5104
1492,KHDJN8SXW3T7,"INSPEC TESTING, INC.",,0.0307,1,1,2021,1,N0002420C4400
1493,EM1ZJ3TXF729,JRH ELECTRONICS LLC,,0.0305,1,1,2019,1,N0002417C4109
1494,KC78MF1CL9B8,KINNAMAN ELECTRIC INC,,0.0305,1,1,2021,1,N0002413C2307
1495,WP5DYMGMLFJ6,M.S. AEROSPACE INC.,,0.0305,1,1,2025,1,N0001923C0013
1496,KB8ALFD8K1X8,HIGGINS MARINE SERVICES INC,,0.0304,1,1,2017,1,N0002413C2307
1497,TXWJU52EEYC4,"DRS ADVANCED ISR, LLC",,0.0303,1,1,2023,1,N0002417C4109
1498,NQSVZGTLK849,BRENNTAG AG,,0.0302,1,1,2020,1,N0002415C4103
1499,JKLMWYMJX745,SCHROFF INC,,0.0302,1,1,2023,1,N0002420C5105
1500,DP8JUKCGA2L5,TOROTEL PRODUCTS INC,,0.0301,1,1,2021,1,N0002422C5500
1501,FG19HT8C3MM4,"AMERICAN TRADE GROUP, INC., THE",,0.0300,1,1,2022,1,N0002413C2305
1502,MTSKP9SNH6J1,MAC PANEL CO,,0.0300,1,1,2014,1,N0002413C5325
1503,K2CXD619ZNJ2,"HAGLIN, C F & SONS CO INC.",,0.0300,1,1,2015,1,N0002413C5325
1504,CS7UG7SC6MF5,BRANDYWINE COMMUNICATIONS,,0.0300,1,1,2019,1,N0002414C5114
1505,KF3NGNBNQ271,"DELPHINUS ENGINEERING, INC.",,0.0300,1,1,2025,1,N0002418C2307
1506,JN12SUFK5757,"TOOLKRAFT, INC.",,0.0295,1,1,2014,1,N0002412C5311
1507,PXBUGNWVPJ46,"HELIX ACQUISITION HOLDINGS, INC.",,0.0294,1,1,2020,1,N0002414C5114
1508,LCKATM42Y1M1,"ARGON ST, INC.",,0.0293,1,1,2024,1,N0002413C2307
1509,JNJFRGW5JCQ9,"BENNETT DIE & TOOL, INC.",,0.0282,1,1,2018,1,N0002414C5114
1510,KAJ2U4MCB329,"CHELSEA CLOCK, LLC, THE",,0.0276,1,1,2018,1,N0002413C2307
1511,MH13JYA8MDG1,"TECHNOBOX, INC.",,0.0276,1,1,2023,1,N0002414C5114
1512,ZZG5TB4JCKE1,"KAHN AND COMPANY, INCORPORATED",,0.0271,1,1,2020,1,N0002418C2307
1513,HEUNPCKQLMN5,KLUMB LUMBER COMPANY,,0.0266,1,1,2020,1,N0002413C2307
1514,HHFGANSDJXN8,"SOUTHERN RUBBER & SPECIALTIES, , INC.",,0.0265,1,1,2018,1,N0002413C2307
1515,FP3BYCCPHDN3,"LUMEN TECHNOLOGIES, INC.",,0.0262,1,1,2023,1,N0002413C2305
1516,KCYPSYNH1M94,US JOINER LLC,,0.0261,4,1,2023,1,N0002420C4400
1517,QXH3CKUV5KP8,"ASC ENGINEERED SOLUTIONS, LLC",,0.0260,1,1,2022,1,N0002418C2307
1518,J6MHT1L54CG4,"DEZURIK, INC.",,0.0258,1,1,2023,1,N0002418C2307
1519,JK16ZQ9FRJ51,TAVERNIER DIDIER,Yes,0.0255,1,1,2020,1,N0002413C2307
1520,L8T4R3N7ACL6,COLFAX CORPORATION,,0.0252,1,1,2019,1,N0002414C4313
1521,J683M8AF97Q5,ELLISON BRONZE INC,,0.0250,1,1,2024,1,N0002418C2307
1522,TTJMTE1TDVJ7,TESTEQUITY LLC,,0.0220,2,1,2024,1,N0002420C5105
1523,XNKNJAGGN694,NRL & ASSOCIATES INC,,0.0219,1,1,2025,1,N0002420C5519
1524,KN7HLHK919T8,"JOHNSON CONTROLS BUILDING AUTOMATION SYSTEMS, LLC",,0.0203,1,1,2023,1,N0002422C4485
1525,RGQ2JNXU3L13,"PINNACLE CENTRAL COMPANY, INC.",,0.0202,4,1,2023,1,N0002420C4468
1526,ENC9Y8JGL3E9,RAYTHEON COMPANY,,0.0200,1,1,2023,1,N0002413C5116
1527,QN9KJUNEHU44,"ACTALENT SERVICES, LLC",,0.0195,3,2,"2023,2024",1,N0002413C5116
1528,EZN4C4K75PU4,PROPULSION CONTROLS ENGINEERING,,0.0176,3,2,"2023,2024",2,"N0002420C4400,N0002422C4485"
1529,LP68L55MKK16,RED-D-ARC INC,,0.0111,3,2,"2023,2024",1,N0002422C4485
1530,FCKLLSACUBT6,"TOM GARCIA, INC.",,0.0105,2,1,2023,1,N0002422C4485
1531,JWQNLMBFSJ56,"PERMA-FIX ENVIRONMENTAL SERVICES, INC.",,0.0082,2,1,2023,1,N0002420C4468
1532,C9XKW17T2DG7,RED-D-ARC INC.,,0.0078,1,1,2023,1,N0002422C4485
1533,HG27SX76DQK5,WARTSILA DEFENSE INC,,0.0028,1,1,2023,1,N0002422C4485
1534,RKNLMCX166E4,STANDARD INSPECTION SERVICES,,0.0025,8,2,"2023,2024",1,N0002422C4485
1535,CGNJR1TM1ML5,EMPOWERMENT PARTNERS LLC,,0.0000,4,1,2026,1,N0002420C5519
1536,GGERZB4A1FB3,WBPARTS INC,,0.0000,2,2,"2024,2025",1,N0002413C2307
1537,ZA8FVBCRFNH5,INSPEC TESTING INC,,0.0000,4,2,"2024,2025",1,N0002422C4485
1538,SMNWM6HN79X5,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",,-0.0000,1,1,2023,1,N0002420C4468
1539,MBKTQ9KT6EZ4,PD MURRAY & ASSOCIATES LLC,,-0.0002,1,1,2023,1,N0002420C4468
1540,KV2MY9E3H1M1,"APTIV SERVICES 3 (US), LLC",,-0.0009,1,1,2024,1,N0002420C5310
1541,SYJNFC2A9A61,HIPK LLC,,-0.0022,2,1,2024,1,N0002416C5103
1542,PYYNFH7L35F6,BREWER CRANE LLC,,-0.0031,1,1,2024,1,N0002422C4485
1543,EGTSKWG112H3,"SAN DIEGO BAY PILOTS ASSOCIATION, INC",,-0.0047,1,1,2024,1,N0002422C4485
1544,CT7HYBVNU675,BLACK & VEATCH SPECIAL PROJECTS CORP.,,-0.0084,1,1,2024,1,N0002415C5151
1545,ZLUHGKPKVUK1,AMERICAN SCAFFOLD LLC,,-0.0133,5,1,2023,2,"N0002420C4400,N0002420C4468"
1546,XJV2ZBQHSX87,"MITSUBISHI HEAVY INDUSTRIES, LTD.",Yes,-0.0198,2,1,2022,1,N0002416C5103
1547,TZ1VA6ER1LK3,SOLUTE,,-0.0259,1,1,2024,1,N0002413C5116
1548,MZGNC7QAMPA7,"JOHNSON CONTROLS FEDERAL SYSTEMS, LLC",,-0.0275,5,1,2023,1,N0002422C4485
1549,CBMZJ3Z5SC89,GOODRICH CORP,,-0.0456,1,1,2023,1,N0002420C4468
1550,PTVDFVF3JNX6,SILICO SYSTEMS LLC,,-0.0520,1,1,2025,1,N0002413C2307
1551,WQ6KK3G6K2M1,"RTI REMMELE ENGINEERING, INC.",,-0.1160,1,1,2023,1,N0002414C5114
1552,DNQTMGXE5347,SENER TAFS SA,Yes,-0.2000,1,1,2024,1,N0002414C5114
1553,JU6YHF76P844,"CRANE ELECTRONICS, INC",,-0.2454,1,1,2021,1,N0002420C5519
1554,MFA2CSSMMA35,"UNIVERSAL PROTECTION SERVICE, LIMITED PARTNERSHIP",,-0.2874,5,3,"2023,2024,2025",4,"N0002413C5116,N0002415C5151,N0002420C4468,N0002422C4485"
