Subawardee UEI,Program,Subawardee Vendor Name,Parent UEI,Parent Vendor Name,Parent UEI(s)
K5CLWKFJGGB9,Virginia,"BEAR MACHINERY, INC.",,,
M5MVSHNR2BL1,Virginia,"SHERWIN-WILLIAMS COMPANY, THE",GAJ1F3WQCWY5,"SHERWIN-WILLIAMS COMPANY, THE",GAJ1F3WQCWY5
WF99GAJKQAL5,Virginia,NTS LABS LLC,,,
MMRKLNN6PLB3,Virginia,"SII, INC.",SQJ7DSNHE9D5,"Shi, Inc.",SQJ7DSNHE9D5
QLNMVC12KWY3,Virginia,"LEIDOS, INC.",ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",ZL41ERXMPAR3
TJ2MWNHN22G8,Virginia,"FAIRBANKS MORSE, LLC",MLZGT2BJ4J13,"Enpro Industries, Inc.",MLZGT2BJ4J13
C3B4GMUXK277,Virginia,BOWMAR LLC,,,
Z2XMD2USH373,Virginia,APCO TECHNOLOGIES ENGINEERING INC.,Z2XMD2USH373,APCO TECHNOLOGIES ENGINEERING INC.,Z2XMD2USH373
KMDLJAJQ4UM1,Virginia,"BRANTNER AND ASSOCIATES, INC.",RXA2JHPN9JD3,,MPCXJJQJAL83; RXA2JHPN9JD3; TUJCSP9NJ6V5
LCV2N9FVV739,Columbia,NORTHROP GRUMMAN SYSTEMS CORPORATION,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,NKVZLJL93QT6
GXPHJRVG9MR7,Columbia,DRS NAVAL POWER SYSTEMS INC,W8PTMRME1496,LEONARDO SPA,E57FS3E4CQ19; W8PTMRME1496
DK2SLQURMJF3,Columbia,BABCOCK MARINE (ROSYTH) LIMITED,TJLYWEFN1YR8,BABCOCK INTERNATIONAL GROUP PLC,TJLYWEFN1YR8
N1PJDANWUJ61,Columbia,SCOT FORGE COMPANY,N1PJDANWUJ61,SCOT FORGE COMPANY,N1PJDANWUJ61
WYDAKCJ5K219,Columbia,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,PF8PJNVEPTJ1
KENVPMBVBT39,Columbia,"RHOADS METAL FABRICATIONS, INC.",KENVPMBVBT39,"RHOADS METAL FABRICATIONS, INC.",KENVPMBVBT39
YD1GK53355R5,Columbia,"PRECISION CUSTOM COMPONENTS, LLC",,,
LSMBJZFLN8L9,Columbia,ROSYTH ROYAL DOCKYARD LIMITED,,,
F2LEAK3EK9R3,Columbia,GRAHAM CORP,F2LEAK3EK9R3,GRAHAM CORP,F2LEAK3EK9R3
XQW8RJNNAXX8,Columbia,"W INTERNATIONAL, LLC",XQW8RJNNAXX8,"W INTERNATIONAL, LLC",XQW8RJNNAXX8
MSYWUDGYPKF5,Columbia,"CP INDUSTRIES HOLDINGS, INC",RM4TFABVLPX4,,C8TMP34LW2L6; MJJNGNB5E3Q4; PBC2VH3ND3D4; RM4TFABVLPX4
FK17Z7DJWLL1,Columbia,APCO TECHNOLOGIES SA,FK17Z7DJWLL1,Apco Technologies SA,FK17Z7DJWLL1
Q35JL9GFCAK3,Columbia,MAROTTA CONTROLS INC,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",Q35JL9GFCAK3
SLD5KEGGLLZ3,Columbia,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,XEQ3L57D2J24
DJG7NEG7QRK5,Columbia,"HUNT VALVE COMPANY, INC.",HG5LNJAG4LU8,,FBJ9NCJE2J56; HG5LNJAG4LU8; MENSE2ENG8J6
NN7PCHZFNZP8,Columbia,GOODWIN STEEL CASTINGS LIMITED,RA8BS6AS7V54,,GL28JS5V3DL3; RA8BS6AS7V54
Y6X3BDLEPNJ6,Columbia,"W INTERNATIONAL SC, LLC",,,
VL18ZH6YLPY5,Columbia,"DRS NAVAL POWER SYSTEMS, INC.",W8PTMRME1496,LEONARDO SPA,W8PTMRME1496
TZVRTYNM3MN3,Columbia,PEGASUS STEEL LLC,,,
SX6BF52K2WB1,Columbia,VACCO INDUSTRIES,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,SFBKRA9THBA3
JG6AMW7E23Z6,Columbia,C. H. POWELL COMPANY,JG6AMW7E23Z6,C. H. POWELL COMPANY,JG6AMW7E23Z6
F8M5LJA6LJL4,Columbia,"SARGENT AEROSPACE & DEFENSE, LLC",LC7UN8MJYCJ7,Rbc Bearings Incorporated,KAG7VEFLUZQ4; LC7UN8MJYCJ7
LJRBXLTGXN57,Columbia,"CEPEDA ASSOCIATES, INC.",,,
GJNEBDUDNTA1,Columbia,EURO MACHINERY SPECIALISTS,GJNEBDUDNTA1,"EURO MACHINERY SPECIALISTS, INC",GJNEBDUDNTA1
F42BKS7EHCL8,Columbia,EMS DEVELOPMENT CORPORATION,SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,SCWYXXK1EM13
MMCKJNNMSG23,Columbia,"ADVANCE MFG.CO., INC.",MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",MMCKJNNMSG23
G9HKMXL5L973,Columbia,"OIL STATES INDUSTRIES, INC",XFMBL7A963X9,"Oil States International, Inc.",G9HKMXL5L973; XFMBL7A963X9
WJ45NXW2TVD7,Columbia,MOOG INC.,L4ZMKLM4MPL3,MOOG INC.,L4ZMKLM4MPL3
RG6LJJM6JBS3,Columbia,"AUSTAL USA, LLC",UCWYBGRA11H1,,UCWYBGRA11H1
JEP5GQGFPUL9,Columbia,PORTLAND VALVE LLC,U45EH8WMNF55,"Circor International, Inc.",L8T4R3N7ACL6; U45EH8WMNF55
LL3PZJHUKZV3,Columbia,AMERICAN STEEL AND ALUMINUM LLC,KTSAL8YX2QQ5,,KTSAL8YX2QQ5; LL3PZJHUKZV3
C9C6HPQLL4A8,Columbia,CATERPILLAR INC,D77VA4G9VJG8,,D77VA4G9VJG8; N9K8Y7U3RGA9
KYURG7LRSC89,Columbia,CIRCOR NAVAL SOLUTIONS LLC,GU5YDKH7GPF1,,GU5YDKH7GPF1; L8T4R3N7ACL6; U45EH8WMNF55
FLDEFFBLR5P3,Columbia,"GLOBE COMPOSITE SOLUTIONS, LTD., LIMITED PARTNERSHIP",SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,SFBKRA9THBA3
CFXRGJSB9UB6,Columbia,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",SJULQDJ8NZU7; XXP4PLFFFGK9
WVW5FMYALEL6,Columbia,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",,,
N79NY6FRL2F3,Columbia,CUSTOM ALLOY CORPORATION,N79NY6FRL2F3,CUSTOM ALLOY CORPORATION,N79NY6FRL2F3
NYGUEDY27AM8,Columbia,CURTISS-WRIGHT FLOW CONTROL CORPORATION,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,J9V9SJL4CW97; PF8PJNVEPTJ1
E8LNMDLEKM35,Columbia,DC FABRICATORS INC,,,
WJYVCPD5HKK7,Columbia,"BWXT NUCLEAR OPERATIONS GROUP, INC.",CMT4S6G76QB5,"BABCOCK & WILCOX COMPANY, THE",CMT4S6G76QB5
DA1PDLWQ7BH4,Columbia,BEAST CODE LLC,X6JCC78FMY25,Beast Code LLC,X6JCC78FMY25
Z89SS59265U9,Columbia,ESPEY MFG AND ELECTRONICS CORP,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,Z89SS59265U9
H11HD5VHGHN3,Columbia,LOCKHEED MARTIN CORPORATION,H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,H11HD5VHGHN3; ZFN2JJXBLZT3
LPWJLN5JQPW4,Columbia,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,H6VQAAGPA1J1,SHEFFIELD FORGEMASTERS INTERNATIONAL LIMITED,H6VQAAGPA1J1
NEGFNA8YS723,Columbia,"ALLARD NAZARIAN GROUP, INC.",NEGFNA8YS723,"ALLARD NAZARIAN GROUP, INC.",NEGFNA8YS723
GZ57A195G7K6,Columbia,WAUKESHA BEARINGS CORPORATION,JBMKQ8ZH6FN9,Dover Corporation,JBMKQ8ZH6FN9
CW48SQ7KJX68,Columbia,"CRAFT MACHINE WORKS, INC.",,,
WXRTZLL25AE5,Columbia,"SEEMANN COMPOSITES, LLC",WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",WXRTZLL25AE5
K3XPS1HXNBF3,Columbia,"B & F MACHINE CO., INC.",K3XPS1HXNBF3,"B & F MACHINE CO., INC.",K3XPS1HXNBF3
QCFDU4MA1444,Columbia,A/Z CORPORATION,QCFDU4MA1444,A/Z CORPORATION,DKNUHVKSM6J3; QCFDU4MA1444
HW4GNCTLLAM4,Columbia,GENERAL ATOMICS,NGTNPRCG6BE1,,NGTNPRCG6BE1
X6N2CNV552X7,Columbia,OCEANEERING INTERNATIONAL INC,CU6NGN3UKFA6,,CU6NGN3UKFA6; XBVZKN1HH445
MU3CM1145E44,Columbia,PROGENY SYSTEMS CORPORATION,MU3CM1145E44,PROGENY SYSTEMS CORPORATION,MU3CM1145E44
DK14KTLXA9M5,Columbia,"KME AMERICA MARINE TUBE & FITTING, LLC",DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",DK14KTLXA9M5; XYCDRJ4BBZ34
TY25RCEB5FF3,Columbia,"COLLINS & JEWELL COMPANY, INC.",TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",TY25RCEB5FF3
ZFNUGJEGR2Q9,Columbia,INGERSOLL MACHINE TOOLS INC,SHDVJS6DKEX1,LAG INTERNATIONAL S.A.,SHDVJS6DKEX1
PTMFLMD2CUB4,Columbia,"L3 TECHNOLOGIES, INC.",XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",DTZJAQF8NZA1; PNE9R5EJMWK8; SJULQDJ8NZU7; XXP4PLFFFGK9
JKZNKGGWYZ87,Columbia,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,PF8PJNVEPTJ1
LG88NCWJ3A95,Columbia,"YOUNG ENGINEERING & MANUFACTURING, INC.",LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",LG88NCWJ3A95
D7HNEN3DAN36,Columbia,LEHIGH HEAVY FORGE CORP,CDVZLNCU7Z44,,CDVZLNCU7Z44; L1HLXNPQSKM7
F76KN7T9YP64,Columbia,WAUKESHA BEARINGS CORPORATION,Z43PV7K61YL4,,F76KN7T9YP64; Z43PV7K61YL4
UMQ8KHJJUBN6,Columbia,"KOIKE ARONSON, INC.",R769GJRQF618,,KBKCVLC65QL5; R769GJRQF618
WREEAHYMRQ45,Columbia,"PCB PIEZOTRONICS, INC.",CT5WNUADNZ44,AMPHENOL CORPORATION,CT5WNUADNZ44; PQNBC8KG93R3; PVMFSLG6GFF7
Y7N4SPXNK115,Columbia,ARCELORMITTAL USA LLC,W67WSNENMZF7,Arcelormittal SA,EVP4KM37YU23; W67WSNENMZF7
PAH8M4BJACA5,Columbia,TELEDYNE INSTRUMENTS INC,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,SQ2DSCE69F15
MKDGDE6K34N5,Columbia,"D. W. CLARK, INC",MKDGDE6K34N5,"D. W. CLARK, INC",MKDGDE6K34N5
NSWQJBEZZD83,Columbia,SOPHEON CORPORATION,NSWQJBEZZD83,SOPHEON CORPORATION,LNCUW187MP53; NSWQJBEZZD83
N5KMLMXEPFM5,Columbia,PARKER HANNIFIN CORPORATION,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,W138B61KN3Q7
PUG1H9MFJD63,Columbia,THE AMERICAN TANK & FABRICATING COMPANY,PUG1H9MFJD63,THE AMERICAN TANK & FABRICATING COMPANY,PUG1H9MFJD63
HUK5MJK4MH39,Columbia,"LESLIE CONTROLS, INC.",N9UNRN3F79J1,,GU5YDKH7GPF1; N9UNRN3F79J1; U45EH8WMNF55
Z19UP1U6FMT1,Columbia,INDUSTRIAL TRANSFER AND STORAGE INC.,Z19UP1U6FMT1,"INDUSTRIAL TRANSFER AND STORAGE, INC",Z19UP1U6FMT1
GTP8S87MBPF3,Columbia,"GREENLAND ENTERPRISES, INC.",GTP8S87MBPF3,"GREENLAND ENTERPRISES, INC.",GTP8S87MBPF3
JAXJSTJJSP74,Columbia,"RTX BBN TECHNOLOGIES, INC.",EGAVSJTA2D81,,EGAVSJTA2D81; KLW3ZYL15493
G319AMB56SW5,Columbia,901 D LLC,WLEATDDTMCT3,"Graycliff Partners, LP",WLEATDDTMCT3
MK9SR2K87JN5,Columbia,"LANDSTAR INWAY, INC.",J3C4WKJZZKN5,"Landstar System, Inc.",J3C4WKJZZKN5
GUD4TJE3FN31,Columbia,CIRCOR PUMPS NORTH AMERICA LLC,GU5YDKH7GPF1,,GU5YDKH7GPF1
FMC8BKMNMKF2,Columbia,"FLUID CONDITIONING PRODUCTS, INC.",FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",FMC8BKMNMKF2
HSV2N9ACRTJ6,Columbia,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,HSV2N9ACRTJ6,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,HSV2N9ACRTJ6; K9M4XM134HW6; MKRBJA6JXXS7
MF1LU8RPCMB8,Columbia,"RANOR, INC.",MF1LU8RPCMB8,RANOR INC.,MF1LU8RPCMB8; UMMDFSB4ARJ7
WESDY4U81NP8,Columbia,"TRIDENT MARITIME SYSTEMS - CAC, LLC",WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",WESDY4U81NP8
GLRVV6FC6DB3,Columbia,GP STRATEGIES CORPORATION,GLRVV6FC6DB3,GP STRATEGIES CORPORATION,GLRVV6FC6DB3
DXM3GSLGH2Z5,Columbia,"FAIRLEAD INTEGRATED, LLC",DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",DXM3GSLGH2Z5
CXK2Y51KDBW1,Columbia,PRL INDUSTRIES INC,XD2KRCD9W4A5,P R L Inc,XD2KRCD9W4A5
KMDLJAJQ4UM1,Columbia,"BRANTNER AND ASSOCIATES, INC.",RXA2JHPN9JD3,,MPCXJJQJAL83; RXA2JHPN9JD3; TUJCSP9NJ6V5
Y5R2L8HWAUA8,Columbia,"NAVUS AUTOMATION, INC",Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC.",Y5R2L8HWAUA8
RLYHS582JDW8,Columbia,"CAMERON TECHNOLOGIES US, INC.",W1LDBNHD4EM7,Schlumberger N.V.,W1LDBNHD4EM7
N5BYYW3MMFP7,Columbia,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",ZVFUENFF77T1,,E86GJS762JJ5; ZVFUENFF77T1
HTR5K76FMH84,Columbia,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",HTR5K76FMH84,FEDERAL BRONZE CASTING INDS,HTR5K76FMH84
V1MQFNQB56Z5,Columbia,RIX INDUSTRIES,V1MQFNQB56Z5,RIX INDUSTRIES,V1MQFNQB56Z5
GE4GA2B9JYF9,Columbia,"MERRILL TECHNOLOGIES GROUP, INC.",,,
UHXFGP3DCRK7,Columbia,HANSOME ENERGY SYSTEMS INC,UHXFGP3DCRK7,HANSOME ENERGY SYSTEMS INC,UHXFGP3DCRK7
M98JCJ2U7RD8,Columbia,CARLTON NATIONAL RESOURCES INC,,,
CVKGYGVN9229,Columbia,ARTCRAFT FABRICATORS INC,QZ9GLUKS1MS9,ARTCRAFT FABRICATORS INC,QZ9GLUKS1MS9
JK4WJKLD44G9,Columbia,"METALTEK INTERNATIONAL, INC.",JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",JK4WJKLD44G9
T2VFE1NGR3G5,Columbia,"DRS TRAINING & CONTROL SYSTEMS, LLC",W8PTMRME1496,LEONARDO SPA,W8PTMRME1496
HLQLWMV97J37,Columbia,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,HLQLWMV97J37,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,HLQLWMV97J37
LB1XJ5UY5961,Columbia,"CIRCOR PUMPS NORTH AMERICA, LLC",L8T4R3N7ACL6,COLFAX CORPORATION,L8T4R3N7ACL6
PJRYS7EFXQD9,Columbia,B N L INDUSTRIES INC,,,
CN4DJZSKM3Y3,Columbia,"PENNSYLVANIA MACHINE WORKS, LLC",XTYYPELG5MQ7,,CN4DJZSKM3Y3; XTYYPELG5MQ7
CBMZJ3Z5SC89,Columbia,GOODRICH CORP,EGAVSJTA2D81,,EGAVSJTA2D81; PPLZG8J3N9D4
JKPCAKFW8X93,Columbia,AMERICAST TECHNOLOGIES INC,FLU4K8MGMZX7,"HITACHI, LTD.",FLU4K8MGMZX7; MLNKDLL8KKW6
GLU5BML5XQK2,Columbia,Romey Paul Ventures LLC,,,
JL9NMM3YALQ5,Columbia,"TAD PGS, INC.",M1GWN16X9VN3,Adecco Group AG,M1GWN16X9VN3; Q53BLDNWRKA8
MTNSMCNJCNE1,Columbia,"LJM PACKAGING CO., INC.",,,
MKXMUFJJYLY5,Columbia,WARD LEONARD CT LLC,,,
H8CSTCGGDD87,Columbia,STRYTEN ENERGY LLC,,,
MSFLXVQVJMG4,Columbia,"PEERLESS INSTRUMENT CO., INC.",PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,PF8PJNVEPTJ1
YA5MLUTX7W19,Columbia,ITT CORPORATION,TCCLSQU7ZMW5,ITT Inc.,TCCLSQU7ZMW5
R9EYKGK8NKA5,Columbia,"NUFLO, INC.",,,
RG8HFHKSV215,Columbia,PDS ENGINEERING & CONSTRUCTION INC,,,
LPY6KXBKHMK8,Columbia,"RHOADS INDUSTRIES, INC.",LPY6KXBKHMK8,"RHOADS INDUSTRIES, INC.",LPY6KXBKHMK8
K294P4QJHFU9,Columbia,MW JONES & COMPANY INC,,,
PGWNKJF89FV5,Columbia,ELMA ELECTRONIC INC.,XLKTN1TLGB75,Elma Electronic AG,PGWNKJF89FV5; XLKTN1TLGB75
N6JZARL64EW5,Columbia,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",,,
K151N8EJE998,Columbia,"CLIMAX PORTABLE MACHINE TOOLS, INC.",K151N8EJE998,"CLIMAX PORTABLE MACHINE TOOLS, INC.",K151N8EJE998
QNEXJLA47BM4,Columbia,"JAMESTOWN METAL MARINE SALES, INC.",QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",QNEXJLA47BM4
JC42EBJ5NFJ1,Columbia,HAMILTON SUNDSTRAND CORPORATION,EGAVSJTA2D81,,EGAVSJTA2D81; PPLZG8J3N9D4
EYMMLMHBMSL5,Columbia,"SGL AUTOMATION, LLC",,,
C6C8KS7Y1K76,Columbia,MIDE TECHNOLOGY CORP,C6C8KS7Y1K76,MIDE TECHNOLOGY CORP,C6C8KS7Y1K76
SKKACASET588,Columbia,DYNALEC CORPORATION,SKKACASET588,DYNALEC CORPORATION,SKKACASET588
QF82VVEDYFC3,Columbia,"PUROLATOR FACET, INC.",PLYSMJBAYE42,,PLYSMJBAYE42; QF82VVEDYFC3; W138B61KN3Q7
E9DKKLZNCQS9,Columbia,TRIDENT MARITIME SYSTEMS UK LIMITED,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,DDT1W4957HW7; E9DKKLZNCQS9; KDNEW5AC1X41
NVPEBL51CSF8,Columbia,GUILL TOOL & ENGINEERING CO INC,,,
EVZMB1757DW5,Columbia,"STEELFAB, INC",EVZMB1757DW5,"STEELFAB, INC",EVZMB1757DW5
U864F3HRME53,Columbia,GE ENERGY POWER CONVERSION USA INC.,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,JRZ1WHXAKBM3; U864F3HRME53
FFL2MLNT4FN1,Columbia,GARDNER DENVER NASH LLC,HQ19YHLBS985,,HQ19YHLBS985
KWHXKLAL87T5,Columbia,"IN-PLACE MACHINING COMPANY, LLC",KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",KWHXKLAL87T5
MRGNDX62YHQ3,Columbia,Conrex Steel Ltd,X8TCJXY34WL3,Marshall-Barwick Holdings Inc,LBNEM5R1LNL8; X8TCJXY34WL3
VXHFDAKS2LZ6,Columbia,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,,,
ETWEE7EYY9G5,Columbia,COGITIC CORPORATION,USRQZ9JUAF88,,USRQZ9JUAF88
PM3QRNLPA8K5,Columbia,"RILEY POWER GROUP, LLC",,,
FWF8QBPCGLG3,Columbia,GENERAL TOOL COMPANY,FWF8QBPCGLG3,GENERAL TOOL COMPANY,FWF8QBPCGLG3
K4GJKMQD4961,Columbia,"BARBER-NICHOLS, LLC",U5K7DSV5D3U7,,U5K7DSV5D3U7
HQYTCMF5RGE4,Columbia,SHERBURN ELECTRONICS INC.,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,HQYTCMF5RGE4
WNDYZX3ALFB1,Columbia,"COMARK, LLC",NFADFBRR9XM6,"Source Code Midco, LLC",NFADFBRR9XM6; WNDYZX3ALFB1
CE3HF8PLAFD3,Columbia,"MILWAUKEE VALVE COMPANY, LLC",,,
FACXKY7FULJ4,Columbia,"PRECISION FABRICATING & CLEANING COMPANY, INC.",EBMBBLNWAZS8,"Precision Resources, Inc.",EBMBBLNWAZS8
NTREK31GP8N3,Columbia,KSARIA CORPORATION,,,
LD7YXEQNEKZ3,Columbia,"LINCOLN ELECTRIC AUTOMATION, INC.",,,
F2KSX22KK1E4,Columbia,BLOOMY CONTROLS INC,F2KSX22KK1E4,"BLOOMY CONTROLS, INC.",F2KSX22KK1E4
NMHFLDYJJ4C5,Columbia,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3
XJWLF38U74P3,Columbia,FLUID HANDLING LLC,LFJVPJ77LNM7,,LFJVPJ77LNM7
ZFQBUPK552C3,Columbia,"H. R. HILLERY COMPANY, THE",,,
E86EYMJR23D1,Columbia,"MELLINGER ENGINEERING, INCORPORATED",,,
LFNVWPJYQKH4,Columbia,COASTAL DESIGN LLC,LFNVWPJYQKH4,"COASTAL DESIGN, LLC",LFNVWPJYQKH4
XBHNYVTCDQH8,Columbia,"UNIFIED2 GLOBAL PACKAGING GROUP, LLC",XBHNYVTCDQH8,"UNIFIED2 GLOBAL PACKAGING GROUP, LLC",XBHNYVTCDQH8
RYRLL49HWN65,Columbia,BAKER SHEET METAL CORPORATION,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,RYRLL49HWN65
U73RYB2RKTW4,Columbia,RWH CONSULTING GROUP INC,,,
LR2HQKYJLDZ7,Columbia,JA MOODY LLC,LR2HQKYJLDZ7,JA MOODY LLC,LR2HQKYJLDZ7; NYPLGL4BKTS7
E2P8AAJA2LK5,Columbia,"MICRO PRECISION, LLC",,,
PWK4GDMMEAQ8,Columbia,AMETEK SCP INC,N5KEKMFCWUR1,AMETEK INC.,N5KEKMFCWUR1
QSMPQ9WU65L5,Columbia,"FAIRLEAD INTEGRATED, LLC",DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",DXM3GSLGH2Z5
KSZBH4K529U5,Columbia,"CMI, INC.",VL3KQ5GEU6K1,"Palisades Holdings, Inc.",VL3KQ5GEU6K1
UAWKMCFNMNT1,Columbia,"CRAIG TECHNOLOGIES AEROSPACE SOLUTIONS, LLC",,,
J8PKNJEX2MS2,Columbia,"LOCKWOOD BROTHERS, INC.",,,
W3KUJLTCRLV1,Columbia,AMMCON CORP.,W3KUJLTCRLV1,AMMCON CORP.,W3KUJLTCRLV1
KVETLASZ5DL3,Columbia,CONREX STEEL LIMITED,KVETLASZ5DL3,CONREX STEEL LIMITED,KVETLASZ5DL3
REXPSJ7NAHU8,Columbia,DERBYSHIRE MACHINE & TOOL CO,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,REXPSJ7NAHU8
UNYXWK1ZR391,Columbia,"MAYCO MANUFACTURING, LLC",UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",J9PPG7L67SD3; UNYXWK1ZR391
JSAXGRLNEJ63,Columbia,"COLONNA'S SHIP YARD, INCORPORATED",JSAXGRLNEJ63,"COLONNA'S SHIP YARD, INCORPORATED",JSAXGRLNEJ63
GR2CKSBB4MB5,Columbia,LENAPE FORGED PRODUCTS CORP,,,
N16ET1YJ6QZ3,Columbia,"ROMAC INDUSTRIES, INC.",WH4HRFKKT8U6,"Romac Industries, Inc.",WH4HRFKKT8U6
HB74FFGNFK17,Columbia,THE DYSON CORPORATION,,,
JU5GNH1H5FV6,Columbia,DY4 INC.,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,PF8PJNVEPTJ1
U23DM4ULNLS3,Columbia,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,HPDLRXR4FYX5,,HPDLRXR4FYX5
WA9LNGN2DPF4,Columbia,"BECHTEL NATIONAL, INC.",QYLMXH4B2KX8,,QYLMXH4B2KX8
KKRWXEQ9FVU6,Columbia,HURLEY CONSTRUCTION,,,
ZW3UMG9YVNA9,Columbia,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",PNE9R5EJMWK8; SJULQDJ8NZU7; XXP4PLFFFGK9; ZW3UMG9YVNA9
MC77SUMRLXY5,Columbia,"MILWAUKEE VALVE COMPANY, INC.",MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",JJMSRWKWWQ87; MC77SUMRLXY5
NG7TY7BYU9R7,Columbia,"W. & O. SUPPLY, INC.",V91WXBJ7WKL1,,HUYTR5ZGSSN6; V91WXBJ7WKL1
JU2ME5ZK8VL3,Columbia,"MMC METROLOGY LAB, INC.",,,
VXJMLWN9XU18,Columbia,"BRADKEN - ATLAS, LLC",KK9MJ7GHSJ96,BRADKEN LIMITED,FLU4K8MGMZX7; KK9MJ7GHSJ96
F1UZPBD1VBH9,Columbia,"LYME COMPUTER SYSTEMS, INC.",F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",F1UZPBD1VBH9
VNC1NE44BXJ6,Columbia,"TOTAL WELDING SUPPLY, INC.",,,
CEN1DBGRNU77,Columbia,CHESTERFIELD SPECIAL CYLINDERS LIMITED,MKLMYV3GXC65,,MKLMYV3GXC65
WAJ6RKYZTYL3,Columbia,C & C METALS ENGINEERING INC,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,WAJ6RKYZTYL3
EK4EVQQNEFC6,Columbia,"HEXAGON MANUFACTURING INTELLIGENCE, INC.",NT2BUC9EN2N1,,LYHWX7B8JNF5; NT2BUC9EN2N1
E3YNKWRANZ18,Columbia,"AQUA-CHEM, INC.",,"AQUA-CHEM, INC.",
VJHFDLA3NLG8,Columbia,VULCAN METALS CORPORATION,FLU4K8MGMZX7,"HITACHI, LTD.",FLU4K8MGMZX7
WPP2ABN6UCF5,Columbia,"L3 TECHNOLOGIES, INC.",SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC",SJULQDJ8NZU7; XXP4PLFFFGK9
YVBHN7GKLQ44,Columbia,"GLENAIR, INC.",YVBHN7GKLQ44,"GLENAIR, INC.",YVBHN7GKLQ44
VKBFB8MAZ357,Columbia,TITANIUM FABRICATION CORPORATION,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,DNV6ZJNJPLW8; VKBFB8MAZ357
