uei,name,sub_parent_uei,dollars,records,programs,foreign
ZM8CV5ND9LG8,"JOSEPH T. RYERSON & SON, INC.",XXADYWMX8FE7,1015584.60,4,ddg,
CSB6FUPJ5TC1,"TDS AUTOMATION, INC.",ZTPCCBA4M5N5,1014815.65,7,ddg,
FQJTKZNF6GY5,"HILLER COMPANIES, INC., THE",GGSLGRB5KXM6,1011687.63,4,ddg,
R7JLC1Y2PLJ1,SCHROEDER INDUSTRIES LLC,TNLQJ5ULW665,1009599.20,7,ddg,
ZFN2JJXBLZT3,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,1001141.00,8,ddg,
CKV2L9GZKJK3,DELOITTE CONSULTING LLP,F588F1QGXCP3,999000.00,1,ddg,
RGC3LKCE74R6,ENERPAC CORPORATION,KM5NRZNTUDY8,991142.00,2,ddg,
KMP7FYJJV3N3,PRYSMIAN GROUP SPECIALTY CABLES LLC,KMP7FYJJV3N3,989068.28,5,ddg,
WW6HFEMKWPC5,FRIES SPINNING & STAMPINGS INC,,985747.00,23,ddg,
N5RJW5NX32Y1,"W R SYSTEMS, LTD.",N5RJW5NX32Y1,983272.72,14,ddg,
JA3LXNZMCTA9,KK MOLD DESIGN & MACHINING LLC,,972596.50,2,ddg,
D9T3VK42BLV7,"MILWAUKEE COMPOSITES, INC.",,967903.84,5,ddg,
LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",,962596.90,20,ddg,
S3NBXGNJ5433,"PCNET, INC.",S3NBXGNJ5433,957847.48,14,ddg,
MXEKHYEZZJZ6,"HOLMES MECHANICAL, INC.",MXEKHYEZZJZ6,952318.09,9,ddg,
LWF3CB1HFZF3,I S C O CORPORATION,LWF3CB1HFZF3,948041.18,19,ddg,
JCDGLS37EF65,"NATIONAL PARTITIONS, INC.",,941820.45,3,ddg,
N28CNQT19JY9,"USC CONSULTING GROUP, LLC",N28CNQT19JY9,938400.00,1,ddg,
HNJDANSKDZK9,"SPECTRONICS, INC.",HNJDANSKDZK9,935412.45,23,ddg,
DEGHQRGPKTQ8,PARKER-HANNIFIN CORPORATION,W138B61KN3Q7,935238.56,3,ddg,
V25NZRTBX3R3,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",RDB2AM2GGHH8,906062.00,2,ddg,
W547TUQXJ8Y4,CARVER PUMP COMPANY,W547TUQXJ8Y4,901811.58,10,ddg,
C18KXNHETC95,KITCO FIBER OPTICS INC,UU26FKF1MML6,900037.58,10,ddg,
EKY1E33VMH27,"UNITED RENTALS (NORTH AMERICA), INC.",,892310.71,9,ddg,
GXK6HT9PN3P9,KAMATICS CORPORATION,SCEEGJW7XZE5,885610.00,39,ddg,
FNBNKXCC3QD8,SUPERBOLT INC.,MHNEK1CGNJS9,883167.00,7,ddg,
CERUMMHMPXZ9,"CONAM INSPECTION AND ENGINEERING SERVICES, INC.",N8DAXK7KXKM8,877933.42,5,ddg,
S4ZAF64LJ1G3,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",VF58HFRNGEL8,877000.08,4,ddg,
SN8JQ8XJ55N9,"LOVEJOY, LLC",,872627.31,11,ddg,
S9FENR91JGV9,THE CARONDELET FOUNDRY CORPORATION,,868352.00,4,ddg,
HLW2GH7TF2M4,INDAL TECHNOLOGIES INC.,J9V9SJL4CW97,863891.21,2,ddg,Y
XRN4L5GSHNJ5,MASON ELECTRIC COMPANY,R5N4GY677EH5,857769.00,7,ddg,
FDMCABKJFNE8,"MINE SAFETY APPLIANCES COMPANY, LLC",HJG5ZSLCMTJ9,856082.60,3,ddg,
UES5F4AAZJK5,"DONALDSON COMPANY, INC.",UES5F4AAZJK5,853928.47,15,ddg,
W2H3SYSJNLK5,Arastaff,,845608.05,10,ddg,
SJDXENRDPKE8,SOPHEON CORPORATION,C42JQSEUNF23,844952.00,5,ddg,
TT9AGM31ZHM5,"BURK-KLEINPETER, INC.",TT9AGM31ZHM5,835891.42,3,ddg,
SFD8QNU62LD3,INSULATED WIRE INC.,UUWJVAA5CK71,833983.82,8,ddg,
LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",LN9YKAX66918,820968.00,17,ddg,
JK16ZQ9FRJ51,TAVERNIER DIDIER,,819738.00,8,ddg,Y
W7QMJRYTHHM4,"TECHSPEC, INC.",HYWRB7XDFNE9,819675.68,9,ddg,
RC7JGU7RMQT4,ECH ARCHITECTURE PS,,816977.89,8,ddg,
C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",,813840.00,5,ddg,
DKJ1R5ABCN48,SERCO INC.,FC3YWXFNT7U6,813130.06,8,ddg,
VUA5GYK66K98,CHAPCO INC,VUA5GYK66K98,811133.02,7,ddg,
L4ZMKLM4MPL3,MOOG INC.,L4ZMKLM4MPL3,796152.00,2,ddg,
CMTLME2MH6F4,SPIRAX SARCO INC,WCE1F3V37MM9,795932.00,6,ddg,
NL7RNBHWHJQ1,DRS TECHNOLOGIES CANADA LTD,W8PTMRME1496,794192.57,15,ddg,Y
W2GBUE64GMZ6,"DERBYSHIRE MARINE PRODUCTS, LLC",,792744.34,16,ddg,
R82KDN15JP13,"DYNETICS TECHNICAL SOLUTIONS, INC.",ZL41ERXMPAR3,792598.00,4,ddg,
MEQJENNPRLG9,"MASS CRANE & HOIST SERVICES, INC",,788720.00,2,ddg,
LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,LKXHMX1K3AC5,781231.41,7,ddg,
Y3LKL3D6FNK9,VIABLE POWER CONVERSION TECHNOLOGIES INC,,781228.64,2,ddg,Y
NJBMT6E7P7B4,INTERNATIONAL WELDING & FABRICATION INC,NJBMT6E7P7B4,778400.00,2,ddg,
C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",,777914.75,14,ddg,
QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,QWM1XWLUFQM8,772861.52,10,ddg,
XA3VAXMUA9A8,"EAGLE INDUSTRIES, INC.",,761386.18,4,ddg,
GNH1FJWKY3G3,WEST PHILA BRONZE CO INC,,759395.50,20,ddg,
H12BMH6V6495,"PIMA VALVE, LLC",,752889.72,8,ddg,
HRJNGAUKL2Q2,"HI-TEST LABORATORIES, INC.",,747400.00,9,ddg,
MAKYNVTMNZX1,"TRAC REGULATOR CO., INC.",,745510.00,7,ddg,
T99DCLB5NRH7,"OCENCO, INCORPORATED",T99DCLB5NRH7,736400.00,3,ddg,
GWKMNJ89SCC5,MATERION BRUSH INC.,QT9LCNSYE637,733550.88,10,ddg,
NN4BTBUN58J5,"STRATUS TECHNOLOGIES, INC.",,729603.10,15,ddg,
PDZUR2FMYD89,RANGER ENVIRONMENTAL SERVICES LLC,PDZUR2FMYD89,727624.45,9,ddg,
E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,XEQ3L57D2J24,718605.86,8,ddg,
JEDSVNSMLTN4,"OXFORD GLOBAL RESOURCES, LLC",MS5YBJZS9Y46,717600.00,1,ddg,
ML82LTYEBMQ5,ADVANCED OFFICE SYSTEMS INC,ML82LTYEBMQ5,714963.00,10,ddg,
XLLQN8Q4P7M1,"WANNER ENGINEERING, INC.",,714400.00,2,ddg,
ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",ZA7HPV7XXUE3,710862.15,7,ddg,
KK9FFUUML8N1,ABC APPLICATORS INC,N1UBBGCNNB38,710791.54,3,ddg,
J632BG3ZB8L9,"TTM TECHNOLOGIES, INC.",,704067.04,3,ddg,
GKN9NW23L2L9,"HYSPAN PRECISION PRODUCTS, INC.",GKN9NW23L2L9,702632.00,11,ddg,
SLTUM1DV4433,"PARASENSE, INC",S987C2WHMF29,700400.80,13,ddg,
WEK3JBN7G6L7,ADMIRAL FILTER COMPANY LLC,,699790.80,6,ddg,
HK1VJ4NJ6QN7,Lovejoy Curtis LLC,H4FZBFXLJ636,696459.20,16,ddg,
RDRYVJJX3NA5,"ELECTRO STANDARDS LABORATORY, INC.",,696115.18,7,ddg,
LQP7LJVDX6M6,"WESCO DISTRIBUTION, INC.",LU7KP9UJJ5L7,696099.81,9,ddg,
WAK3LFCLKJR4,BELL STEEL COMPANY,WAK3LFCLKJR4,689171.00,10,ddg,
N9DVRB18H324,ELLWOOD CITY FORGE COMPANY,SVXNHLLWX953,680431.00,2,ddg,
ZBAJWJYVWC49,"UNITED BUILDERS SUPPLY CO., INCORPORATED",ZBAJWJYVWC49,677141.85,12,ddg,
UZKRMH51VMJ5,"PAR SYSTEMS, LLC",C6CLJKP7D441,671002.00,1,ddg,
PHZDZ8SJ5CM1,CDW GOVERNMENT LLC,DNDLL934GK55,670807.32,9,ddg,
EB3GK67LJFR1,"SCHWEITZER ENGINEERING LABORATORIES, INC.",EB3GK67LJFR1,670452.00,3,ddg,
KTMAJCY6JXM3,"LEIDOS, INC.",ZL41ERXMPAR3,668772.00,6,ddg,
Z2M4Q4H6TKM3,"DAWSON-MACDONALD CO., INC.",,667694.00,13,ddg,
EAZVTUEVK9J9,AIRLINE HYDRAULICS CORP,EAZVTUEVK9J9,663456.60,8,ddg,
XK68QNYRQCH8,"AMERICAN BOA, INCORPORATED",K1M4HECUHKR4,661830.00,8,ddg,
EP6JXEP15RF3,"GENUINE CABLE GROUP, LLC",LPNPM5FBDS29,660281.00,4,ddg,
GLT9FNADUMA4,ALLIED WIRE AND CABLE LLC,GLT9FNADUMA4,658362.30,4,ddg,
E5NZAXG4MNB7,MURRAY BENJAMIN ELECTRIC CO LLC,,654870.65,9,ddg,
CJ8CQLEM2RW3,SYSCO USA II LLC,HTHZV61C5DV8,646242.36,6,ddg,
WYN3NM142HF3,THE LEE CO,WYN3NM142HF3,645240.20,6,ddg,
V16LFA3JDR14,Limitorque Corporation,,639463.20,8,ddg,
VKM2EJNZJ367,"MANDEX, INC.",VKM2EJNZJ367,637216.63,5,ddg,
MK6AGEN4XM53,"POWERSTATION, LLC",MK6AGEN4XM53,634961.00,4,ddg,
XSVGNUK78U74,BAC CORROSION CONTROL A/S,N59KLKMGK7T6,634551.79,9,ddg,Y
U517SU1EZGK9,"CHALMERS & KUBECK, INC.",U517SU1EZGK9,633367.00,13,ddg,
G42SVPMNBDA1,THOMSON LINEAR LLC,,628734.04,6,ddg,
K5CLWKFJGGB9,"BEAR MACHINERY, INC.",K5CLWKFJGGB9,628331.00,4,ddg,
DH7CZ5SHWTN7,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",,619272.49,8,ddg,
JMFNDVNJ67A3,CM-MATRIX CORPORATION,,599850.00,10,ddg,
Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",,598076.22,17,ddg,
KDWVFE3K1TL3,MOOG INC.,L4ZMKLM4MPL3,591638.00,4,ddg,
XK8VBJ94L4E9,"AEROSPACE SUPPLY, INC",XK8VBJ94L4E9,590740.00,7,ddg,
UPMWNA8Y25L1,"GEODETIC SERVICES, INC",,590092.60,11,ddg,
C4C1WKKFJ8H5,ENERGY RENTAL SOLUTIONS LLC,,588737.00,7,ddg,
E6KQEMMCJ9B6,"ATRENNE COMPUTING SOLUTIONS, LLC",JVPJXP6A4DF8,587705.00,3,ddg,
V6FJCB53JDK7,"RURAL ROUTE 2, LLC",V6FJCB53JDK7,580150.41,8,ddg,
V1XJX2JT3JK1,VECTOR NORTH AMERICA INC.,P3S2F1HKFDM4,579581.00,7,ddg,
CZKYJKB7H9J7,"VEGAS FASTENER MANUFACTURING, LLC",RBANKF6MUJS9,578012.22,12,ddg,
VD5WUGZUCJ44,"Triple Son Wholesale Timber, Inc.",,575435.00,6,ddg,
JFEWJZWTH4W4,The Tool House Inc,JFEWJZWTH4W4,571515.50,5,ddg,
M618ETNNYA77,DROITCOUR COMPANY,,570415.52,8,ddg,
GE3JLF1PZBM8,RETLIF INCORPORATED,GE3JLF1PZBM8,570071.51,12,ddg,
NHA2LDXZPES3,ITT ENIDINE INC.,TCCLSQU7ZMW5,570048.40,6,ddg,
FRJQGQHDX4J3,"L3 TECHNOLOGIES, INC.",SJULQDJ8NZU7,567051.80,2,ddg,
JU7ZGUDEJA79,RAILWAY SPECIALTIES CORPORATION,,564730.00,4,ddg,
JHKFCL4CT7L6,"FACILITIES ENGINEERING ASSOCIATES, P.C.",,552005.00,15,ddg,
DN8HGRSV3LA6,OUTLAND TECHNOLOGY INC,,548900.00,9,ddg,
N1MARKMJYJU3,"BRANTNER AND ASSOCIATES, INC.",MPCXJJQJAL83,545288.00,2,ddg,
GMVJD1H9JQX8,"MICROFLEX, INC.",GMVJD1H9JQX8,543532.00,6,ddg,
MWCVNKNHLF53,ATI LADISH LLC,MCZLJUKD4BD4,542568.00,5,ddg,
DKKYHHPUBT58,COMMERCIAL EXPRESS HVAC LLC,,540880.00,1,ddg,
MQHCDMP17GK7,DRAKA CABLETEQ USA INC,EBJCZNYDQDH8,539158.46,2,ddg,
FGELS2KFR825,"AMEE BAY, LLC",ETNKUJ6T6L26,538372.00,2,ddg,
NNJRRSR2XFB5,"TRANSFER ENTERPRISES, INC.",NNJRRSR2XFB5,535504.28,6,ddg,
NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",,529469.50,14,ddg,
NB21QESAKUM9,L3 TECHNOLOGIES INC,SJULQDJ8NZU7,528930.00,2,ddg,
TYQ7WJJPGH91,ANIXTER INC,HT2SC8NC87E1,528000.00,1,ddg,
QFG7EC12DQK4,"UNITED RENTALS (NORTH AMERICA), INC.",DZ4JXAPAU222,527182.00,12,ddg,
WMCUE58SZBD3,MILLER ELECTRIC MFG. LLC,RTYDEXYNEZS1,526652.00,3,ddg,
PQXWA9BB6UJ6,"PULSCO, INC.",S9HRDMLBL795,525648.00,2,ddg,
CW7HJMUQB621,"ECI DEFENSE GROUP, INC.",,522842.52,1,ddg,
UWH5HRSJ5ES7,AUTOMATIC COATING LIMITED,,521075.37,2,ddg,Y
TKE2CB4A5YW4,HONEYWELL INTERNATIONAL INC.,YBVGQEYENNM6,516035.00,7,ddg,
K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,K5WVCD4GUK41,515611.16,17,ddg,
KDKVNQBN2Q53,"Barnhart Northeast, Inc.",M2MJR8KTEQU9,514820.00,7,ddg,
H5YBZ3M7LKG3,"HAYES PUMP, INC.",H5YBZ3M7LKG3,513738.40,2,ddg,
LNU9THQFHLR5,TRIFAX LLC,,513104.40,1,ddg,
E5XTWRMQAZN1,APPLIED PRODUCTS INC,Y32LYMHRGTL8,511327.26,3,ddg,
MKGCWL2DHBT4,MARINE TECH WIRE & CABLE INC,MKGCWL2DHBT4,510370.00,2,ddg,
M6ZTA4NZGLQ5,"ANDERSON METAL INDUSTRIES, INC.",,504963.57,13,ddg,
JQHDLX7VEUC1,"HUISH OUTDOORS, LLC",,504900.00,3,ddg,
RGFBAKWWL465,MARITIME APPLIED PHYSICS CORPORATION,,504501.59,4,ddg,
CHSCLZAAPTQ3,PULSAFEEDER INC,GHH5AMJ8C896,499652.00,5,ddg,
EFVKMVKJ7WA4,FIBA TECHNOLOGIES INC,,491718.00,1,ddg,
TGUHUW52MLE3,NIANTIC SEAL INC,Z7NHE6ADMH29,490579.92,10,ddg,
XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,XGUEGCF761T9,485851.30,7,ddg,
LX5BF78ZTHW4,"Hdt Expeditionary Systems, Inc.",SPJDDHTQBSY9,485170.00,8,ddg,
EPHBJMLFMGL7,"STACO SYSTEMS, INC.",K2JGXQQ8HLE5,481162.24,5,ddg,
GJ9JBJ7B7FB5,G.S. BLODGETT CORPORATION,GQ6ADGRCXZ54,480773.00,4,ddg,
NNNPMB5KA1V6,DENNEY PLASTICS MACHINING LLC,,480687.31,11,ddg,
UN3TBWQUCQN4,DELTA-ELECTRO POWER INC.,,479686.00,5,ddg,
K574V7KEQUC8,"CIRCOR AEROSPACE, INC.",U45EH8WMNF55,476401.56,2,ddg,
EEJPJ342F3P1,"TABET MANUFACTURING COMPANY, INC.",EEJPJ342F3P1,475860.00,7,ddg,
GHJ6L9RLAR65,WILSON TOOL INTERNATIONAL INC.,GHJ6L9RLAR65,475530.00,3,ddg,
HF33ZG3KCKL5,LORD CORPORATION,X97ZECBY6573,474069.50,4,ddg,
NSEVFLRKSUV1,"NITCO, LLC",ENB9DTFH6MP8,472330.00,4,ddg,
MXDKLLXB3EK7,B&G MANUFACTURING CO INC,MXDKLLXB3EK7,471922.00,5,ddg,
HRLNLKRL4YE4,"CHAMPCO, INC.",,470244.49,10,ddg,
CPSRQJC6C379,"SECURE COMPONENTS, LLC",,462545.00,1,ddg,
T3DYDNW4KVC7,"KAUFMAN COMPANY, INC.",,461926.59,4,ddg,
FNQSY3S2MCM9,"STS OPERATING, INC.",RU42J22YFWW5,458436.57,10,ddg,
QD5WJVX8YGD3,"PHENIX TECHNOLOGIES, INC.",,457500.00,1,ddg,
MKVJLXA9AJA5,"MILLER SHEETMETAL, INC.",,457000.00,2,ddg,
HA3GWLK3JK58,Evoqua Water Technologies LLC,WMKNZ361LYM4,453718.00,2,ddg,
GEZPNX8Q2RM3,"STS OPERATING, INC.",RU42J22YFWW5,453220.00,3,ddg,
LSGYNGHKB863,"DEBAN ENTERPRISES, INC.",,450605.00,10,ddg,
VBFXNRMUYSK6,NTS TECHNICAL SYSTEMS,KQP8TDGEJBK3,450427.00,6,ddg,
WJHBHQHC1RJ6,STEEL CONSTRUCTORS LLC,,450396.00,3,ddg,
GNFJGT9MKJW5,"CONNECTICUT VALLEY INDUSTRIES, LLC",,450329.00,4,ddg,
FX3GHG9B79N5,"TC/AMERICAN MONORAIL, INC.",FX3GHG9B79N5,449000.00,1,ddg,
DZVSKE3ZKRV4,"IE TEST, LLC",,445095.06,6,ddg,
GCDKJTM3RJX6,"RAPID DEPLOYABLE SYSTEMS, INC",GCDKJTM3RJX6,443890.00,2,ddg,
J2DMF1YRKD96,STANDARD CALIBRATIONS INC,,439986.23,8,ddg,
LK9BTBWNLY96,BEK INC,EA52ZMBH4YG7,439864.50,7,ddg,
QH1NZM6TK6C9,"TEATR MUZYKI I POEZII P/R E.KAMBUROVOI, GBU",,436857.04,4,ddg,Y
EARSLY8TTEC9,REDBUILT LLC,FH3GTQ8ZKNT8,434031.36,9,ddg,
H33DK44BJZE1,HAWTHORNE MACHINERY CO.,H33DK44BJZE1,430600.00,4,ddg,
DSMPCQLY6953,"BLUESTEEL CYBER SECURITY, LLC",,428160.00,5,ddg,
H4XMKMGRFLH4,"COB INDUSTRIES, INC.",H4XMKMGRFLH4,426381.90,5,ddg,
MYNQR7KVKSA6,SCHNEIDER ELECTRIC SYSTEMS USA INC,KSFXGBDLNG74,425449.13,1,ddg,
HYN4GBTR6TF3,GULF COAST MARINE SUPPLY CO,HYN4GBTR6TF3,424677.44,7,ddg,
ZFN4LWA82L53,"ARS RECYCLING SYSTEMS 2019, LLC",,424448.17,3,ddg,
PVUKF83PZZM6,"INTEGRO, LLC",,418200.00,3,ddg,
NHDSASKCSSS9,SUPERIOR-LIDGERWOOD-MUNDY CORPORATION,EYXEF9DML9L7,417199.75,2,ddg,
KN2BBGWNLKJ8,"ASCO POWER TECHNOLOGIES, L.P.",PG7AZJQMRL27,415340.00,1,ddg,
MKRCHD2CBAY1,HAMILTON SUNDSTRAND CORPORATION,PPLZG8J3N9D4,411280.12,7,ddg,
WQAKKCKH9LM8,"SECURITAS CRITICAL INFRASTRUCTURE SERVICES, INC.",JQTLH33SXNQ7,407587.05,2,ddg,
LGWMGNMDN987,"THORNTON TOMASETTI, INC.",HRMQNK5ED447,406000.00,3,ddg,
VJSTD8U7QBD9,SAFARILAND LLC,ML28DU1R7P77,401680.00,8,ddg,
N8D3ZCX4AXH3,AIRGAS USA LLC,CL4ZKLFK5DR3,399551.88,3,ddg,
JN14RTY2BEZ5,H. C. STARCK INC.,ZKKURBCSEX58,399374.40,4,ddg,
XTB5UHKL6VE8,"SEA-TECH PRODUCTS, INC.",,399208.00,4,ddg,
P2LCCMCFB788,ECOMASS TECHNOLOGIES LP,U7JWYPC9CQB5,391500.00,1,ddg,
M5HPA6U5LF26,"NEW ENGLAND MECHANICAL SERVICES, INC.",RJTAYN8QLWY1,390470.00,4,ddg,
YULJLSW1N2G4,CYGNUS L.L.C.,,390000.00,1,ddg,
LJLZRNS9DYC6,Anixter Inc.,LU7KP9UJJ5L7,389474.77,5,ddg,
JJRDPJY9GQA8,FLETCHER CONSTRUCTION CO INC,,389429.76,12,ddg,
J6DMEL935CD1,XYLEM INC.,J6DMEL935CD1,387894.30,10,ddg,
K8E7AWK9FHD4,HPS FABRICATIONS INC,,387000.00,1,ddg,
HMCHY1Y3NCG9,SPECIALTY BAR PRODUCTS COMPANY,NTUCRA5YV1N5,386617.44,11,ddg,
N5H9R8EN75V9,"MOTION INDUSTRIES, INC.",DZ8RD2EBBMK5,386255.20,9,ddg,
Y9KTFBR51N11,"BRONCO ELECTRIC, INC.",RLQSWT8EFHK6,385196.72,5,ddg,
R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",,384402.00,8,ddg,
CP1HCZ82DJL7,NC PRECISION LLC,,380644.26,9,ddg,
CWM4UN76ZQW8,LOCKHEED MARTIN CORPORATION,JSQTW5L2SSM1,378151.00,3,ddg,
JLREE96WGKM5,LAUREL TECHNOLOGIES PARTNERSHIP,W8PTMRME1496,377862.00,4,ddg,
EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",EJ8LYVPT4KR9,376604.00,8,ddg,
JJGGMB8XQPV7,L. L. ROWE COMPANY,MPCXJJQJAL83,371895.84,1,ddg,
KKRXVDJZQ5V5,KEYSTONE FIRE PROTECTION CO.,KKRXVDJZQ5V5,371851.00,7,ddg,
CHJNFCBMNJS3,"OCEANEERING INTERNATIONAL, INC.",XBVZKN1HH445,369441.00,1,ddg,
J3HWENQMNG69,"ARCADIA MANUFACTURING GROUP, INC.",J3HWENQMNG69,367666.73,11,ddg,
U8SDJVH8SQ19,CITY ELECTRIC SUPPLY COMPANY,LWUJSY6EEMS5,365660.36,5,ddg,
DP49VT4FA4J3,"ADA CORE TECHNOLOGIES, INC.",Y884HM6MN5F4,364638.80,4,ddg,
DLLCKA14LMZ5,"Merrill Aviation, Inc.",,359761.96,4,ddg,
VE86LWM6ABF6,MASON FOREST PRODUCTS INC,VE86LWM6ABF6,358246.20,3,ddg,
RJZKELTAHBM5,"POWER CONVERSION TECHNOLOGIES, INC.",TPMWFAWVG1N8,356115.00,6,ddg,
K572F32CSLG5,MANPOWER INC.,,355450.00,2,ddg,
RYYRAAAGPXB5,"Stockert, Laura",RYYRAAAGPXB5,352453.12,5,ddg,
GWLQXM7YKVA5,Pro Design,,350000.00,2,ddg,
S1TGQ9L36486,"TOOL-SMITH COMPANY, INC",S1TGQ9L36486,348179.55,7,ddg,
CR39JL3216G7,NEWPORT NEWS NUCLEAR INC,F9SDJAZFTLG6,347839.55,25,ddg,
L14LNGXH8M26,CURTIS WRIGHT BUILDERS LLC,,346500.00,2,ddg,
UGQ9ZMC59WA6,"CABLEWORKS, INC.",,346214.42,4,ddg,
QF3MD1MU1651,"ECHELON SUPPLY AND SERVICE, INC.",EWD8TDAHE164,344316.11,5,ddg,
VWX3JEES4FF7,TRIMAN INDUSTRIES INC,,342633.06,1,ddg,
KAFVDV3C5BN1,"321GANG, INC.",,342322.01,7,ddg,
J7JGTBNSM619,MEGATOR CORPORATION,,337062.19,10,ddg,
FD69PPCVM2B8,PASCAGOULA LAUNCH SERVICE INC,,334975.00,7,ddg,
GJU6WW45U4F4,ARROWHEAD GLOBAL LLC,,334931.10,2,ddg,
JL4THZCMNKR7,JACKSON PLATING CO,,334433.01,6,ddg,
K8FJZDHMEP65,AMERICAN VULKAN CORPORATION,KLLANFLBFBA3,333662.00,1,ddg,
C78RLSNKVJJ4,"CONTRACT FURNITURE OPTIONS, INC.",,332454.59,1,ddg,
ZZAPAMK4XF22,"VELTRE ENGINEERING, INC.",DXHFNUEKWQM9,331914.00,7,ddg,
FNQARYRJJEL5,COSPOLICH INC.,,329436.19,8,ddg,
MBMCF42D4CF7,"CLEAN HARBORS ENVIRONMENTAL SERVICES, INC.",KBNWTC65LYM5,329318.56,4,ddg,
X4M2SP7V9BC6,"METHODS MACHINE TOOLS, INC.",X4M2SP7V9BC6,327000.00,1,ddg,
PMEEVBBB7418,DUCWORKS INC,,326418.00,1,ddg,
E144Y6P6NLN9,"HOPE GROUP, LLC., THE",PFUMVMAUF5K2,326284.93,2,ddg,
HJFAW5KCG7N7,"MAST TECHNOLOGIES, LLC",MENSE2ENG8J6,325739.75,4,ddg,
FVFNV3NERP36,"POWERSTAR, INC.",,323611.00,5,ddg,
JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC,MBPHTU7Y9S65,322356.06,1,ddg,
KP4JKHFBESJ7,CRESTCHIC INC,CW8GV1H3JTC9,321703.95,2,ddg,
MYDWUALGXBL5,BIOMATED SOLUTIONS LLC,,317435.00,8,ddg,
MP94VMTR2DX4,Preece Incorporated,QAANUA3XNWD3,316358.00,4,ddg,
E3WFXJMWH458,"ADVANCED THEODOLITE TECHNOLOGY, INC.",YSGPUVNKVME1,315236.86,4,ddg,
T5PEM8N1QE25,AMRON INTERNATIONAL INC,T5PEM8N1QE25,314010.00,4,ddg,
TSJLBQWEYD73,CUSTOM MAGNETICS OF CALIFORNIA INCORPORATED,,310548.00,2,ddg,
VM23NJLXLCK9,"G. O. CARLSON, INC.",VM23NJLXLCK9,310429.85,4,ddg,
JM2GNDJLDWL5,ADVEX CORPORATION,JM2GNDJLDWL5,310109.00,2,ddg,
WVERJSJEZ4U8,"LABORATORY TESTING, INC.",WVERJSJEZ4U8,309649.01,3,ddg,
PRNKGJL4NQH1,OMEGA ENGINEERING INC,EG67WFES7DT3,309249.28,6,ddg,
HFL7UADKYZ52,"BARNHART NORTHEAST, INC.",,307645.00,3,ddg,
CQLFMKPGRUQ3,"TEVET, LLC",CQLFMKPGRUQ3,303401.91,6,ddg,
H3NAF151Y5A4,"RICHARDSON ELECTRICAL CO., INC.",,303172.52,6,ddg,
D6BPMCKP2FE4,"O.C. LUGO CO., INC., THE",D6BPMCKP2FE4,302441.60,2,ddg,
VWKKJWTHS2W4,"AIR MANAGEMENT SOLUTIONS, LLC",,302000.00,3,ddg,
V62NC51F7YV1,UNIVERSITY OF DAYTON,V62NC51F7YV1,301923.00,3,ddg,
MTDAPRCB1BJ1,"JETSTREAM OF HOUSTON, LLP",M18SGN9VAEX5,301246.55,4,ddg,
TCFSL93JH8Y9,"GRYPHON MARINE, LLC",DUN6EJ4H75K8,300000.00,2,ddg,
DQ8FL1MAR4K5,"NAVAL AND MARITIME CONSORTIUM, INC.",,300000.00,1,ddg,
ED16VKVTCHC8,ECI DEFENSE GROUP INC,ED16VKVTCHC8,299984.52,1,ddg,
R71XN254HA36,AKRON BRASS COMPANY,XGKMK9LBC344,298618.00,6,ddg,
DTCND1MN7J15,ASPEQ HEATING GROUP LLC,LTJZX6G2X7Z1,297880.58,9,ddg,
KQJTYTVTATY8,"NORTH ATLANTIC INDUSTRIES, INC.",KQJTYTVTATY8,297472.00,2,ddg,
L6EMG925NF78,KADANT UNAFLEX LLC,QLMUV48L7HP4,296055.00,7,ddg,
VV9KH3L99VE3,INTERNATIONAL BUSINESS MACHINES CORPORATION,J64CSQTQNRC1,293823.10,1,ddg,
C1PGRWC26153,EXLAR CORPORATION,PF8PJNVEPTJ1,292320.00,2,ddg,
SBJMSMKJ9M93,"Fitchburg Welding Co., Inc.",,291817.00,6,ddg,
KHN9PQ6VZ756,MIDSTATE INDUSTRIAL SUPPLY INC,,291700.00,4,ddg,
M2XAYNY2P889,"POWELL ELECTRONICS, INC.",M2XAYNY2P889,291165.42,3,ddg,
