Program,Prime PIID,Subawardee UEI,Subawardee Vendor Name,Reports,Distinct Subaward Numbers,Correction Actions,First Action,Last Action,Activity Span (Years),Net Subaward $M (FY2026$)
DDG,N0002418C2307,ZZG5TB4JCKE1,"KAHN AND COMPANY, INCORPORATED",,1,,,,,
DDG,N0002418C2307,J6MHT1L54CG4,"DEZURIK, INC.",,1,,,,,
DDG,N0002418C2307,J683M8AF97Q5,ELLISON BRONZE INC,,1,,,,,
DDG,N0002423C2307,J1T1FEN3PWX6,GENERAL ELECTRIC COMPANY,,6,,,,,
DDG,N0002423C2307,FZPYZ11SFNA6,TIMKEN GEARS & SERVICES INC.,,3,,,,,
DDG,N0002423C2307,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",,5,,,,,
DDG,N0002423C2307,GXPHJRVG9MR7,DRS NAVAL POWER SYSTEMS INC,,7,,,,,
DDG,N0002423C2307,HLVBPCA2LH41,Rolls-Royce Marine North America Inc.,,1,,,,,
DDG,N0002423C2307,PQGNEEY9W5M3,NORTHROP GRUMMAN SYSTEMS CORPORATION,,7,,,,,
DDG,N0002423C2307,QGB4RDYJNJT9,ELLWOOD NATIONAL FORGE COMPANY,,5,,,,,
DDG,N0002423C2307,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",,7,,,,,
DDG,N0002423C2307,HLE1E2KALJA5,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",,16,,,,,
DDG,N0002423C2307,VJMTKNLENX24,ENGINEERED COIL COMPANY,,16,,,,,
DDG,N0002423C2307,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",,52,,,,,
DDG,N0002423C2307,JW6PXX1WALN4,HOWDEN NORTH AMERICA INC,,16,,,,,
DDG,N0002423C2307,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,,20,,,,,
DDG,N0002423C2307,N5KMLMXEPFM5,PARKER HANNIFIN CORPORATION,,5,,,,,
DDG,N0002423C2307,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,,20,,,,,
DDG,N0002423C2307,J645RTMFWMW1,"MAXIM EVAPORATORS OF AMERICA, LLC",,7,,,,,
DDG,N0002423C2307,MKXMUFJJYLY5,WARD LEONARD CT LLC,,9,,,,,
DDG,N0002423C2307,WSK3WRSGKAU1,ALFA LAVAL INC,,7,,,,,
DDG,N0002423C2307,V1MQFNQB56Z5,RIX INDUSTRIES,,6,,,,,
DDG,N0002423C2307,F42BKS7EHCL8,EMS Development Corporation,,7,,,,,
DDG,N0002423C2307,SSD8KRDXKG46,"THE HILLER COMPANIES, LLC",,14,,,,,
DDG,N0002423C2307,V8HGGNTGDH59,PEERLESS MFG CO,,7,,,,,
DDG,N0002423C2307,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,,17,,,,,
DDG,N0002423C2307,M4ELQDG7JLM5,AIR & LIQUID SYSTEMS CORPORATION,,7,,,,,
DDG,N0002423C2307,KYURG7LRSC89,CIRCOR NAVAL SOLUTIONS LLC,,7,,,,,
DDG,N0002423C2307,HWLGUR28KMS6,APPLETON MARINE INC,,12,,,,,
DDG,N0002423C2307,XYNDM1Y7XGG7,AMERICAN METAL BEARING CO,,5,,,,,
DDG,N0002423C2307,M4ANYAZ8Q6H8,"Setra Systems, Inc.",,5,,,,,
DDG,N0002423C2307,NN7PCHZFNZP8,GOODWIN STEEL CASTINGS LIMITED,,2,,,,,
DDG,N0002423C2307,TSCZLHCGNQ53,FACET (OKLAHOMA) LLC,,7,,,,,
DDG,N0002423C2307,FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC",,2,,,,,
DDG,N0002423C2307,D2J1SSHB5EB7,THE HELLAN STRAINER CO,,2,,,,,
DDG,N0002423C2307,LM35HWEVUPH3,ADI TECHNOLOGIES INC.,,1,,,,,
DDG,N0002423C2307,E3YNKWRANZ18,"AQUA-CHEM, INC.",,7,,,,,
DDG,N0002423C2307,Q35JL9GFCAK3,MAROTTA CONTROLS INC,,13,,,,,
DDG,N0002423C2307,JEP5GQGFPUL9,Portland Valve LLC,,3,,,,,
DDG,N0002423C2307,NYGUEDY27AM8,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,2,,,,,
DDG,N0002423C2307,SKKACASET588,DYNALEC CORPORATION,,13,,,,,
DDG,N0002423C2307,HUK5MJK4MH39,"LESLIE CONTROLS, INC.",,2,,,,,
DDG,N0002423C2307,ZJYJB7MBFE56,CRANE PUMPS & SYSTEMS PFT CORP,,7,,,,,
DDG,N0002423C2307,MC77SUMRLXY5,"MILWAUKEE VALVE CO, INC",,11,,,,,
DDG,N0002423C2307,N6P1AGPMV456,EVAC NORTH AMERICA INC,,2,,,,,
DDG,N0002423C2307,HLFDNJU7KXJ1,BOGUE SYSTEMS INC,,5,,,,,
DDG,N0002423C2307,D3QEMKB2X4N5,LEXAIR INC,,1,,,,,
DDG,N0002423C2307,LR2HQKYJLDZ7,JA MOODY LLC,,4,,,,,
DDG,N0002423C2307,KH1SMVPKSHY4,GREAT LAKES SOUND & VIBRATION INC,,2,,,,,
DDG,N0002423C2307,VJHFDLA3NLG8,Vulcan Metals Corporation,,5,,,,,
DDG,N0002423C2307,MMDRDDVELDX8,DANTE VALVE COMPANY,,10,,,,,
DDG,N0002423C2307,RJGEKQDTZKT8,ELECTRIC HEATER CO,,2,,,,,
DDG,N0002423C2307,QVTKQ7LJE196,M.T. DAVIDSON COMPANY,,6,,,,,
DDG,N0002423C2307,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",,6,,,,,
DDG,N0002423C2307,UK6NAHCH8459,CAROLINA POWER SYSTEMS OF SUMTER INC,,2,,,,,
DDG,N0002423C2307,FLQJXSFMNQP6,LISTER CHAIN & FORGE INC,,1,,,,,
DDG,N0002423C2307,JA2KCX21NL48,"DEFENSE MARITIME SOLUTIONS, INC.",,4,,,,,
DDG,N0002423C2307,PJRYS7EFXQD9,B N L INDUSTRIES INC,,6,,,,,
DDG,N0002423C2307,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,,3,,,,,
DDG,N0002423C2307,EZVMH8VEGL34,BAUER COMPRESSORS INC,,2,,,,,
DDG,N0002423C2307,FLMQAKFEMG64,INDEECO LLC,,2,,,,,
DDG,N0002423C2307,LG8PRS9MR697,SFC Valve Corporation,,3,,,,,
DDG,N0002423C2307,FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,,1,,,,,
DDG,N0002423C2307,VDGQNU1VJC64,XCHANGER MANUFACTURING CORPORATION,,2,,,,,
DDG,N0002423C2307,LGVPVLMRHH51,"W. & O. SUPPLY, INC.",,1,,,,,
DDG,N0002423C2307,RLXQHCXFT513,CUNICO CORPORATION,,2,,,,,
DDG,N0002423C2307,KNEFNMWXBK39,JO-KELL INC.,,5,,,,,
DDG,N0002423C2307,QEP4TKLKQDV3,"U.S. Pioneer, L.L.C.",,2,,,,,
DDG,N0002423C2307,P4XPJNTCHB68,SCHOELLHORN - ALBRECHT MACHINE CO INC,,2,,,,,
DDG,N0002423C2307,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,1,,,,,
DDG,N0002423C2307,W547TUQXJ8Y4,CARVER PUMP COMPANY,,7,,,,,
DDG,N0002423C2307,FYS6F3284LN3,VELAN VALVE CORP.,,1,,,,,
DDG,N0002423C2307,L2EDH4DX27J5,WILLIAM E WILLIAMS VALVE CORP,,1,,,,,
DDG,N0002423C2307,J6DMEL935CD1,Xylem Inc.,,3,,,,,
DDG,N0002423C2307,E5NZAXG4MNB7,MURRAY BENJAMIN ELECTRIC CO LLC,,1,,,,,
DDG,N0002423C2307,M6ZTA4NZGLQ5,ANDERSON METAL INDUSTRIES INC,,2,,,,,
DDG,N0002423C2307,WWMME88ERQG5,BESTWELD INC,,1,,,,,
DDG,N0002423C2307,MAKYNVTMNZX1,"TRAC REGULATOR CO., INC.",,1,,,,,
DDG,N0002423C2307,QV38GMJUBJQ3,L3HARRIS MARITIME SERVICES INC,,1,,,,,
DDG,N0002423C2307,FNQSY3S2MCM9,"STS OPERATING, INC.",,1,,,,,
DDG,N0002423C2307,MSYWUDGYPKF5,"CP INDUSTRIES HOLDINGS, INC",,1,,,,,
DDG,N0002423C2307,JGNYLKEPEBL4,PEMCO-NAVAL ENGINEERING WORKS INC,,1,,,,,
DDG,N0002423C2307,FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",,1,,,,,
DDG,N0002423C2307,DQLZFV6PFCB9,"TATE ANDALE, LLC",,1,,,,,
DDG,N0002423C2307,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,,1,,,,,
DDG,N0002423C2307,GMVJD1H9JQX8,"MICROFLEX, INC.",,1,,,,,
Virginia,N0002412C2115,TZLXM3NCC7D1,EXIDE TECHNOLOGIES,,1,,,,,
Virginia,N0002412C2115,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,14,,,,,
Virginia,N0002412C2115,SX6BF52K2WB1,VACCO INDUSTRIES,,7,,,,,
Virginia,N0002412C2115,HUDHMPV9B6M9,NORTHROP GRUMMAN SYSTEMS CORPORATION,,2,,,,,
Virginia,N0002412C2115,MU3CM1145E44,PROGENY SYSTEMS CORPORATION,,11,,,,,
Virginia,N0002412C2115,R9EYKGK8NKA5,"NUFLO, INC.",,10,,,,,
Virginia,N0002412C2115,YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",,3,,,,,
Virginia,N0002412C2115,LCV2N9FVV739,NORTHROP GRUMMAN SYSTEMS CORPORATION,,15,,,,,
Virginia,N0002412C2115,J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",,3,,,,,
Virginia,N0002412C2115,RBJHSL4MK9M8,LANXESS SOLUTIONS US INC.,,1,,,,,
Virginia,N0002412C2115,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",,15,,,,,
Virginia,N0002412C2115,KZGEJ29ND6K3,EVONIK CORPORATION,,12,,,,,
Virginia,N0002412C2115,WPP2ABN6UCF5,"L3 TECHNOLOGIES, INC.",,15,,,,,
Virginia,N0002412C2115,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",,3,,,,,
Virginia,N0002412C2115,JLZUKW73FAM9,"Paradigm Precision Holdings, LLC",,6,,,,,
Virginia,N0002412C2115,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",,29,,,,,
Virginia,N0002412C2115,NRCCMBKQ6FD7,LEIDOS INNOVATIONS CORPORATION,,10,,,,,
Virginia,N0002412C2115,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,,9,,,,,
Virginia,N0002412C2115,PUG1H9MFJD63,"AMERICAN TANK & FABRICATING CO, THE",,3,,,,,
Virginia,N0002412C2115,E2P8AAJA2LK5,"MICRO PRECISION, LLC",,14,,,,,
Virginia,N0002412C2115,K3XPS1HXNBF3,"B & F MACHINE COMPANY, INC.",,22,,,,,
Virginia,N0002412C2115,W3KUJLTCRLV1,AMMCON CORP.,,13,,,,,
Virginia,N0002412C2115,TZVRTYNM3MN3,PEGASUS STEEL LLC,,6,,,,,
Virginia,N0002412C2115,PTMFLMD2CUB4,"L3 TECHNOLOGIES, INC.",,5,,,,,
Virginia,N0002412C2115,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",,8,,,,,
Virginia,N0002412C2115,V73QNVKJWAJ9,CRYSTAL GROUP INC.,,8,,,,,
Virginia,N0002412C2115,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",,2,,,,,
Virginia,N0002412C2115,EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",,3,,,,,
Virginia,N0002412C2115,KNEFNMWXBK39,JO-KELL INC.,,12,,,,,
Virginia,N0002412C2115,TAB4FBLR5UM1,ANIXTER INC.,,3,,,,,
Virginia,N0002412C2115,GXK6HT9PN3P9,KAMATICS CORPORATION,,2,,,,,
Virginia,N0002412C2115,UZMKDFWHKTC9,"Maro Display, Inc.",,2,,,,,
Virginia,N0002412C2115,PAH8M4BJACA5,"TELEDYNE INSTRUMENTS, INC.",,11,,,,,
Virginia,N0002412C2115,FYUJEKH32UF5,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",,22,,,,,
Virginia,N0002412C2115,WN3KS9Z5JLK9,"PRECISION MACHINE & GEAR, INC.",,14,,,,,
Virginia,N0002412C2115,N1PJDANWUJ61,SCOT FORGE COMPANY,,13,,,,,
Virginia,N0002412C2115,KP54PU9M3GY5,TE CONNECTIVITY SEACON PHOENIX INC.,,14,,,,,
Virginia,N0002412C2115,YWX1QLBKSQD7,"PRC - DESOTO INTERNATIONAL, INC.",,13,,,,,
Virginia,N0002412C2115,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,9,,,,,
Virginia,N0002412C2115,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",,5,,,,,
Virginia,N0002412C2115,SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",,2,,,,,
Virginia,N0002412C2115,KMDLJAJQ4UM1,"BRANTNER AND ASSOCIATES, INC.",,2,,,,,
Virginia,N0002412C2115,YGGCA283C3P4,HALE HAMILTON (VALVES) LIMITED,,1,,,,,
Virginia,N0002412C2115,JH2CJYVWBME6,"ROLLER BEARING COMPANY OF AMERICA, INC.",,9,,,,,
Virginia,N0002412C2115,N79NY6FRL2F3,CUSTOM ALLOY CORPORATION,,10,,,,,
Virginia,N0002412C2115,KNAGZL3AKW44,"110 TECHNOLOGY, LLC",,3,,,,,
Virginia,N0002412C2115,WREEAHYMRQ45,"PCB PIEZOTRONICS, INC.",,3,,,,,
Virginia,N0002412C2115,PFRSFST9SSL1,RANTEC POWER SYSTEMS INC.,,2,,,,,
Virginia,N0002412C2115,LZP6L339NKZ9,MARINE POLYMERS INC,,7,,,,,
Virginia,N0002412C2115,DJMMEPKGGNB3,"MEASUREMENT SPECIALTIES, INC.",,5,,,,,
Virginia,N0002412C2115,PM3QRNLPA8K5,"RILEY POWER GROUP, LLC",,1,,,,,
Virginia,N0002412C2115,UR64LG5YKUE8,"LYNN LADDER AND SCAFFOLDING CO., INC.",,5,,,,,
Virginia,N0002412C2115,E9DKKLZNCQS9,AISH TECHNOLOGIES LTD,,2,,,,,
Virginia,N0002412C2115,WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",,5,,,,,
Virginia,N0002412C2115,XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",,10,,,,,
Virginia,N0002412C2115,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",,8,,,,,
Virginia,N0002412C2115,PGWNKJF89FV5,ELMA ELECTRONIC INC.,,6,,,,,
Virginia,N0002412C2115,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,,4,,,,,
Virginia,N0002412C2115,N28CNQT19JY9,"USC CONSULTING GROUP, LLC",,1,,,,,
Virginia,N0002412C2115,RLYHS582JDW8,"CAMERON TECHNOLOGIES US, INC.",,3,,,,,
Virginia,N0002412C2115,ZFQBUPK552C3,"H. R. HILLERY COMPANY, THE",,6,,,,,
Virginia,N0002412C2115,FJMAMQK89ZB8,"CAMERON TECHNOLOGIES US, INC.",,10,,,,,
Virginia,N0002412C2115,X96XQ88UFHM5,Maria Do Carmo De Albuquerque Lins Me,,1,,,,,
Virginia,N0002412C2115,MKXMUFJJYLY5,WARD LEONARD CT LLC,,9,,,,,
Virginia,N0002412C2115,L4ZMKLM4MPL3,MOOG INC.,,2,,,,,
Virginia,N0002412C2115,JC42EBJ5NFJ1,HAMILTON SUNDSTRAND CORPORATION,,6,,,,,
Virginia,N0002412C2115,QVJEVJHK3G31,"AGGREKO, LLC",,8,,,,,
Virginia,N0002412C2115,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,,4,,,,,
Virginia,N0002412C2115,EVZMB1757DW5,"STEELFAB, INC.",,1,,,,,
Virginia,N0002412C2115,ZVKEBJ4HQHB8,"HEILIND MIL-AERO, LLC",,9,,,,,
Virginia,N0002412C2115,JRUCKDSNXKD5,"ENTWISTLE COMPANY, THE",,4,,,,,
Virginia,N0002412C2115,JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,,10,,,,,
Virginia,N0002412C2115,NTREK31GP8N3,KSARIA CORPORATION,,4,,,,,
Virginia,N0002412C2115,JU5GNH1H5FV6,DY4 INC.,,7,,,,,
Virginia,N0002412C2115,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,5,,,,,
Virginia,N0002412C2115,NN4BTBUN58J5,"STRATUS TECHNOLOGIES, INC.",,13,,,,,
Virginia,N0002412C2115,ML82LTYEBMQ5,ADVANCED OFFICE SYSTEMS INC,,8,,,,,
Virginia,N0002412C2115,GXPHJRVG9MR7,"DRS POWER & CONTROL TECHNOLOGIES, INC",,10,,,,,
Virginia,N0002412C2115,F42BKS7EHCL8,EMS DEVELOPMENT CORPORATION,,2,,,,,
Virginia,N0002412C2115,ZPZMCRH2JSA3,"EZEFLOW USA, INC.",,3,,,,,
Virginia,N0002412C2115,FDMCABKJFNE8,"MINE SAFETY APPLIANCES COMPANY, LLC",,1,,,,,
Virginia,N0002412C2115,FJAVFFKN2LE3,"WATTEREDGE, INC.",,2,,,,,
Virginia,N0002412C2115,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",,2,,,,,
Virginia,N0002412C2115,ZBAJWJYVWC49,"UNITED BUILDERS SUPPLY CO., INCORPORATED",,1,,,,,
Virginia,N0002412C2115,N6BAAYHLH8G7,"TTM PRINTED CIRCUIT GROUP, INC.",,7,,,,,
Virginia,N0002412C2115,U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",,5,,,,,
Virginia,N0002412C2115,JKZNKGGWYZ87,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,6,,,,,
Virginia,N0002412C2115,C256E427Q518,"DELTAK MANUFACTURING, INC.",,1,,,,,
Virginia,N0002412C2115,QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,,5,,,,,
Virginia,N0002412C2115,ZXNYWJ1KLDL9,"SYMETRICS INDUSTRIES, LLC",,1,,,,,
Virginia,N0002412C2115,QLTXH525A671,"RAPID PREP, LLC",,10,,,,,
Virginia,N0002412C2115,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",,4,,,,,
Virginia,N0002412C2115,QB7EKDNK2E83,"BRIERE, TIM",,8,,,,,
Virginia,N0002412C2115,YVBHN7GKLQ44,"GLENAIR, INC.",,6,,,,,
Virginia,N0002412C2115,RLXQHCXFT513,CUNICO CORPORATION,,7,,,,,
Virginia,N0002412C2115,Z2M4Q4H6TKM3,"DAWSON-MACDONALD CO., INC.",,7,,,,,
Virginia,N0002412C2115,KK9HWTR6SM49,"DUER /CAROLINA COIL, INCORPORATED",,5,,,,,
Virginia,N0002412C2115,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",,8,,,,,
Virginia,N0002412C2115,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",,5,,,,,
Virginia,N0002412C2115,PHZDZ8SJ5CM1,CDW GOVERNMENT LLC,,6,,,,,
Virginia,N0002412C2115,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,,13,,,,,
Virginia,N0002412C2115,TYQ7WJJPGH91,ANIXTER INC,,1,,,,,
Virginia,N0002412C2115,H4K1A9NVAB68,CRYSTAL INSTRUMENTS CORPORATION,,2,,,,,
Virginia,N0002412C2115,WJ45NXW2TVD7,MOOG INC.,,4,,,,,
Virginia,N0002412C2115,S3NBXGNJ5433,"PCNET, INC.",,7,,,,,
Virginia,N0002412C2115,MF1LU8RPCMB8,"RANOR, INC.",,2,,,,,
Virginia,N0002412C2115,GHJ6L9RLAR65,WILSON TOOL INTERNATIONAL INC.,,1,,,,,
Virginia,N0002412C2115,XP9YLL3TNCB9,"S & S FOREST PRODUCTS, LLC",,8,,,,,
Virginia,N0002412C2115,ZJYJB7MBFE56,"CRANE PUMPS & SYSTEMS, INC.",,2,,,,,
Virginia,N0002412C2115,EARSLY8TTEC9,REDBUILT LLC,,8,,,,,
Virginia,N0002412C2115,H33DK44BJZE1,HAWTHORNE MACHINERY CO.,,2,,,,,
Virginia,N0002412C2115,PVUKF83PZZM6,"INTEGRO, LLC",,3,,,,,
Virginia,N0002412C2115,MK6AGEN4XM53,"POWERSTATION, LLC",,1,,,,,
Virginia,N0002412C2115,R2D6XY1EM6J8,SENSARAS,,4,,,,,
Virginia,N0002412C2115,SFD8QNU62LD3,INSULATED WIRE INC.,,2,,,,,
Virginia,N0002412C2115,NGMSB6M2QKA4,"ASA ENVIRONMENTAL PRODUCTS, INC.",,8,,,,,
Virginia,N0002412C2115,KDWVFE3K1TL3,MOOG INC.,,2,,,,,
Virginia,N0002412C2115,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",,5,,,,,
Virginia,N0002412C2115,JJGGMB8XQPV7,L. L. ROWE COMPANY,,1,,,,,
Virginia,N0002412C2115,XA3VAXMUA9A8,"EAGLE INDUSTRIES, INC.",,2,,,,,
Virginia,N0002412C2115,MUD4KL77FK98,TURNBULL LLC,,1,,,,,
Virginia,N0002412C2115,KDKVNQBN2Q53,"Barnhart Northeast, Inc.",,4,,,,,
Virginia,N0002412C2115,CR99X5Q2KQS1,"LBI, INC.",,4,,,,,
Virginia,N0002412C2115,L5YANW2XSND4,"B.W. ELLIOTT MANUFACTURING CO., LLC",,7,,,,,
Virginia,N0002412C2115,UN3TBWQUCQN4,DELTA-ELECTRO POWER INC.,,2,,,,,
Virginia,N0002412C2115,E144Y6P6NLN9,"HOPE GROUP, LLC., THE",,2,,,,,
Virginia,N0002412C2115,JQHDLX7VEUC1,"HUISH OUTDOORS, LLC",,2,,,,,
Virginia,N0002412C2115,MP94VMTR2DX4,Preece Incorporated,,3,,,,,
Virginia,N0002412C2115,LB1XJ5UY5961,IMO INDUSTRIES INC.,,1,,,,,
Virginia,N0002412C2115,UPMWNA8Y25L1,"GEODETIC SERVICES, INC",,6,,,,,
Virginia,N0002412C2115,WMCUE58SZBD3,MILLER ELECTRIC MFG. CO.,,1,,,,,
Virginia,N0002412C2115,Y9KMLM1AFU63,ROTRON INCORPORATED,,3,,,,,
Virginia,N0002412C2115,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",,5,,,,,
Virginia,N0002412C2115,HSV2N9ACRTJ6,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,,3,,,,,
Virginia,N0002412C2115,X25CWCMUL417,"CARLLO, INC.",,1,,,,,
Virginia,N0002412C2115,DSBBDM96K6H6,RACER MACHINERY INTERNATIONAL INC,,1,,,,,
Virginia,N0002412C2115,JMFNDVNJ67A3,CM-MATRIX CORPORATION,,4,,,,,
Virginia,N0002412C2115,GL8XT6HAWLK1,BHI ENERGY I POWER SERVICES LLC,,1,,,,,
Virginia,N0002412C2115,PCELDZMEAL25,"MICROPORE, INC.",,2,,,,,
Virginia,N0002412C2115,Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",,3,,,,,
Virginia,N0002412C2115,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,,7,,,,,
Virginia,N0002412C2115,J3HWENQMNG69,"ARCADIA MANUFACTURING GROUP, INC.",,1,,,,,
Virginia,N0002412C2115,XLLQN8Q4P7M1,"WANNER ENGINEERING, INC.",,1,,,,,
Virginia,N0002412C2115,GFBTEVXB65X7,"PCC ROLLMET, INC.",,1,,,,,
Virginia,N0002412C2115,FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",,4,,,,,
Virginia,N0002412C2115,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",,2,,,,,
Virginia,N0002412C2115,XH9ADBLZRMF1,MELLINGER ENGINEERING GROUP LLC,,1,,,,,
Virginia,N0002412C2115,GJEUJECUQNN6,L-3 CHESAPEAKE SCIENCES CORPORATION,,1,,,,,
Virginia,N0002412C2115,WDZDHBA8ZJX8,Airgas USA LLC,,2,,,,,
Virginia,N0002412C2115,CBY1P9UHMVK1,"D.S. SEWING, INC.",,2,,,,,
Virginia,N0002412C2115,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",,5,,,,,
Virginia,N0002412C2115,FNBNKXCC3QD8,SUPERBOLT INC.,,3,,,,,
Virginia,N0002412C2115,NXGLEN3CK1N6,"DATACON, INC.",,3,,,,,
Virginia,N0002412C2115,GFSJF2WNK1E1,"SCHNEIDER ELECTRIC SYSTEMS USA, INC.",,3,,,,,
Virginia,N0002412C2115,C1CCV2BRQJ26,MARINE EQUIPMENT AND ENGINEERING SOLUTIONS LLC,,4,,,,,
Virginia,N0002412C2115,HA3UFSU8FN75,"L3 TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002412C2115,MWCVNKNHLF53,ATI LADISH LLC,,2,,,,,
Virginia,N0002412C2115,Q7CGW8NCRGJ6,"TRANSDIGM, INC.",,2,,,,,
Virginia,N0002412C2115,HMCHY1Y3NCG9,SPECIALTY BAR PRODUCTS COMPANY,,4,,,,,
Virginia,N0002412C2115,N5H9R8EN75V9,"MOTION INDUSTRIES, INC.",,2,,,,,
Virginia,N0002412C2115,GYDNLMKBK274,"MARCO GROUP INTERNATIONAL, INC.",,3,,,,,
Virginia,N0002412C2115,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,2,,,,,
Virginia,N0002412C2115,QFG7EC12DQK4,"UNITED RENTALS (NORTH AMERICA), INC.",,2,,,,,
Virginia,N0002412C2115,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",,1,,,,,
Virginia,N0002412C2115,G9HKMXL5L973,"OIL STATES INDUSTRIES, INC",,5,,,,,
Virginia,N0002412C2115,QJCBMJ8NX5P5,"FOAMPAK, INC.",,2,,,,,
Virginia,N0002412C2115,CBB5ZBL4F2G3,ENVIRONMENTAL CONTAINMENT SYSTEMS LLC,,5,,,,,
Virginia,N0002412C2115,YMKJUADMJN79,"TRI-TEC MANUFACTURING, LLC",,1,,,,,
Virginia,N0002412C2115,MKRCHD2CBAY1,HAMILTON SUNDSTRAND CORPORATION,,3,,,,,
Virginia,N0002412C2115,MME9X24LUXP1,"ACROMAG, INCORPORATED",,5,,,,,
Virginia,N0002412C2115,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",,4,,,,,
Virginia,N0002412C2115,Y7HTALFZANK8,"GENERAL MACHINE AND TOOL COMPANY, INC.",,2,,,,,
Virginia,N0002412C2115,YUHMEUENEET4,Lawrence Leasing Corp.,,1,,,,,
Virginia,N0002412C2115,J3AFGKXWYK73,YORK INTERNATIONAL CORPORATION,,3,,,,,
Virginia,N0002412C2115,YKMMCNDT9KF8,"YANKEE REMODELER OF NEW LONDON, INC.",,2,,,,,
Virginia,N0002412C2115,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,,3,,,,,
Virginia,N0002412C2115,DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",,3,,,,,
Virginia,N0002412C2115,K574V7KEQUC8,"CIRCOR AEROSPACE, INC.",,1,,,,,
Virginia,N0002412C2115,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",,3,,,,,
Virginia,N0002412C2115,HB74FFGNFK17,THE DYSON CORPORATION,,2,,,,,
Virginia,N0002412C2115,E844ZKYNKDX4,"MECS, INC.",,3,,,,,
Virginia,N0002412C2115,DN8HGRSV3LA6,OUTLAND TECHNOLOGY INC,,3,,,,,
