Program,Prime PIID,Subawardee UEI,Subawardee Vendor Name,Reports,Distinct Subaward Numbers,Correction Actions,First Action,Last Action,Activity Span (Years),Net Subaward $M (FY2026$)
Virginia,N0002417C2100,NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",,18,,,,,
Virginia,N0002417C2100,VUA5GYK66K98,CHAPCO INC,,2,,,,,
Virginia,N0002417C2100,SE6NBH1ZRQN5,Veterans' Group LLC,,2,,,,,
Virginia,N0002417C2100,QF82VVEDYFC3,"PUROLATOR FACET, INC.",,5,,,,,
Virginia,N0002417C2100,JLZUKW73FAM9,"Paradigm Precision Holdings, LLC",,4,,,,,
Virginia,N0002417C2100,XRN4L5GSHNJ5,MASON ELECTRIC CO.,,4,,,,,
Virginia,N0002417C2100,VERVZNQLJQM6,ABRASIVE FINISHING INDUSTRIES LLC,,7,,,,,
Virginia,N0002417C2100,V627Y8NS1JM1,MILCOTS LLC,,2,,,,,
Virginia,N0002417C2100,CE4UBZFNCKU9,MOHAWK NORTHEAST INC,,3,,,,,
Virginia,N0002417C2100,MWJTQK36KMG3,ZAPATA INCORPORATED,,1,,,,,
Virginia,N0002417C2100,CMTLME2MH6F4,"SPIRAX SARCO, INC.",,5,,,,,
Virginia,N0002417C2100,TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",,13,,,,,
Virginia,N0002417C2100,MDH6KH9D4SG7,"ASCO POWER TECHNOLOGIES, L.P.",,3,,,,,
Virginia,N0002417C2100,PUFMZLZJ2BY2,MATTHEW WARREN INC,,7,,,,,
Virginia,N0002417C2100,QLTXH525A671,"RAPID PREP, LLC",,9,,,,,
Virginia,N0002417C2100,MUD4KL77FK98,TURNBULL LLC,,2,,,,,
Virginia,N0002417C2100,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",,6,,,,,
Virginia,N0002417C2100,ZJYJB7MBFE56,CRANE PUMPS & SYSTEMS PFT CORP,,2,,,,,
Virginia,N0002417C2100,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",,5,,,,,
Virginia,N0002417C2100,UPAPN5VL4KR9,EATON AEROSPACE LLC,,3,,,,,
Virginia,N0002417C2100,H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,,1,,,,,
Virginia,N0002417C2100,KK9HWTR6SM49,"DUER /CAROLINA COIL, INCORPORATED",,6,,,,,
Virginia,N0002417C2100,S1LJCH88WHT5,W.R. DAVIS ENGINEERING LIMITED,,1,,,,,
Virginia,N0002417C2100,M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",,2,,,,,
Virginia,N0002417C2100,GWKMNJ89SCC5,MATERION BRUSH INC.,,6,,,,,
Virginia,N0002417C2100,H4K1A9NVAB68,CRYSTAL INSTRUMENTS CORPORATION,,2,,,,,
Virginia,N0002417C2100,J632BG3ZB8L9,"TTM TECHNOLOGIES, INC.",,2,,,,,
Virginia,N0002417C2100,J7RQVJ723JM3,MADISON COMPANY,,4,,,,,
Virginia,N0002417C2100,MME9X24LUXP1,"ACROMAG, INCORPORATED",,7,,,,,
Virginia,N0002417C2100,LZP6L339NKZ9,MARINE POLYMERS INC,,2,,,,,
Virginia,N0002417C2100,D6GJGD1KMH25,"ANIXTER, INC",,1,,,,,
Virginia,N0002417C2100,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",,2,,,,,
Virginia,N0002417C2100,NB21QESAKUM9,L3 TECHNOLOGIES INC,,1,,,,,
Virginia,N0002417C2100,WYN3NM142HF3,"LEE COMPANY, THE",,4,,,,,
Virginia,N0002417C2100,PQXWA9BB6UJ6,"PULSCO, INC.",,2,,,,,
Virginia,N0002417C2100,XJWLF38U74P3,"FLUID HANDLING, LLC",,1,,,,,
Virginia,N0002417C2100,LNU9THQFHLR5,TRIFAX LLC,,1,,,,,
Virginia,N0002417C2100,E5XTWRMQAZN1,APPLIED PRODUCTS INC,,3,,,,,
Virginia,N0002417C2100,NMHFLDYJJ4C5,LOCKHEED MARTIN CORPORATION,,1,,,,,
Virginia,N0002417C2100,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",,10,,,,,
Virginia,N0002417C2100,G42SVPMNBDA1,THOMSON LINEAR LLC,,2,,,,,
Virginia,N0002417C2100,N6BAAYHLH8G7,"TTM PRINTED CIRCUIT GROUP, INC.",,2,,,,,
Virginia,N0002417C2100,KXWXRYB3FBW3,FLOWSERVE CORP,,3,,,,,
Virginia,N0002417C2100,R9EYKGK8NKA5,"NUFLO, INC.",,1,,,,,
Virginia,N0002417C2100,LD7YXEQNEKZ3,"LINCOLN ELECTRIC AUTOMATION, INC.",,1,,,,,
Virginia,N0002417C2100,XLLQN8Q4P7M1,"WANNER ENGINEERING, INC.",,1,,,,,
Virginia,N0002417C2100,FJMAMQK89ZB8,"CAMERON TECHNOLOGIES US, INC.",,6,,,,,
Virginia,N0002417C2100,KSZBH4K529U5,"CMI, INC.",,2,,,,,
Virginia,N0002417C2100,JAXJSTJJSP74,RAYTHEON BBN TECHNOLOGIES CORP.,,1,,,,,
Virginia,N0002417C2100,QCFDU4MA1444,A/Z CORPORATION,,4,,,,,
Virginia,N0002417C2100,GHVMX1DLDAK6,"WURTH REVCAR FASTENERS, INC.",,4,,,,,
Virginia,N0002417C2100,SFD8QNU62LD3,INSULATED WIRE INC.,,6,,,,,
Virginia,N0002417C2100,FFL2MLNT4FN1,GARDNER DENVER NASH LLC,,1,,,,,
Virginia,N0002417C2100,VJHFDLA3NLG8,VULCAN METALS CORPORATION,,3,,,,,
Virginia,N0002417C2100,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,,4,,,,,
Virginia,N0002417C2100,NHA2LDXZPES3,ITT ENIDINE INC.,,5,,,,,
Virginia,N0002417C2100,DNY9WHR3SKK6,ICON M G T SYSTEMS LLC,,4,,,,,
Virginia,N0002417C2100,V6FJCB53JDK7,"RURAL ROUTE 2, LLC",,5,,,,,
Virginia,N0002417C2100,LFNVWPJYQKH4,COASTAL DESIGN LLC,,5,,,,,
Virginia,N0002417C2100,GEZPNX8Q2RM3,"STS OPERATING, INC.",,1,,,,,
Virginia,N0002417C2100,CXQ7A9JSV3K5,"MEASUREMENT SYSTEMS, INC.",,2,,,,,
Virginia,N0002417C2100,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",,5,,,,,
Virginia,N0002417C2100,DN8HGRSV3LA6,OUTLAND TECHNOLOGY INC.,,5,,,,,
Virginia,N0002417C2100,HK1VJ4NJ6QN7,LOVEJOY CURTIS LLC,,10,,,,,
Virginia,N0002417C2100,ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",,5,,,,,
Virginia,N0002417C2100,N1MARKMJYJU3,"BRANTNER AND ASSOCIATES, INC.",,1,,,,,
Virginia,N0002417C2100,U517SU1EZGK9,"CHALMERS & KUBECK, INC.",,3,,,,,
Virginia,N0002417C2100,NNNPMB5KA1V6,DENNEY PLASTICS MACHINING LLC,,6,,,,,
Virginia,N0002417C2100,CHSCLZAAPTQ3,PULSAFEEDER INC,,3,,,,,
Virginia,N0002417C2100,CHJNFCBMNJS3,"OCEANEERING INTERNATIONAL, INC.",,1,,,,,
Virginia,N0002417C2100,NN7PCHZFNZP8,GOODWIN STEEL CASTINGS LIMITED,,1,,,,,
Virginia,N0002417C2100,CR39JL3216G7,NEWPORT NEWS NUCLEAR INC,,8,,,,,
Virginia,N0002417C2100,M4ANYAZ8Q6H8,GEMS SENSORS INC.,,2,,,,,
Virginia,N0002417C2100,EKY1E33VMH27,"UNITED RENTALS (NORTH AMERICA), INC.",,2,,,,,
Virginia,N0002417C2100,MWCVNKNHLF53,ATI LADISH LLC,,2,,,,,
Virginia,N0002417C2100,EPHBJMLFMGL7,"STACO SYSTEMS, INC.",,3,,,,,
Virginia,N0002417C2100,GMVJD1H9JQX8,"MICROFLEX, INC.",,2,,,,,
Virginia,N0002417C2100,H12BMH6V6495,"PIMA VALVE, LLC",,1,,,,,
Virginia,N0002417C2100,HFL7UADKYZ52,"BARNHART NORTHEAST, INC.",,3,,,,,
Virginia,N0002417C2100,FLMQAKFEMG64,INDEECO LLC,,1,,,,,
Virginia,N0002417C2100,WW6HFEMKWPC5,FRIES SPINNING & STAMPINGS INC,,5,,,,,
Virginia,N0002417C2100,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,,1,,,,,
Virginia,N0002417C2100,VV9KH3L99VE3,INTERNATIONAL BUSINESS MACHINES CORPORATION,,1,,,,,
Virginia,N0002417C2100,RJZKELTAHBM5,"POWER CONVERSION TECHNOLOGIES, INC.",,3,,,,,
Virginia,N0002417C2100,JN14RTY2BEZ5,H. C. STARCK INC.,,3,,,,,
Virginia,N0002417C2100,DQLZFV6PFCB9,"TATE ANDALE, LLC",,2,,,,,
Virginia,N0002417C2100,GMBZL1B9YMW9,A W GIFFORD INC,,6,,,,,
Virginia,N0002417C2100,VM23NJLXLCK9,"G. O. CARLSON, INC.",,1,,,,,
Virginia,N0002417C2100,JC42EBJ5NFJ1,HAMILTON SUNDSTRAND CORPORATION,,1,,,,,
Virginia,N0002417C2100,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",,3,,,,,
Virginia,N0002417C2100,SN8JQ8XJ55N9,"LOVEJOY, LLC",,2,,,,,
Virginia,N0002417C2100,DKLBZLX4D674,"L&C PROTEC, INC.",,1,,,,,
Virginia,N0002417C2100,LWF3CB1HFZF3,I S C O CORPORATION,,7,,,,,
Virginia,N0002417C2100,MAKYNVTMNZX1,TRAC REGULATORS INC,,2,,,,,
Virginia,N0002417C2100,YMKJUADMJN79,"TRI-TEC MANUFACTURING, LLC",,2,,,,,
Virginia,N0002417C2100,HFK9V1G2B513,"MOTOROLA SOLUTIONS, INC.",,2,,,,,
Virginia,N0002417C2100,PFRSFST9SSL1,RANTEC POWER SYSTEMS INC.,,1,,,,,
Virginia,N0002417C2100,LPWJLN5JQPW4,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,,1,,,,,
Virginia,N0002417C2100,XA3VAXMUA9A8,"EAGLE INDUSTRIES, INC.",,1,,,,,
Virginia,N0002417C2100,EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",,2,,,,,
Virginia,N0002417C2100,MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",,1,,,,,
Virginia,N0002417C2100,NYWQLNAXE9G4,"ISLAND HOSE & SEALS, INC.",,2,,,,,
Virginia,N0002417C2100,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,,2,,,,,
Virginia,N0002417C2100,JX92LMWRTRJ9,"DONALDSON COMPANY, INC.",,2,,,,,
Virginia,N0002417C2100,MK6AGEN4XM53,"POWERSTATION, LLC",,2,,,,,
Virginia,N0002417C2100,XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",,3,,,,,
Virginia,N0002417C2100,CP1HCZ82DJL7,NC PRECISION LLC,,2,,,,,
Virginia,N0002417C2100,V7GQF5M7C667,"SOUTHERN GEAR & MACHINE, INC.",,3,,,,,
Virginia,N0002417C2100,CWU4C613AB25,THE AIRFLO INSTRUMENT COMPANY,,2,,,,,
Virginia,N0002417C2100,F6JXYKQB4QL6,H.C. STARCK,,1,,,,,
Virginia,N0002417C2100,TGUHUW52MLE3,NIANTIC SEAL INC,,4,,,,,
Virginia,N0002417C2100,KDWVFE3K1TL3,MOOG INC.,,1,,,,,
Virginia,N0002417C2100,EN76W7CYJYN7,MARMON/KEYSTONE LLC,,1,,,,,
Virginia,N0002417C2100,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,,4,,,,,
Virginia,N0002417C2100,XSVGNUK78U74,BAC CORROSION A/S,,2,,,,,
Virginia,N0002417C2100,RJGEKQDTZKT8,ELECTRIC HEATER CO,,2,,,,,
Virginia,N0002417C2100,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,,5,,,,,
Virginia,N0002417C2100,F8M5LJA6LJL4,"SARGENT AEROSPACE & DEFENSE, LLC",,3,,,,,
Virginia,N0002417C2100,FKEYGBAYJLH3,"MERCURY SYSTEMS, INC.",,1,,,,,
Virginia,N0002417C2100,DB33FU6GGYE7,BLACK KNIGHT ENTERPRISES LLC,,2,,,,,
Virginia,N0002417C2100,JQHDLX7VEUC1,"HUISH OUTDOORS, LLC",,1,,,,,
Virginia,N0002417C2100,PRNKGJL4NQH1,OMEGA ENGINEERING INC,,2,,,,,
Virginia,N0002417C2100,CPHLNLBGWFN5,DRS NAVAL POWER SYSTEMS INC,,2,,,,,
Virginia,N0002417C2100,HMCHY1Y3NCG9,SPECIALTY BAR PRODUCTS COMPANY,,2,,,,,
Virginia,N0002417C2100,R7UCMAWL4H87,The Credit Scholars,,1,,,,,
Virginia,N0002417C2100,KPFHQNYN8R54,"PACKAGE ONE INDUSTRIES, LLC",,3,,,,,
Virginia,N0002417C2100,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",,2,,,,,
Virginia,N0002417C2100,HB74FFGNFK17,THE DYSON CORPORATION,,4,,,,,
Virginia,N0002417C2100,GY5BEBKX7ME7,"RBC SOUTHWEST PRODUCTS, INC.",,2,,,,,
Virginia,N0002417C2100,D6BPMCKP2FE4,"O.C. LUGO CO., INC., THE",,1,,,,,
Virginia,N0002417C2100,KDKVNQBN2Q53,"Barnhart Northeast, Inc.",,2,,,,,
Virginia,N0002417C2100,P3NZJN8NQSB3,FORTUNE METAL FINISHING CORPORATION,,2,,,,,
Virginia,N0002417C2100,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,,1,,,,,
Virginia,N0002417C2100,CFXRGJSB9UB6,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",,3,,,,,
Virginia,N0002417C2100,T5PEM8N1QE25,AMRON INTERNATIONAL INC,,2,,,,,
Virginia,N0002417C2100,VJFKVNQBYVL5,GREENE RUBBER CO INC,,3,,,,,
Virginia,N0002417C2100,PRKVJMMJYJM3,WILLIFORD PLASTICS INC,,1,,,,,
Virginia,N0002417C2100,NKNJZAVJ9EK3,COGSDILL TOOL PRODUCTS INC,,1,,,,,
Virginia,N0002417C2100,VJMTKNLENX24,ENGINEERED COIL COMPANY,,3,,,,,
Virginia,N0002417C2100,W8RMNY6A3NT1,"FLUID DYNAMICS, LLC",,1,,,,,
Virginia,N0002417C2100,C1VMWS2KV645,"OMNI SERVICES, INC.",,1,,,,,
Virginia,N0002417C2100,D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",,3,,,,,
Virginia,N0002417C2100,MGFUP827VKV2,"ROSS MACHINERY SALES, INC",,1,,,,,
Virginia,N0002417C2100,T9U5YKZRMHH5,"MANUFACTURER'S RUBBER & SUPPLY CO, INC.",,2,,,,,
Virginia,N0002417C2100,PD3NKE727DN9,"TRI-LANE EQUIPMENT RENTALS, INC.",,1,,,,,
Virginia,N0002417C2100,WY3RNC5GMY36,"TITANIUM INDUSTRIES, INC.",,2,,,,,
Virginia,N0002417C2100,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",,2,,,,,
Virginia,N0002417C2100,MKRCHD2CBAY1,HAMILTON SUNDSTRAND CORPORATION,,2,,,,,
Virginia,N0002417C2100,Z85NS892LYA8,CHROMALOX INC,,1,,,,,
Virginia,N0002417C2100,W9MTG3DEVQN5,VULCAN ELECTRIC COMPANY,,2,,,,,
Virginia,N0002417C2100,C59LDR2KN4U6,"FIN-TECH, INC.",,3,,,,,
Virginia,N0002417C2100,JCY9NCTJF9J3,AIRSAN CORPORATION,,3,,,,,
Virginia,N0002417C2100,RQQYADH1UBU8,AIR TOOL SALES & SERVICE CO INC,,2,,,,,
Virginia,N0002417C2100,VXJMLWN9XU18,"BRADKEN - ATLAS, LLC",,1,,,,,
Virginia,N0002417C2100,Z6HMQ992QKJ7,"SOUTHERN FASTENERS & SUPPLY, INC.",,1,,,,,
Virginia,N0002417C2100,DJMMEPKGGNB3,"MEASUREMENT SPECIALTIES, INC.",,1,,,,,
Virginia,N0002417C2100,HBLRJ28LNM16,GE AVIATION SYSTEMS LLC,,1,,,,,
Virginia,N0002417C2100,Z2M4Q4H6TKM3,DAWSON MACDONALD CO INC,,2,,,,,
Virginia,N0002417C2100,HNAKLNNSE339,"HOWELL LABORATORIES, INC.",,1,,,,,
Virginia,N0002417C2100,GNH1FJWKY3G3,"WEST PHILA. BRONZE CO., INC",,3,,,,,
Virginia,N0002417C2100,TF2HVUYPRMV1,"CHASE SUPPLY, INC.",,2,,,,,
Virginia,N0002417C2100,XW6ZAJKNHM65,VERSAMIL INC,,2,,,,,
Virginia,N0002417C2100,TCSFXP5TD5P6,"BLOWERS, LLC",,1,,,,,
Virginia,N0002417C2100,E844ZKYNKDX4,MECS INC.,,1,,,,,
Virginia,N0002417C2100,M8ZHL8ZXGQP5,"CHROMALOX, INC.",,1,,,,,
Virginia,N0002417C2100,MKG5CAN2J8S7,"SAMTAN ENGINEERING, LLC",,2,,,,,
Virginia,N0002417C2100,SMZQB2YVYM66,ROTRON INCORPORATED,,2,,,,,
Virginia,N0002417C2100,Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",,2,,,,,
Virginia,N0002417C2100,YXMXTJMDPJR7,"FAXON ENGINEERING COMPANY, INCORPORATED THE",,2,,,,,
Virginia,N0002417C2100,N6U1EU32U9J1,EST GROUP INC,,2,,,,,
Virginia,N0002417C2100,RFLNANKKZYV5,SAS INSTITUTE INC.,,1,,,,,
Virginia,N0002417C2100,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,,1,,,,,
Virginia,N0002417C2100,C18KXNHETC95,KITCO FIBER OPTICS INC,,2,,,,,
Virginia,N0002417C2100,REDAH61ZHLN7,TRI TOOL INC,,1,,,,,
Virginia,N0002417C2100,Q3HHLUDK4ED3,Abrasive Products LLC,,1,,,,,
Virginia,N0002417C2100,N5H9R8EN75V9,"MOTION INDUSTRIES, INC.",,2,,,,,
Virginia,N0002417C2100,U8SAS3VH6J38,AK INDUSTRIAL SERVICES LLC,,1,,,,,
Virginia,N0002417C2100,UPJ1ASYAGWH4,ALERT TUBING FABRICATORS INC.,,2,,,,,
Virginia,N0002417C2100,PDBCMAYNN1V8,"CUSTOM QUALITY SCAFFOLDING, INC.",,1,,,,,
Virginia,N0002417C2100,EANJVKFHMSZ8,"GULF FASTENER, INC.",,1,,,,,
Virginia,N0002417C2100,UPMWNA8Y25L1,GEODETIC SERVICES INC.,,1,,,,,
Virginia,N0002417C2100,CZKYJKB7H9J7,"VEGAS FASTENER MANUFACTURING, LLC",,2,,,,,
Virginia,N0002417C2100,LLNNTHPDWYV1,LIMCO AIREPAIR INC.,,1,,,,,
Virginia,N0002417C2100,M98JCJ2U7RD8,CARLTON NATIONAL RESOURCES INC,,1,,,,,
Virginia,N0002417C2100,Q9D3LSUU5BN6,"Mercury Systems, Inc.",,2,,,,,
Virginia,N0002417C2100,TFBXC11G77F3,BLACK BOX CORPORATION OF PENNSYLVANIA,,1,,,,,
Virginia,N0002417C2100,DLLCKA14LMZ5,"Merrill Aviation, Inc.",,1,,,,,
Virginia,N0002417C2100,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,,2,,,,,
Virginia,N0002417C2100,CP8AJC3EDE93,"Alp Industries, Inc.",,1,,,,,
Virginia,N0002417C2100,KS91NKS9M428,"ORBIS SIBRO, INC.",,1,,,,,
Virginia,N0002417C2100,VK36BNH241M8,"H. O. PENN MACHINERY COMPANY, INC.",,1,,,,,
Virginia,N0002417C2100,JMFNDVNJ67A3,CM-MATRIX CORPORATION,,1,,,,,
Virginia,N0002417C2100,D1L2HV3GLLY3,TIOGA PIPE INC,,1,,,,,
Virginia,N0002417C2100,RLYHS582JDW8,"CAMERON TECHNOLOGIES US, INC.",,1,,,,,
Virginia,N0002417C2100,FHJHVERLNXU7,EAGLE LEASING COMPANY THE,,1,,,,,
Virginia,N0002417C2100,EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",,1,,,,,
Virginia,N0002417C2100,UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",,1,,,,,
Virginia,N0002417C2100,KU8MSC4HELN8,"TRANSDIGM, INC.",,1,,,,,
Virginia,N0002417C2100,KVETLASZ5DL3,CONREX STEEL LIMITED,,1,,,,,
Virginia,N0002417C2100,U6JRN865H4E3,TTI INC.,,1,,,,,
Virginia,N0002417C2100,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",,1,,,,,
Virginia,N0002417C2100,GN84UHWZJMR8,"DAYTON T. BROWN, INC.",,1,,,,,
Virginia,N0002417C2100,G8HNS2EJYJU6,"BUFFALO MACHINES, INC.",,1,,,,,
Virginia,N0002417C2100,FMNVM66XGFY7,"WIND RIVER SYSTEMS, INC.",,1,,,,,
Virginia,N0002417C2100,XQ2FNSEVHWL1,GOODWIN-BRADLEY PATTERN CO INC,,3,,,,,
Virginia,N0002417C2100,HLAKD5J1DDG3,"KLH INDUSTRIES, INC.",,1,,,,,
Virginia,N0002417C2100,DKWCJWBNHCL3,NCP COATINGS INC,,1,,,,,
Virginia,N0002417C2100,C2HBVLFX4AH7,"ARLAND TOOL & MFG, INC.",,2,,,,,
Virginia,N0002417C2100,W6SWKAS2DBE5,SHILOH INDUSTRIES INC,,1,,,,,
Virginia,N0002417C2100,UGQ9ZMC59WA6,"CABLEWORKS, INC.",,1,,,,,
Virginia,N0002417C2100,L6V2CGVQP844,RDF CORPORATION,,1,,,,,
Virginia,N0002417C2100,NK1RB5VKXES9,DETROIT SWITCH INC,,1,,,,,
Virginia,N0002417C2100,LEC1VZC9HL25,"A.C.R. MACHINE, INC.",,1,,,,,
Virginia,N0002417C2100,WYLZYTJ1SSJ3,OPERATING & MAINTENANCE SPECIALTIES INC,,1,,,,,
Virginia,N0002417C2100,FNBNKXCC3QD8,SUPERBOLT INC.,,1,,,,,
Virginia,N0002417C2100,RLNZFHWTLKH6,CARR COMPANY LIMITED,,1,,,,,
Virginia,N0002417C2100,C9C6HPQLL4A8,CATERPILLAR INC.,,1,,,,,
Virginia,N0002417C2100,S4LDURRAY3J9,"Rexnord Industries, LLC",,1,,,,,
Virginia,N0002417C2100,MC9KZKMUD8F8,"AGGREKO, LLC",,1,,,,,
Virginia,N0002417C2100,SMNWM6HN79X5,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",,1,,,,,
Virginia,N0002417C2100,X65QG1LNA3J3,"UNITED TITANIUM, INC.",,1,,,,,
Virginia,N0002417C2100,RANZTST3FQU3,SID TOOL CO INC,,1,,,,,
Virginia,N0002417C2100,XBHNYVTCDQH8,UNIFIED2 GLOBAL PACKAGING GROUP LLC,,1,,,,,
Virginia,N0002417C2100,SLBCZQAMG3Q1,"Solflower Computer, Inc",,1,,,,,
Virginia,N0002417C2100,G1DSEBQKGDF8,"CIRCOR INSTRUMENTATION TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002417C2100,JLUZRMMLKQ47,"WODIN, INC.",,1,,,,,
Virginia,N0002417C2100,V8NJNRJ95KX5,B F METALS INC,,1,,,,,
Virginia,N0002417C2100,JHKFCL4CT7L6,"FACILITIES ENGINEERING ASSOCIATES, P.C.",,1,,,,,
Virginia,N0002417C2100,FKE7YM75FN66,"D&D FILTRATION CONSULTANTS & SUPPLIERS, INC.",,1,,,,,
Virginia,N0002417C2100,GKN9NW23L2L9,"HYSPAN PRECISION PRODUCTS, INC.",,1,,,,,
Virginia,N0002417C2100,LUUBKNAN8TK6,PALL AEROPOWER CORPORATION,,1,,,,,
Virginia,N0002417C2100,Z31MCJ7P45T1,"CORE MANUFACTURING, LLC",,1,,,,,
Virginia,N0002417C2100,SKKACASET588,DYNALEC CORPORATION,,1,,,,,
Virginia,N0002417C2100,E6KQEMMCJ9B6,"ATRENNE COMPUTING SOLUTIONS, LLC",,1,,,,,
Virginia,N0002417C2100,LKUNMC2NEY97,"MATTHEW WARREN, INC",,1,,,,,
Virginia,N0002417C2100,V8HLLRJLCQH6,"ALBANY VALVE & FITTING CO., INC.",,1,,,,,
Virginia,N0002417C2100,JAWVFDNMQ633,PHOTONWORKS ENGINEERING LLP,,1,,,,,
Virginia,N0002417C2100,UJD2HEK94GH8,"KFT FIRE TRAINER, LLC",,1,,,,,
Virginia,N0002417C2100,WQ8LDD3N2K24,BRADDOCK HEAT TREATING CO.,,2,,,,,
Virginia,N0002417C2100,J3HWENQMNG69,"ARCADIA MANUFACTURING GROUP, INC.",,1,,,,,
Virginia,N0002417C2100,JKN2Q1EHKF63,LEONHARDT COMPANY INC,,1,,,,,
Virginia,N0002417C2100,CRG3ND68KH28,"MCGILL HOSE & COUPLING, INC.",,1,,,,,
Virginia,N0002417C2100,UKXMHUWSFLW7,"G.W. LISK CO, INC",,1,,,,,
Virginia,N0002417C2100,M5MVSHNR2BL1,"SHERWIN-WILLIAMS COMPANY, THE",,1,,,,,
Virginia,N0002417C2100,RBJHSL4MK9M8,Lanxess Solutions US Inc.,,1,,,,,
Virginia,N0002417C2100,MVVAKQUHTTQ6,PROGENY SYSTEMS LLC,,1,,,,,
Virginia,N0002417C2100,K5CLWKFJGGB9,"BEAR MACHINERY, INC.",,1,,,,,
Virginia,N0002417C2100,FHKCX7RMYW83,MARINE EQUIPMENT SUPPLY LLC,,1,,,,,
Virginia,N0002417C2100,QVDMAW2TVBE7,"MET LABORATORIES, INC.",,1,,,,,
Virginia,N0002417C2100,QLNMVC12KWY3,"LEIDOS, INC.",,2,,,,,
Virginia,N0002417C2100,TJ2MWNHN22G8,"FAIRBANKS MORSE, LLC",,1,,,,,
Virginia,N0002417C2100,GXK6HT9PN3P9,KAMATICS CORPORATION,,8,,,,,
Virginia,N0002417C2100,Z2XMD2USH373,APCO TECHNOLOGIES ENGINEERING INC.,,1,,,,,
Virginia,N0002417C2100,KMDLJAJQ4UM1,"BRANTNER AND ASSOCIATES, INC.",,39,,,,,
Virginia,N0002424C2110,LCV2N9FVV739,NORTHROP GRUMMAN SYSTEMS CORPORATION,,1,,,,,
Virginia,N0002424C2110,YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",,2,,,,,
Virginia,N0002424C2110,NYGUEDY27AM8,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,8,,,,,
Virginia,N0002424C2110,N1PJDANWUJ61,SCOT FORGE COMPANY,,49,,,,,
Virginia,N0002424C2110,E8LNMDLEKM35,DC FABRICATORS INC,,4,,,,,
Virginia,N0002424C2110,JEP5GQGFPUL9,PORTLAND VALVE LLC,,9,,,,,
Virginia,N0002424C2110,JKZNKGGWYZ87,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,1,,,,,
Virginia,N0002424C2110,UHXFGP3DCRK7,HANSOME ENERGY SYSTEMS INC,,2,,,,,
Virginia,N0002424C2110,G9HKMXL5L973,"OIL STATES INDUSTRIES, INC.",,21,,,,,
Virginia,N0002424C2110,F76KN7T9YP64,WAUKESHA BEARINGS CORPORATION,,1,,,,,
Virginia,N0002424C2110,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",,6,,,,,
Virginia,N0002424C2110,RLXQHCXFT513,CUNICO CORPORATION,,3,,,,,
Virginia,N0002424C2110,DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",,10,,,,,
Virginia,N0002424C2110,F42BKS7EHCL8,EMS Development Corporation,,1,,,,,
Virginia,N0002424C2110,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,,9,,,,,
Virginia,N0002424C2110,GXPHJRVG9MR7,DRS NAVAL POWER SYSTEMS INC,,2,,,,,
