uei,name,dollars_total_$M,dollars_submarines_$M,dollars_ddg_$M,records,foreign,enriched,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
P2L5J5XEYCN3,"INSIGHT DIRECT USA, INC.",0.171,0.171,0.0,2,no,yes,Active,Active,,423430,4234,2,423430;541512,0,,"INSIGHT NORTH AMERICA, INC.","INSIGHT ENTERPRISES, INC.",0G6V6,N,For Profit Organization;Business or Organization
DBQGN324ULK3,"W.W. GRAINGER, INC.",0.171,0.131,0.04,5,no,yes,Active,Active,,423840,4238,18,332510;423120;423440;423490;423610;423620;423690;423710;423720;423730;423740;423830;423840;423850;424950;424990;425120;444110,0,,,,25795,N,For Profit Organization;Business or Organization
DWMEGPGHBGY5,GENERAL DIGITAL CORPORATION,0.17,0.17,0.0,1,no,yes,Active,Active,Subchapter S Corporation,334118,3341,12,334111;334118;334220;334290;334310;334418;334419;334511;541330;541511;541512;541519,11,1005;5836;5895;5955;5975;5980;5998;5999;6130;6150;7490,,,1JA77,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
HLAKD5J1DDG3,"KLH INDUSTRIES, INC.",0.17,0.17,0.0,4,no,yes,Active,Active,Subchapter S Corporation,332710,3327,20,332313;332510;332710;332721;332911;332912;332999;333132;333514;334413;334511;336350;336412;336413;336414;336415;336419;336992;339112;339991,0,,,,1N0A6,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
M6CTHGC91RG4,"MARTINEZ AND TUREK, INC.",0.17,0.17,0.0,3,no,yes,Active,Active,Manufacturer of Goods,332999,3329,9,332312;332323;332439;332710;332721;332999;336419;336999;541330,0,,,,63330,N,For Profit Organization;Business or Organization;Manufacturer of Goods
QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",0.169,0.0,0.169,4,no,yes,Active,Active,Manufacturer of Goods,326220,3262,26,326122;326220;327211;332710;332721;332811;332911;332912;332913;332919;332994;332996;332999;333511;333514;333612;333613;333618;333912;333924;333995;333996;336330;336340;336360;336390,32,1005;1010;1015;1020;1560;1680;2510;2540;2815;2910;3040;3120;4210;4310;4320;4710;4720;4730;4820;5305;5310;5315;5325;5330;5340;5342;5365;5430;5970;5975;6150;6685,"HCI EQUITY PARTNERS, L.L.C.",,61125,N,For Profit Organization;Business or Organization;Manufacturer of Goods
Z85NS892LYA8,CHROMALOX INC,0.168,0.168,0.0,2,no,yes,Active,Active,Manufacturer of Goods,333414,3334,1,333414,0,,CHROMALOX INC,,07131,N,For Profit Organization;Business or Organization;Manufacturer of Goods
YK46GJRH4W87,"CONCURRENT REAL-TIME, INC.",0.166,0.166,0.0,3,no,yes,Active,Active,Manufacturer of Goods,334111,3341,2,334111;334418,0,,REAL TIME ACQUISITION CO.,KKR GROUP CO. INC.,7UG01,N,For Profit Organization;Business or Organization;Manufacturer of Goods
R7UCMAWL4H87,The Credit Scholars,0.165,0.165,0.0,1,no,yes,NO_RECORD,,,,,0,,0,,,,,,
KPFHQNYN8R54,"PACKAGE ONE INDUSTRIES, LLC",0.165,0.165,0.0,3,no,yes,Active,Active,Manufacturer of Goods,332710,3327,3,332710;332721;332999,0,,,,7SVZ6,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
U4TBEJN3QV83,3M PURIFICATION INC.,0.164,0.164,0.0,4,no,yes,Active,Active,Manufacturer of Goods,333998,3339,2,332420;333998,0,,THERMO FISHER SCIENTIFIC INC.,,15472,N,For Profit Organization;Business or Organization;Manufacturer of Goods
Q4T8FLKDSNQ3,TREK CONNECT INC.,0.164,0.164,0.0,4,no,yes,NO_RECORD,,,,,0,,0,,,,,,
SLBCZQAMG3Q1,"Solflower Computer, Inc",0.164,0.164,0.0,5,no,yes,NO_RECORD,,,,,0,,0,,,,,,
HW3GLNH2M767,INTEGRATED SECURITY & COMMUNICATIONS OF NEW JERSEY LLC,0.164,0.164,0.0,1,no,yes,Inactive,Inactive,Limited Liability Company,561621,5616,7,238210;334310;423610;541512;541690;561621;561622,0,,,,8EG53,N,For Profit Organization;Business or Organization;Limited Liability Company
SBKKUUHKGXQ1,"GENUINE CABLE GROUP, LLC",0.162,0.0,0.162,3,no,yes,Inactive,Inactive,,423610,4236,2,423610;423690,0,,"AUDAX MANAGEMENT COMPANY, LLC",,4A966,N,For Profit Organization;Business or Organization
DLRDDPVKLLA1,"HEGEDUS ALUMINUM INDUSTRIES, INC",0.162,0.0,0.162,4,no,yes,Inactive,Inactive,Subchapter S Corporation,331524,3315,1,331524,0,,,,4ZUU1,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
JCY9NCTJF9J3,AIRSAN CORPORATION,0.158,0.158,0.0,10,no,yes,Active,Active,Manufacturer of Goods,333413,3334,1,333413,11,1660;1680;2940;4130;4330;4420;4460;4935;5915;6130;8040,,,80431,N,For Profit Organization;Business or Organization;Manufacturer of Goods
P3ZZEMCBYSK7,"JANSENEERING, INC.",0.158,0.0,0.158,3,no,yes,Inactive,Inactive,Subchapter S Corporation,326199,3261,1,326199,1,9330,,,549H6,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
JLUZRMMLKQ47,"WODIN, INC.",0.157,0.157,0.0,2,no,yes,Active,Active,Manufacturer of Goods,332111,3321,8,332111;332112;332510;332721;332722;332999;339993;423710,16,1560;1620;1680;2510;5305;5306;5307;5310;5320;5325;5365;9510;9530;9540;9640;9650,,,5V334,N,For Profit Organization;Business or Organization;Manufacturer of Goods
Z31MCJ7P45T1,"CORE MANUFACTURING, LLC",0.156,0.156,0.0,4,no,yes,Active,Active,Manufacturer of Goods,332722,3327,3,332111;332112;332722,5,5305;5306;5307;5310;5315,,,7K9C3,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods
ERR4X5JLJWV5,"NCP COATINGS, LLC",0.153,0.0,0.153,4,no,yes,Active,Active,Manufacturer of Goods,325510,3255,1,325510,1,8010,"NCP INTERMEDIATE HOLDINGS, INC.","CPC NCP INVESTORS, LLC",9AED3,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
G871GBTQ94M7,Lona Slade,0.153,0.0,0.153,2,no,yes,NO_RECORD,,,,,0,,0,,,,,,
HUKGWGAFW4C7,SOUNDOWN CORPORATION,0.152,0.0,0.152,2,no,yes,Active,Active,Manufacturer of Goods,326150,3261,1,326150,0,,,,0S5G0,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KAFVDV3C5BN1,"321GANG, LLC",0.152,0.152,0.0,4,no,yes,Active,Active,Limited Liability Company,541511,5415,10,423430;541330;541511;541512;541513;541519;541690;541715;541990;611420,0,,,,5A8W8,N,For Profit Organization;Business or Organization;Limited Liability Company
EZGFXRCDNAZ1,GENERAL STANDARDS CORP,0.152,0.152,0.0,1,no,yes,Active,Active,Manufacturer of Goods,334418,3344,1,334418,0,,,,1MNS5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GY5BEBKX7ME7,"RBC SOUTHWEST PRODUCTS, INC.",0.152,0.152,0.0,2,no,no,,,,,,,,,,,,,,
P3NZJN8NQSB3,FORTUNE METAL FINISHING CORPORATION,0.15,0.15,0.0,2,no,no,,,,,,,,,,,,,,
JN16VPC2PXN4,"BAY CITY MARINE, INC.",0.15,0.0,0.15,3,no,no,,,,,,,,,,,,,,
XR3UT8BLTKP7,"ENERGY MACHINERY, INC.",0.149,0.0,0.149,5,no,no,,,,,,,,,,,,,,
Z6HMQ992QKJ7,"SOUTHERN FASTENERS & SUPPLY, INC.",0.148,0.148,0.0,2,no,no,,,,,,,,,,,,,,
F7J2BU8VKSL8,"MCALLISTER TOWING AND TRANSPORTATION COMPANY, INC.",0.146,0.146,0.0,1,no,no,,,,,,,,,,,,,,
LCKATM42Y1M1,"ARGON ST, INC.",0.145,0.0,0.145,2,no,no,,,,,,,,,,,,,,
DAR5NMQQMY53,RED-D-ARC INC.,0.144,0.144,0.0,2,no,no,,,,,,,,,,,,,,
X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, LLC",0.143,0.0,0.143,3,no,no,,,,,,,,,,,,,,
M647MA6E64V1,DEWEY ELECTRONICS CORPORATION,0.143,0.0,0.143,3,no,no,,,,,,,,,,,,,,
Q9M8VNB2F4F2,"KONGSBERG UNDERWATER TECHNOLOGY, INC.",0.143,0.143,0.0,2,no,no,,,,,,,,,,,,,,
RKDNDETJMQZ2,Raytheon Bbn Technologies Corp.,0.142,0.142,0.0,2,no,no,,,,,,,,,,,,,,
QLNMVC12KWY3,"LEIDOS, INC.",0.141,0.049,0.092,5,no,no,,,,,,,,,,,,,,
PRKVJMMJYJM3,WILLIFORD PLASTICS INC,0.141,0.141,0.0,1,no,no,,,,,,,,,,,,,,
N6U1EU32U9J1,EST GROUP INC,0.14,0.075,0.065,4,no,no,,,,,,,,,,,,,,
QC8RNVNLMA97,BRUEL & KJAER NORTH AMERICA INC.,0.14,0.14,0.0,1,no,no,,,,,,,,,,,,,,
D3TAPP57SEB4,KEEN COMPRESSED GAS CO.,0.139,0.139,0.0,2,no,no,,,,,,,,,,,,,,
FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",0.138,0.03,0.109,5,no,no,,,,,,,,,,,,,,
NKNJZAVJ9EK3,COGSDILL TOOL PRODUCTS INC,0.138,0.138,0.0,1,no,no,,,,,,,,,,,,,,
KTK2F491J6A8,"SHAFT CURRENT SOLUTIONS, INC.",0.137,0.137,0.0,2,no,no,,,,,,,,,,,,,,
C12PGLEW9KW4,"UNAFLEX, INC.",0.136,0.136,0.0,3,no,no,,,,,,,,,,,,,,
WF99GAJKQAL5,NTS LABS LLC,0.136,0.136,0.0,13,no,yes,Active,Active,Foreign Owned,541380,5413,1,541380,0,,ELEMENT MATERIALS TECHNOLOGY HOLDING USA INC,TEMASEK HOLDINGS (PRIVATE) LIMITED,0W4N5,N,Foreign Owned;For Profit Organization;Business or Organization
KB8ALFD8K1X8,Higgins Marine Services Inc,0.135,0.0,0.135,4,no,no,,,,,,,,,,,,,,
Q4LMAMECTR44,"CONNECTOR SPECIALISTS, INC.",0.135,0.0,0.135,3,no,no,,,,,,,,,,,,,,
N8D3ZCX4AXH3,AIRGAS USA LLC,0.134,0.134,0.0,2,no,yes,NO_RECORD,,,,,0,,0,,,,,,
EV14UZ7SCKG5,New Haven Windustrial Co.,0.133,0.133,0.0,2,no,no,,,,,,,,,,,,,,
YUXJXK8PRML3,"TRANTER, INC.",0.133,0.133,0.0,4,no,no,,,,,,,,,,,,,,
HVK6DCBLUCP7,GE AVIATION SYSTEMS LLC,0.133,0.133,0.0,1,no,no,,,,,,,,,,,,,,
DSVCC3S92J21,BOLAND MARINE & INDUSTRIAL LLC,0.133,0.0,0.133,2,no,no,,,,,,,,,,,,,,
NBMDBMMXJLR5,"KEYSIGHT TECHNOLOGIES, INC.",0.132,0.132,0.0,1,no,no,,,,,,,,,,,,,,
HKUGWLAQ4821,"LCR EMBEDDED SYSTEMS, INC.",0.13,0.13,0.0,1,no,no,,,,,,,,,,,,,,
MGFUP827VKV2,"ROSS MACHINERY SALES, INC",0.13,0.13,0.0,2,no,no,,,,,,,,,,,,,,
RYVANEDADBK3,"METALTEK INTERNATIONAL, INC.",0.129,0.129,0.0,6,no,no,,,,,,,,,,,,,,
GAGNAGWFNY83,NTS TECHNICAL SYSTEMS,0.129,0.129,0.0,8,no,no,,,,,,,,,,,,,,
DXGJDCR3TN56,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",0.128,0.128,0.0,1,no,no,,,,,,,,,,,,,,
HJEXMNM5EJE5,F. W. WEBB COMPANY,0.126,0.126,0.0,3,no,no,,,,,,,,,,,,,,
WCJ5B9CQN5E4,"INNOVATIVE POWER SYSTEMS, INC.",0.125,0.125,0.0,1,no,yes,Active,Active,Limited Liability Company,238210,2382,6,238210;238220;335999;541330;561990;811310,0,,,,3D6N0,N,For Profit Organization;Business or Organization;Limited Liability Company
SDK4H5KCAHD7,UNITED ELECTRIC CONTROLS COMPANY,0.125,0.125,0.0,2,no,yes,Active,Active,Manufacturer of Goods,336413,3364,5,335313;336412;336413;336415;336992,1,1680,UNITED ELECTRIC CONTROLS COMPANY,,14314,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FHKCX7RMYW83,MARINE EQUIPMENT SUPPLY LLC,0.125,0.125,0.0,3,no,no,,,,,,,,,,,,,,
T9U5YKZRMHH5,"MANUFACTURER'S RUBBER & SUPPLY CO, INC.",0.124,0.124,0.0,2,no,no,,,,,,,,,,,,,,
K783PK4DZEE3,"ADVANTEC MANUFACTURING USA, INC.",0.124,0.0,0.124,2,no,no,,,,,,,,,,,,,,
PD3NKE727DN9,"TRI-LANE EQUIPMENT RENTALS, INC.",0.122,0.122,0.0,4,no,no,,,,,,,,,,,,,,
Q5JLDRAYLJF4,THE SHERWIN-WILLIAMS COMPANY,0.122,0.122,0.0,2,no,no,,,,,,,,,,,,,,
ZE1KT2MPBGM3,"HARDING COMPANY, INC",0.12,0.0,0.12,3,no,no,,,,,,,,,,,,,,
CQQUMMDARBG3,THE DEWEY ELECTRONICS CORPORATION,0.12,0.0,0.12,4,no,no,,,,,,,,,,,,,,
LR8MS4H7N2U5,AUTOMATED PRECISION INC.,0.119,0.119,0.0,1,no,yes,Active,Active,Manufacturer of Goods,334513,3345,3,334513;334519;541690,2,6640;6695,,,0KED7,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Asian-Pacific American Owned;Manufacturer of Goods
NCG7W2K7P7R6,DB CONTROL,0.119,0.0,0.119,1,no,no,,,,,,,,,,,,,,
EQ2TN2GMDFT5,"ADVANCED ACOUSTIC CONCEPTS, LLC",0.119,0.0,0.119,1,no,no,,,,,,,,,,,,,,
WY3RNC5GMY36,"TITANIUM INDUSTRIES, INC.",0.118,0.118,0.0,3,no,no,,,,,,,,,,,,,,
JH61GLV2MCA7,"PRIME SCIENCE & TECHNOLOGY, LLC",0.116,0.0,0.116,1,no,no,,,,,,,,,,,,,,
CTVBA1WN13S3,"SYNERGY FLOW SYSTEMS, LLC",0.116,0.116,0.0,2,no,no,,,,,,,,,,,,,,
ZQ11WUWJGAA4,"KIDDE-FENWAL, INC.",0.116,0.0,0.116,3,no,no,,,,,,,,,,,,,,
EH4ZYJ5CMLP9,MAINE TECHNICAL SOURCE,0.115,0.115,0.0,1,no,no,,,,,,,,,,,,,,
GRTDYGFYWBS8,"FARO TECHNOLOGIES, INC.",0.114,0.114,0.0,2,no,no,,,,,,,,,,,,,,
HJ7KCZ68G3N3,HAMPTON RUBBER COMPANY,0.114,0.114,0.0,2,no,no,,,,,,,,,,,,,,
W9MTG3DEVQN5,VULCAN ELECTRIC COMPANY,0.114,0.114,0.0,2,no,no,,,,,,,,,,,,,,
H4KTGQKJ2Y15,"TIOGA PIPE, INC.",0.113,0.113,0.0,1,no,no,,,,,,,,,,,,,,
JN9QTLH7KL47,PENN STATE TOOL & DIE CORPORATION,0.112,0.112,0.0,1,no,no,,,,,,,,,,,,,,
MN5LYLMWBGK8,"SIMULATION AND CONTROL TECHNOLOGIES, INC.",0.112,0.112,0.0,2,no,yes,Active,Active,Subchapter S Corporation,541330,5413,1,541330,1,R425,,,1BLB8,N,Self Certified Small Disadvantaged Business;For Profit Organization;Veteran-Owned Business;Business or Organization;Subchapter S Corporation
KEKTUBQDCZM7,A & A SHEET METAL PRODUCTS INC,0.111,0.111,0.0,1,no,no,,,,,,,,,,,,,,
CP8AJC3EDE93,"Alp Industries, Inc.",0.111,0.111,0.0,7,no,no,,,,,,,,,,,,,,
F4GNMTCCXGM8,"HUTCHINSON INDUSTRIES, INC",0.111,0.0,0.111,2,no,no,,,,,,,,,,,,,,
E6H2BBJ1LD19,FORD & ULRICH INC,0.11,0.11,0.0,1,no,no,,,,,,,,,,,,,,
GGERZB4A1FB3,WBPARTS INC,0.11,0.0,0.11,5,no,no,,,,,,,,,,,,,,
UDMKPLHU8N48,US TOOL GRINDING INC,0.11,0.0,0.11,1,no,no,,,,,,,,,,,,,,
GK3DKPJRSUR3,"HALE TRAILER BRAKE & WHEEL, INC.",0.11,0.11,0.0,3,no,no,,,,,,,,,,,,,,
D497LKJGKS84,MESTEK INC,0.109,0.0,0.109,1,no,no,,,,,,,,,,,,,,
H5MUP1BXBAB1,"Metro Business Systems, Inc.",0.109,0.109,0.0,1,no,no,,,,,,,,,,,,,,
CSGCTF11C2V9,INSTRUMENTS INCORPORATED,0.108,0.108,0.0,1,no,no,,,,,,,,,,,,,,
H3R3VV5YN8G4,KW BOATS,0.108,0.0,0.108,2,no,no,,,,,,,,,,,,,,
RQQYADH1UBU8,AIR TOOL SALES & SERVICE CO INC,0.107,0.107,0.0,3,no,no,,,,,,,,,,,,,,
X51YWDJN2ED6,HORIZONS INCORPORATED,0.105,0.0,0.105,3,no,no,,,,,,,,,,,,,,
QMXJLLJZ5QY4,TORK SYSTEMS INC,0.104,0.0,0.104,2,no,no,,,,,,,,,,,,,,
FCYFZ4P8ZGV6,"K M L ARCHITECTS, LLC",0.103,0.103,0.0,2,no,no,,,,,,,,,,,,,,
K7SAUMHPLDJ9,SIVYER STEEL CASTINGS LLC,0.102,0.0,0.102,1,no,no,,,,,,,,,,,,,,
ZTBRMLGP4JF5,"VALLEN DISTRIBUTION, INC.",0.101,0.0,0.101,2,no,no,,,,,,,,,,,,,,
Y4ESA8L3JAD9,"GRAYBAR ELECTRIC COMPANY, INC",0.101,0.101,0.0,2,no,no,,,,,,,,,,,,,,
NTP7NWDS9Y49,"MSC INDUSTRIAL DIRECT CO., INC.",0.1,0.1,0.0,4,no,no,,,,,,,,,,,,,,
NPM2J7MSCF61,"PENNSYLVANIA STATE UNIVERSITY, THE",0.1,0.1,0.0,1,no,no,,,,,,,,,,,,,,
H1WGM2HUFNB3,NDI ENGINEERING COMPANY,0.1,0.1,0.0,2,no,no,,,,,,,,,,,,,,
MXALQCAPGHJ8,"AMET, INC.",0.1,0.1,0.0,1,no,no,,,,,,,,,,,,,,
C11GZDT8UL88,"SILKTOWN ROOFING, INCORPORATED",0.099,0.099,0.0,1,no,no,,,,,,,,,,,,,,
YVDFW51N3N61,"WALDO BROTHERS, INC.",0.098,0.0,0.098,3,no,no,,,,,,,,,,,,,,
MQSPAE7NQQR8,"VITA MOTIVATOR CO., INC.",0.098,0.0,0.098,2,no,no,,,,,,,,,,,,,,
YS2TNLEU8EK3,"LOCKHEED MARTIN SIPPICAN, INC.",0.098,0.098,0.0,1,no,no,,,,,,,,,,,,,,
FKE7YM75FN66,"D&D FILTRATION CONSULTANTS & SUPPLIERS, INC.",0.098,0.098,0.0,3,no,no,,,,,,,,,,,,,,
HEUNPCKQLMN5,KLUMB LUMBER COMPANY,0.097,0.0,0.097,2,no,no,,,,,,,,,,,,,,
TF2HVUYPRMV1,"CHASE SUPPLY, INC.",0.096,0.096,0.0,3,no,no,,,,,,,,,,,,,,
EHQGGH9CG9U7,"FAIRLEAD INTEGRATED POWER & CONTROLS, LLC",0.096,0.096,0.0,1,no,no,,,,,,,,,,,,,,
XW6ZAJKNHM65,VERSAMIL INC,0.095,0.095,0.0,2,no,no,,,,,,,,,,,,,,
XJJ6S8U3NAR9,Jules Borel & Co.,0.095,0.095,0.0,1,no,no,,,,,,,,,,,,,,
QLNRJJK28MJ7,"SYSTEMS ENGINEERING AND ANALYTICS, INC.",0.094,0.094,0.0,1,no,no,,,,,,,,,,,,,,
NTGALU6XECJ5,YOKOGAWA CORP OF AMERICA,0.094,0.094,0.0,1,no,no,,,,,,,,,,,,,,
JAM1MGE5VDJ7,"PACIFIC WESTERN LUMBER, INC.",0.093,0.0,0.093,1,no,no,,,,,,,,,,,,,,
JE8QAT3GGJN6,LINTECH COMPONENTS CO INC,0.093,0.093,0.0,2,no,no,,,,,,,,,,,,,,
MNPUJ84L1AK7,A & A COMPANY INC,0.093,0.093,0.0,1,no,no,,,,,,,,,,,,,,
XMLNYKT139G8,CRESTWOOD TECHNOLOGY GROUP CORP.,0.093,0.0,0.093,2,no,no,,,,,,,,,,,,,,
HQEUSUQSKVK7,"ADMARTEC, INC.",0.093,0.0,0.093,3,no,no,,,,,,,,,,,,,,
Y5HPNMZGC7U3,SEACON ADVANCED PRODUCTS LLC,0.092,0.092,0.0,1,no,no,,,,,,,,,,,,,,
NSDCX6VCWGN5,"PEERLESS TOOL & MACHINE COMPANY, INC.",0.092,0.092,0.0,1,no,no,,,,,,,,,,,,,,
JGLLLKELFB57,ITT CORPORATION,0.092,0.0,0.092,2,no,no,,,,,,,,,,,,,,
RHLAM7GSJGJ4,"HOTTINGER BALDWIN MEASUREMENTS, INC.",0.091,0.0,0.091,1,no,no,,,,,,,,,,,,,,
JK5BGM73XQ58,FEOLE TECHNOLOGIES INC,0.091,0.091,0.0,2,no,no,,,,,,,,,,,,,,
H63LK5CAFZ46,"W.W. GAY FIRE PROTECTION, INC.",0.091,0.091,0.0,2,no,no,,,,,,,,,,,,,,
CZXNLVL5TBN3,ROANWELL CORPORATION,0.09,0.09,0.0,2,no,no,,,,,,,,,,,,,,
RDQDMFHFM8K3,R P M SUPPLY CORPORATION,0.09,0.0,0.09,1,no,no,,,,,,,,,,,,,,
DR3FAZLZ8624,OLYMPIC PENINSULA PERSONNEL INC,0.089,0.089,0.0,4,no,yes,Active,Active,,561311,5613,9,336611;488320;541219;541330;541612;561110;561311;561312;561320,0,,,,5P020,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization
MKG5CAN2J8S7,"SAMTAN ENGINEERING, LLC",0.087,0.087,0.0,2,no,no,,,,,,,,,,,,,,
MNZGEAM8WG31,"MAZZELLA LIFTING TECHNOLOGIES, INC.",0.086,0.0,0.086,2,no,no,,,,,,,,,,,,,,
J1PMKPB4HNN5,LEARN,0.085,0.085,0.0,1,no,no,,,,,,,,,,,,,,
C2HBVLFX4AH7,"ARLAND TOOL & MFG., INC.",0.085,0.085,0.0,3,no,no,,,,,,,,,,,,,,
DQAYCKTDLND5,"EAGLE INDUSTRIES OF LOUISIANA, L.L.C.",0.085,0.0,0.085,1,no,no,,,,,,,,,,,,,,
UYHRBG6RLS57,Northrop Grumman Corporation,0.085,0.085,0.0,2,no,no,,,,,,,,,,,,,,
GWJVH3CYE2F1,MID STATE FIRE EQUIPMENT INC,0.084,0.084,0.0,1,no,no,,,,,,,,,,,,,,
KAJ2U4MCB329,"CHELSEA CLOCK, LLC, THE",0.084,0.0,0.084,3,no,no,,,,,,,,,,,,,,
KFP8JR5HL191,ARA SERVICES LLC.,0.084,0.0,0.084,2,no,no,,,,,,,,,,,,,,
PNHTDAAYRXL3,SPACECRAFT COMPONENTS CORP,0.084,0.084,0.0,5,no,no,,,,,,,,,,,,,,
M8JLMEHJADQ5,"BOEING COMPANY, THE",0.084,0.0,0.084,2,no,no,,,,,,,,,,,,,,
EDLHL766DYP1,"WESCO DISTRIBUTION, INC.",0.083,0.083,0.0,2,no,no,,,,,,,,,,,,,,
E8QBZAUN1UL3,PALMER HOLLAND INC,0.083,0.083,0.0,1,no,no,,,,,,,,,,,,,,
F4JJL7645T67,LEXINGTON SOFT LLC,0.083,0.083,0.0,2,no,no,,,,,,,,,,,,,,
ZSJFXM833NA3,Xerox Corporation,0.082,0.0,0.082,3,no,no,,,,,,,,,,,,,,
LFN2ND9H69T1,PARASOFT CORPORATION,0.081,0.081,0.0,2,no,no,,,,,,,,,,,,,,
JG24FKGD5Z77,"JOHN WATTS ASSOCIATES, INC.",0.081,0.081,0.0,1,no,no,,,,,,,,,,,,,,
J1HRLJ1Q1NT6,"MC2 SABTECH HOLDINGS, INC.",0.081,0.081,0.0,2,no,no,,,,,,,,,,,,,,
V72KJGHK3JF2,MGR EQUIPMENT CORP,0.08,0.0,0.08,2,no,no,,,,,,,,,,,,,,
YK4TPH3YV3S3,MARITIME APPLIED PHYSICS CORP,0.08,0.0,0.08,1,no,no,,,,,,,,,,,,,,
HHXEGAZL8618,SKOVIRA MACHINE COMPANY,0.08,0.08,0.0,1,no,no,,,,,,,,,,,,,,
NAA7LGTT6WA4,"TRANSCAT, INC.",0.08,0.08,0.0,1,no,no,,,,,,,,,,,,,,
WQ8LDD3N2K24,BRADDOCK HEAT TREATING COMPANY INC,0.08,0.08,0.0,20,no,no,,,,,,,,,,,,,,
QQ1JKV251EL9,ACCUREX MEASUREMENT INC.,0.078,0.078,0.0,1,no,no,,,,,,,,,,,,,,
N5HGL94UC1D6,PIERCE ALUMINUM CO INC,0.078,0.0,0.078,1,no,no,,,,,,,,,,,,,,
YA86NYHUA353,BRENNTAG LUBRICANTS,0.078,0.0,0.078,2,no,no,,,,,,,,,,,,,,
ZZG5TB4JCKE1,"KAHN AND COMPANY, INCORPORATED",0.078,0.0,0.078,3,no,no,,,,,,,,,,,,,,
X4UMAJJTMS97,GERMANE SYSTEMS LC,0.076,0.076,0.0,1,no,no,,,,,,,,,,,,,,
NFEDFL5LKRN4,AMERICAN TOOLING CENTER INC,0.076,0.076,0.0,1,no,no,,,,,,,,,,,,,,
KWAYELLKNP86,GET ENGINEERING CORP.,0.076,0.076,0.0,1,no,no,,,,,,,,,,,,,,
DKWCJWBNHCL3,NCP COATINGS INC,0.075,0.075,0.0,3,no,no,,,,,,,,,,,,,,
VC8CKKWDRPD6,Skills For Rhode Island's Future,0.075,0.075,0.0,1,no,no,,,,,,,,,,,,,,
PDJ4B4PSZK52,NEW ENGLAND INSTITUTE OF TECHNOLOGY,0.075,0.075,0.0,1,no,no,,,,,,,,,,,,,,
RFLNANKKZYV5,SAS INSTITUTE INC.,0.074,0.074,0.0,1,no,no,,,,,,,,,,,,,,
UJMKRGKNXML7,DIEBOLT & COMPANY,0.074,0.074,0.0,1,no,no,,,,,,,,,,,,,,
JFN9TTCMKQH8,"TEXSTARS, LLC",0.073,0.0,0.073,1,no,no,,,,,,,,,,,,,,
KCDDKU78L9P7,CHASE CORPORATION,0.073,0.0,0.073,1,no,no,,,,,,,,,,,,,,
LCTCMUR9KYB6,"CAJUN PROCESS SOLUTIONS, LLC",0.073,0.0,0.073,2,no,no,,,,,,,,,,,,,,
JEH3MF4P6N78,MUNTERS CORPORATION,0.072,0.072,0.0,1,no,no,,,,,,,,,,,,,,
EPK7A98BB4B6,"HEILIND MIL-AERO, LLC",0.072,-0.0,0.072,3,no,no,,,,,,,,,,,,,,
GDK9ANY21DY6,"TEAM HOUSING SOLUTIONS, INC.",0.072,0.0,0.072,1,no,no,,,,,,,,,,,,,,
QJ8GDNZ7RMC5,MCMASTER-CARR SUPPLY COMPANY,0.071,0.071,0.0,4,no,no,,,,,,,,,,,,,,
E6ACL8BWKN47,"ENERGY FOCUS, INC.",0.07,0.0,0.07,1,no,no,,,,,,,,,,,,,,
REDAH61ZHLN7,TRI TOOL INC,0.07,0.07,0.0,1,no,no,,,,,,,,,,,,,,
Q3HHLUDK4ED3,Abrasive Products LLC,0.07,0.07,0.0,1,no,no,,,,,,,,,,,,,,
J496QWE2LK33,LORD CORPORATION,0.069,0.069,0.0,1,no,no,,,,,,,,,,,,,,
CUJ6JZJFLMQ8,"VECTOR SOFTWARE, INC.",0.069,0.069,0.0,2,no,no,,,,,,,,,,,,,,
GMHRX5DU4LS5,"AEROGO, INC",0.069,0.069,0.0,1,no,no,,,,,,,,,,,,,,
DY2JXQ22MA14,KSARIA SERVICE CORPORATION,0.068,0.0,0.068,1,no,no,,,,,,,,,,,,,,
MNS7TJ9KVTJ1,"HDT EXPEDITIONARY SYSTEMS, INC.",0.068,0.0,0.068,1,no,no,,,,,,,,,,,,,,
