prime_piid,prime,prime_uei,sub_key,sub_name,sub_uei,sub_amount,sub_date,capability,report_lag_mo,description
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,PAH8M4BJACA5,8259346.0,2025-10-28,propulsion_power,1.0,Engineering materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,MFCTLU3MRXC8,"EMPIRICAL SYSTEMS AEROSPACE, INC.",MFCTLU3MRXC8,5507238.0,2022-06-17,other_unclassified,0.8,NRE - Other.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,U1ASEJJJKDP5,EMPIRICAL SYSTEMS AEROSPACE INC,MFCTLU3MRXC8,5507238.0,2022-06-17,other_unclassified,9.8,NRE - Other.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,U1ASEJJJKDP5,EMPIRICAL SYSTEMS AEROSPACE INC,MFCTLU3MRXC8,5401075.0,2022-06-17,other_unclassified,22.2,NRE - All.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,MFCTLU3MRXC8,"EMPIRICAL SYSTEMS AEROSPACE, INC.",MFCTLU3MRXC8,5362873.0,2021-03-24,other_unclassified,17.3,"Electromech-Mj Assys, NRE - Other."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,U1ASEJJJKDP5,EMPIRICAL SYSTEMS AEROSPACE INC,MFCTLU3MRXC8,4394075.0,2021-03-24,integration_eng_svcs,37.0,"Electromech-Mj Assys, NRE - All, Test Fixtures."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,U1ASEJJJKDP5,EMPIRICAL SYSTEMS AEROSPACE INC,MFCTLU3MRXC8,4394075.0,2021-03-24,integration_eng_svcs,24.6,"Electromech-Mj Assys, NRE - Other, Test Fixtures."
N0003925F1019,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,FNA3YNLZNM43,3189833.0,2025-06-04,propulsion_power,1.8,Engineering services
N0001418C2006,"LEIDOS, INC.",KTMAJCY6JXM3,JXUMFLGNSMP8,"UNITED STATES MARINE, INC.",JXUMFLGNSMP8,3114496.0,2018-01-17,other_unclassified,24.9,PROCURED SERVICES BETWEEN 1/1/2020-1/31/2020 IN SUPPORT OF CONTRACT SOW.
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,NQEMKX3MRBV6,SAAB DYNAMICS AKTIEBOLAG,NQEMKX3MRBV6,2655461.82,2025-03-27,other_unclassified,0.7,"Multiple Parts for Double Eagle program
"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,JNJDBJZLL2R7,EDGEONE LLC,JNJDBJZLL2R7,1772890.0,2025-10-27,propulsion_power,1.0,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,PAH8M4BJACA5,1435128.11,2021-08-11,propulsion_power,0.7,Engineering services/materials
N0016419F0049,"ATLANTIC DIVING SUPPLY, INC.",GJMSFBCNMSK3,TCYEPH3BN7L6,POSEIDON BARGE LTD.,TCYEPH3BN7L6,1388200.0,2019-03-20,other_unclassified,0.8,"POSEIDON BARGE, LTD"
N0003922F2153,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,FNA3YNLZNM43,1241760.0,2022-09-01,propulsion_power,1.1,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,Q1B3NG6LP9B5,"Exail Defense Systems, Inc.",Q1B3NG6LP9B5,1233960.0,2025-10-28,autonomy_software,1.0,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,1141520.0,2025-06-19,platform_hull,1.3,Engineering Services/Materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,ME2BVJ4KGAM1,SYSTIMA TECHNOLOGIES INC,ME2BVJ4KGAM1,1066543.0,2021-04-02,other_unclassified,36.7,"Gen Structural Assys, NP H/W - Govt. Owned, NRE - All, Pyrotechnic Devices, Replacement Spares."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,ME2BVJ4KGAM1,SYSTIMA TECHNOLOGIES INC,ME2BVJ4KGAM1,1066543.0,2021-04-02,other_unclassified,24.3,"Gen Structural Assys, NP H/W - Govt. Owned, NRE - Other, Pyrotechnic Devices, Replacement Spares."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,ME2BVJ4KGAM1,"SYSTIMA TECHNOLOGIES, INC.",ME2BVJ4KGAM1,1043213.0,2021-04-02,other_unclassified,17.0,"Gen Structural Assys, NP H/W - Govt. Owned, NRE - Other, Pyrotechnic Devices, Replacement Spares."
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,Z8A7XHU5PG92,EDGETECH INSTRUMENTS INC.,Z8A7XHU5PG92,800241.0,2021-05-17,propulsion_power,0.6,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,YRD5CM5FTNU9,EDGEONE LLC,JNJDBJZLL2R7,800241.0,2020-03-10,propulsion_power,9.9,Engineering services/materials
N0003921F2173,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,FNA3YNLZNM43,796000.0,2021-07-19,propulsion_power,0.5,Engineering services/materials
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,NQEMKX3MRBV6,SAAB DYNAMICS AKTIEBOLAG,NQEMKX3MRBV6,744936.72,2026-02-03,other_unclassified,0.0,"ATC (FC) Winch, top outlet for our Double Eagle underwater program
"
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,NQEMKX3MRBV6,SAAB DYNAMICS AKTIEBOLAG,NQEMKX3MRBV6,721227.88,2026-03-23,other_unclassified,0.7,"ATC (FC) Winch, top outlet
"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,PAH8M4BJACA5,703015.94,2020-11-16,propulsion_power,0.7,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,F125YU6SWK59,BATTELLE MEMORIAL INSTITUTE,F125YU6SWK59,654746.88,2020-08-12,propulsion_power,0.8,Engineering services/materials
